"order","level","unitId","unitCanDoKo","chapterId","chapterSequence","stageId","assetPath","sha256","bytes","sourceCatalog","sourceRoot","mappingStatus"
"62","a2","a2_05_delivery_services","상품이나 배송 문제를 간단한 이유와 함께 설명하고 해결을 요청할 수 있어요.","gokgan","8","gokgan-08","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_08_tiles.png","76fc3f686fdf98cf76b4539071ac3dd24ba0eee3920a7f46df5354b3c685eda5","2138931","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"63","a2","a2_05_delivery_services","상품이나 배송 문제를 간단한 이유와 함께 설명하고 해결을 요청할 수 있어요.","gokgan","9","gokgan-09","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_09_floor.png","3ca5a1c93456485a89900b3277a2fb3691e93721b8f9623111ce29ab990d4828","2091844","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"64","a2","a2_05_delivery_services","상품이나 배송 문제를 간단한 이유와 함께 설명하고 해결을 요청할 수 있어요.","gokgan","10","gokgan-10","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_10_walls.png","49845705fc9b2d4777910fd7fdcc1fcdffddcd0def771dfeae9511adf36ce8e5","2199519","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"65","a2","a2_06_study_work","준비물이나 파일을 빠뜨린 실수를 인정하고 다음 행동을 말할 수 있어요.","gokgan","11","gokgan-11","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_11_doors.png","564dc5d7d322511baff9eaac2e95328207f33461fcf55b6ff0514fb87add34a7","2259623","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"66","a2","a2_06_study_work","준비물이나 파일을 빠뜨린 실수를 인정하고 다음 행동을 말할 수 있어요.","gokgan","12","gokgan-12","assets/illustrations/personal_hanok_v3/construction/gokgan/stage_12_complete.png","5bc7dc87c578e6dd8b578aa516caa93a265d035bb21325ff10658382c1343406","2237369","assets/data/ildu_settlement_construction_v1.json","C:\dev\hangulsori\ko_lernen_app_worktrees\toilet-store-wall-plan-20260914","unit_allocated_assessment_unreviewed"
"67","a2","a2_06_study_work","준비물이나 파일을 빠뜨린 실수를 인정하고 다음 행동을 말할 수 있어요.","jungmunganchae","1","jungmunganchae-site-route","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_01_site_route.png","21b75324e6dc098e4327b4ee88f24a77c81f11691b003ea9c88ba9cd6146ddf9","1467666","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"68","a2","a2_06_study_work","준비물이나 파일을 빠뜨린 실수를 인정하고 다음 행동을 말할 수 있어요.","jungmunganchae","2","jungmunganchae-stone-foundation","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_02_stone_foundation.png","8033e02f3876d19a062bbf4747d871af6423b4a1bd57089201a92e11bd0342a3","1740792","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"69","a2","a2_06_study_work","준비물이나 파일을 빠뜨린 실수를 인정하고 다음 행동을 말할 수 있어요.","jungmunganchae","3","jungmunganchae-posts","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_03_posts.png","9b9055d2dfecb8df71a0d46c2f7d0c6c612247d7148ceea6e14875a36c06df64","1827273","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"70","a2","a2_07_travel_repair","이동 중 불편하거나 불안할 때 공손하게 변화를 요청할 수 있어요.","jungmunganchae","4","jungmunganchae-beams-purlins","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_04_beams_purlins.png","dde340c19fc80e053a3b7edbba0cde3552a4179f2b75766024b9414d7b51d9f6","1980195","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"71","a2","a2_07_travel_repair","이동 중 불편하거나 불안할 때 공손하게 변화를 요청할 수 있어요.","jungmunganchae","5","jungmunganchae-rafters-eaves","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_05_rafters_eaves.png","85933f03f97e5d067f17935471905b19575e3b03f305489cc754f3d1e83b4e54","2146355","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"72","a2","a2_07_travel_repair","이동 중 불편하거나 불안할 때 공손하게 변화를 요청할 수 있어요.","jungmunganchae","6","jungmunganchae-roof-bed","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_06_roof_bed.png","d2d4b1cc9f5904b2080d6599dc84ac34a71b12087cb845a4ae0ba0e56a67757b","2021105","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"73","a2","a2_07_travel_repair","이동 중 불편하거나 불안할 때 공손하게 변화를 요청할 수 있어요.","jungmunganchae","7","jungmunganchae-tiles","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_07_tiles.png","d775405eaa9a5db9bf9107b5f5a1051a4d944cd3e66ad42fcfa892cb04a2c9c2","2160071","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"74","a2","a2_08_home_money","깜빡한 물건이나 집 문제를 설명하고 가능한 도움을 요청할 수 있어요.","jungmunganchae","8","jungmunganchae-room-walls","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_08_room_walls.png","71e103b0679406f678b6cdcbec05c29e518e7943fe5d93cf807048588468c880","2123132","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"75","a2","a2_08_home_money","깜빡한 물건이나 집 문제를 설명하고 가능한 도움을 요청할 수 있어요.","jungmunganchae","9","jungmunganchae-ondol-floors","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_09_ondol_floors.png","ebd1bf08b34106f6beb860d3de42d0efe272561d5c1a991674052ab2acbed823","2166396","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"76","a2","a2_08_home_money","깜빡한 물건이나 집 문제를 설명하고 가능한 도움을 요청할 수 있어요.","jungmunganchae","10","jungmunganchae-open-maru","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_10_open_maru.png","ed9a104446c0545cc5249d130550191a461904913d698a57a40624d9f6ede885","2220577","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"77","a2","a2_08_home_money","깜빡한 물건이나 집 문제를 설명하고 가능한 도움을 요청할 수 있어요.","jungmunganchae","11","jungmunganchae-gate-changho","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_11_gate_changho.png","4a0c912315aa43f6dcf144941ff78821e4a46fe12526b7241752e2cb5bbc35bb","2206807","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"78","a2","a2_08_home_money","깜빡한 물건이나 집 문제를 설명하고 가능한 도움을 요청할 수 있어요.","jungmunganchae","12","jungmunganchae-complete-use","assets/illustrations/personal_hanok_v3/construction/jungmunganchae/stage_12_complete_use.png","f90f20232539127d2d51c71728dec3f87ee64b8e00e91ee0327036650b0151ba","2173264","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"79","b1","b1_01_experience_reasons","경험이 어떻게 달라졌는지 원인과 결과를 연결해 설명할 수 있어요.","araechae","1","araechae-site-rooms","assets/illustrations/personal_hanok_v3/construction/araechae/stage_01_site_rooms.png","c34097b57f510df95c80ad054502ac2265666cb096e2a8887a2012e92a84bd47","1804959","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"80","b1","b1_01_experience_reasons","경험이 어떻게 달라졌는지 원인과 결과를 연결해 설명할 수 있어요.","araechae","2","araechae-stone-foundation","assets/illustrations/personal_hanok_v3/construction/araechae/stage_02_stone_foundation.png","778c8e8330f2c81e21c27cfac98250b0ab5f0a6c7c36ff30cbea49838497c2e4","1819160","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"81","b1","b1_01_experience_reasons","경험이 어떻게 달라졌는지 원인과 결과를 연결해 설명할 수 있어요.","araechae","3","araechae-posts-floor-support","assets/illustrations/personal_hanok_v3/construction/araechae/stage_03_posts_floor_support.png","403906e7bd587220e0d077a49b451a6e73e7f2f6f49ed1e463e48b5f3d1d0790","1695181","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"82","b1","b1_01_experience_reasons","경험이 어떻게 달라졌는지 원인과 결과를 연결해 설명할 수 있어요.","araechae","4","araechae-beams-purlins","assets/illustrations/personal_hanok_v3/construction/araechae/stage_04_beams_purlins.png","cd7e8420a504df60996d639660b76b75bc9db1238636a3c43325b6b07f64e025","1812034","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"83","b1","b1_01_experience_reasons","경험이 어떻게 달라졌는지 원인과 결과를 연결해 설명할 수 있어요.","araechae","5","araechae-rafters-eaves","assets/illustrations/personal_hanok_v3/construction/araechae/stage_05_rafters_eaves.png","49d45cd1ed211532521192e60cdf7907aa9c05a9600724bead7460db8cd0026a","1985748","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"84","b1","b1_01_experience_reasons","경험이 어떻게 달라졌는지 원인과 결과를 연결해 설명할 수 있어요.","araechae","6","araechae-roof-bed","assets/illustrations/personal_hanok_v3/construction/araechae/stage_06_roof_bed.png","bf3dc11e887cfb977b760bc2ab0c93d8e57b423264fadc8cf84af500e7e3004e","2106099","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"85","b1","b1_02_indirect_speech","누구에게 들었는지와 아직 확정되지 않은 부분을 구분해 전달할 수 있어요.","araechae","7","araechae-tiles","assets/illustrations/personal_hanok_v3/construction/araechae/stage_07_tiles.png","751e233446f7a39061380650fe1a1880486cdcea4f8435adab04caeb52909618","2042413","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"86","b1","b1_02_indirect_speech","누구에게 들었는지와 아직 확정되지 않은 부분을 구분해 전달할 수 있어요.","araechae","8","araechae-room-walls","assets/illustrations/personal_hanok_v3/construction/araechae/stage_08_room_walls.png","4dfc83fba8638b6013e1b64e31357663da1a00cc3ad2a282b3c65e38eafa5990","2034641","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"87","b1","b1_02_indirect_speech","누구에게 들었는지와 아직 확정되지 않은 부분을 구분해 전달할 수 있어요.","araechae","9","araechae-ondol","assets/illustrations/personal_hanok_v3/construction/araechae/stage_09_ondol.png","6d2af1937a77e07e952ba4a78cb494b342701c8d642ba88c4932d7d47d34f49f","2069104","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"88","b1","b1_02_indirect_speech","누구에게 들었는지와 아직 확정되지 않은 부분을 구분해 전달할 수 있어요.","araechae","10","araechae-maru","assets/illustrations/personal_hanok_v3/construction/araechae/stage_10_maru.png","7fdec94627095f98575c641d5c3811026770d7587e46ef1ee7d655b7a9dd813c","2132637","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"89","b1","b1_02_indirect_speech","누구에게 들었는지와 아직 확정되지 않은 부분을 구분해 전달할 수 있어요.","araechae","11","araechae-changho","assets/illustrations/personal_hanok_v3/construction/araechae/stage_11_changho.png","ecad08d535f1b8f3998997918b222a65cfc90f7f6917b155e62bbb55babd90b6","2213943","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"90","b1","b1_02_indirect_speech","누구에게 들었는지와 아직 확정되지 않은 부분을 구분해 전달할 수 있어요.","araechae","12","araechae-complete-use","assets/illustrations/personal_hanok_v3/construction/araechae/stage_12_complete_use.png","785150cf4e349261ee6c83227c24714acc58392f2ae0b5a086e6d0ef9741cb44","2163363","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"91","b1","b1_03_work_softening","업무 실수의 경위와 영향을 설명하고 현실적인 수습 순서를 제안할 수 있어요.","anchae","1","anchae-site-household","assets/illustrations/personal_hanok_v3/construction/anchae/stage_01_site_household.png","e5c25d00f115b92684de04989852ae45484da3ed63b4584df807db0ebc3725e2","1867993","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"92","b1","b1_03_work_softening","업무 실수의 경위와 영향을 설명하고 현실적인 수습 순서를 제안할 수 있어요.","anchae","2","anchae-stone-foundation","assets/illustrations/personal_hanok_v3/construction/anchae/stage_02_stone_foundation.png","a1ee9576cbd4980b9ce83de51041de617c57aea8628dd5fe46ae89d95b6172bd","1428339","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"93","b1","b1_03_work_softening","업무 실수의 경위와 영향을 설명하고 현실적인 수습 순서를 제안할 수 있어요.","anchae","3","anchae-posts","assets/illustrations/personal_hanok_v3/construction/anchae/stage_03_posts.png","32237b786b6e02f7cb9072628ca29dc4e2d12f195afee2b2a84dea2f3aa90088","1804657","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"94","b1","b1_03_work_softening","업무 실수의 경위와 영향을 설명하고 현실적인 수습 순서를 제안할 수 있어요.","anchae","4","anchae-beams-purlins","assets/illustrations/personal_hanok_v3/construction/anchae/stage_04_beams_purlins.png","098de6ae3f3e721194f8560d53fdd041cca280f206a0fb76faa515539e6ce8e5","1913330","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"95","b1","b1_03_work_softening","업무 실수의 경위와 영향을 설명하고 현실적인 수습 순서를 제안할 수 있어요.","anchae","5","anchae-hip-frame","assets/illustrations/personal_hanok_v3/construction/anchae/stage_05_hip_frame.png","d11560e23f652233a4d7feadf2206ac6ac327ac3548a9713ec2dcb291ce1934e","1977226","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"96","b1","b1_03_work_softening","업무 실수의 경위와 영향을 설명하고 현실적인 수습 순서를 제안할 수 있어요.","anchae","6","anchae-rafters-eaves","assets/illustrations/personal_hanok_v3/construction/anchae/stage_06_rafters_eaves.png","4439f400dd8f27eecfc24e169a047ba157c01b6ce9a931ed172becfcaa08968b","2097293","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"97","b1","b1_04_relationships","상대에게 부담을 주지 않으면서 관계와 감정에 대한 생각을 확인할 수 있어요.","anchae","7","anchae-roof-bed","assets/illustrations/personal_hanok_v3/construction/anchae/stage_07_roof_bed.png","75a2cd4005530aa766c55eec0f33cfa415a077412c2dc57e1733e9d96283782e","2013026","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"98","b1","b1_04_relationships","상대에게 부담을 주지 않으면서 관계와 감정에 대한 생각을 확인할 수 있어요.","anchae","8","anchae-tiles","assets/illustrations/personal_hanok_v3/construction/anchae/stage_08_tiles.png","b8526856fd74f9fd513d978764a3f58c8c0890bcd1bff556b5ab3e24d08238dc","2184204","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"99","b1","b1_04_relationships","상대에게 부담을 주지 않으면서 관계와 감정에 대한 생각을 확인할 수 있어요.","anchae","9","anchae-walls-kitchen","assets/illustrations/personal_hanok_v3/construction/anchae/stage_09_walls_kitchen.png","21c900f76b552160d92861ded7c37ac796fe410750150b2b9c5bccba57ffd4ce","2125824","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"100","b1","b1_04_relationships","상대에게 부담을 주지 않으면서 관계와 감정에 대한 생각을 확인할 수 있어요.","anchae","10","anchae-kitchen-loft","assets/illustrations/personal_hanok_v3/construction/anchae/stage_10_kitchen_loft.png","425020540d7a04641d3ce0f3c1e3c2fc1458dee2d4d93cdf666267810755761a","2173058","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"101","b1","b1_04_relationships","상대에게 부담을 주지 않으면서 관계와 감정에 대한 생각을 확인할 수 있어요.","anchae","11","anchae-ondol","assets/illustrations/personal_hanok_v3/construction/anchae/stage_11_ondol.png","da430042fe5cc54e16f71e218f2a03c8538d09545771a6d29a7ff4d72e934594","2188514","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"102","b1","b1_04_relationships","상대에게 부담을 주지 않으면서 관계와 감정에 대한 생각을 확인할 수 있어요.","anchae","12","anchae-daecheong-maru","assets/illustrations/personal_hanok_v3/construction/anchae/stage_12_daecheong_maru.png","98555c21b336587053917997e72128462bd5e4d7db9fe858dea51305d78311df","2054271","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"103","b1","b1_05_complaint_resolution","소비·주거 문제의 경위를 설명하고 적절한 해결을 요청할 수 있어요.","anchae","13","anchae-changho","assets/illustrations/personal_hanok_v3/construction/anchae/stage_13_changho.png","fc0ec2f33d6a4cc1a6d7f361c4af799efbf85ae7f05c293248e6b27d83019708","2199459","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"104","b1","b1_05_complaint_resolution","소비·주거 문제의 경위를 설명하고 적절한 해결을 요청할 수 있어요.","anchae","14","anchae-complete-use","assets/illustrations/personal_hanok_v3/construction/anchae/stage_14_complete_use.png","0840b9998db3c50fd81b7d3f250e692d30ed687d5a9e8c0da8c39028054ba263","2082318","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"105","b1","b1_05_complaint_resolution","소비·주거 문제의 경위를 설명하고 적절한 해결을 요청할 수 있어요.","anchae-store","1","anchae-store-site-storage","assets/illustrations/personal_hanok_v3/construction/anchae-store/stage_01_site_storage.png","7ef39516823233129252b26255fdfc9de1de317aae61bb8afa78a48b77954838","1870708","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"106","b1","b1_05_complaint_resolution","소비·주거 문제의 경위를 설명하고 적절한 해결을 요청할 수 있어요.","anchae-store","2","anchae-store-stone-foundation","assets/illustrations/personal_hanok_v3/construction/anchae-store/stage_02_stone_foundation.png","3a60999fee3f8d18a425b63f4d4fc0b56301a36eafa4a5e2f83d331c398b8383","1847140","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"107","b1","b1_05_complaint_resolution","소비·주거 문제의 경위를 설명하고 적절한 해결을 요청할 수 있어요.","anchae-store","3","anchae-store-posts","assets/illustrations/personal_hanok_v3/construction/anchae-store/stage_03_posts.png","f9b46ef7d83cefddc7f99b3fc30f23b3ad1c3e2bb075260cc8333a9be97df3d6","1844615","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"108","b1","b1_05_complaint_resolution","소비·주거 문제의 경위를 설명하고 적절한 해결을 요청할 수 있어요.","anchae-store","4","anchae-store-beams-purlins","assets/illustrations/personal_hanok_v3/construction/anchae-store/stage_04_beams_purlins.png","eae1118b860a8fdb9812b047e4c5a8b3a588c6a5eb723c09a9b9c6a7c7d34133","1928433","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"109","b1","b1_06_life_capstone","익숙한 공동체 규칙에서 실수를 인정하고 이유를 물으며 해결할 수 있어요.","anchae-store","5","anchae-store-rafters-eaves","assets/illustrations/personal_hanok_v3/construction/anchae-store/stage_05_rafters_eaves.png","ee54b1302c4067b210276684761274d3edefafa82a41d3904a476176f46e3f97","2094980","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"110","b1","b1_06_life_capstone","익숙한 공동체 규칙에서 실수를 인정하고 이유를 물으며 해결할 수 있어요.","anchae-store","6","anchae-store-roof-bed","assets/illustrations/personal_hanok_v3/construction/anchae-store/stage_06_roof_bed.png","63b1099b9b7e9690daf6c2ab43a0993828facffdfa22c4d9f3d1438e874ee5d5","2164853","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"111","b1","b1_06_life_capstone","익숙한 공동체 규칙에서 실수를 인정하고 이유를 물으며 해결할 수 있어요.","anchae-store","7","anchae-store-tiles","assets/illustrations/personal_hanok_v3/construction/anchae-store/stage_07_tiles.png","21fff7b91c2825b2a632c356b2e6ad24b5a54538ce1b616d7e9b393224aa3d79","2166570","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"112","b1","b1_06_life_capstone","익숙한 공동체 규칙에서 실수를 인정하고 이유를 물으며 해결할 수 있어요.","anchae-store","8","anchae-store-compacted-floor","assets/illustrations/personal_hanok_v3/construction/anchae-store/stage_08_compacted_floor.png","972ea798c5073ee935e606432cff196b0a52bb1f3cbcb2808a6970d4fd3825ae","2171012","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"113","b1","b1_06_life_capstone","익숙한 공동체 규칙에서 실수를 인정하고 이유를 물으며 해결할 수 있어요.","anchae-store","9","anchae-store-walls-partition","assets/illustrations/personal_hanok_v3/construction/anchae-store/stage_09_walls_partition.png","bb8023445b6b319ace57fac9b4708fffd05b0d1b4f32adf4a8c34cdfae5354be","2099027","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"114","b1","b1_06_life_capstone","익숙한 공동체 규칙에서 실수를 인정하고 이유를 물으며 해결할 수 있어요.","anchae-store","10","anchae-store-doors-vents","assets/illustrations/personal_hanok_v3/construction/anchae-store/stage_10_doors_vents.png","10572eeacf28decf6d2c4220404c4d483f747b3168489c96f27e977d01601e3f","2234023","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"115","b1","b1_06_life_capstone","익숙한 공동체 규칙에서 실수를 인정하고 이유를 물으며 해결할 수 있어요.","anchae-store","11","anchae-store-complete-use","assets/illustrations/personal_hanok_v3/construction/anchae-store/stage_11_complete_use.png","0f1ff39dcbe49f78a0f51765700d585355c0f2cf0f80044db4d131dfdc786d66","2042810","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"116","b2","b2_01_formal_opening","공식 대화 초반에 무엇을 논의하고 결정할지 자연스럽게 확인할 수 있어요.","ansarangchae","1","ansarangchae-site","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_01_site.webp","275f9e1adcfb116d7f7c1b278f77c7bdfb38b8049e94176f4cbd8e4b2f4434f1","1030672","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"117","b2","b2_01_formal_opening","공식 대화 초반에 무엇을 논의하고 결정할지 자연스럽게 확인할 수 있어요.","ansarangchae","2","ansarangchae-foundation","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_02_foundation.webp","660317cb7db43ce5a599b2ac5bd5c3eb07e025aef811441847fd375afad5df16","982918","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"118","b2","b2_01_formal_opening","공식 대화 초반에 무엇을 논의하고 결정할지 자연스럽게 확인할 수 있어요.","ansarangchae","3","ansarangchae-padstones","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_03_padstones.webp","ef6d187bfbe5d3bf483cfdedee82ef8c7cb5486a0f521034282a8434cff1e6fe","958236","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"119","b2","b2_01_formal_opening","공식 대화 초반에 무엇을 논의하고 결정할지 자연스럽게 확인할 수 있어요.","ansarangchae","4","ansarangchae-posts","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_04_posts.webp","d1b393f34037b6d51de0d58806bdd20829e52afe29c189491f9a6eddd859e2c7","1020124","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"120","b2","b2_01_formal_opening","공식 대화 초반에 무엇을 논의하고 결정할지 자연스럽게 확인할 수 있어요.","ansarangchae","5","ansarangchae-beams","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_05_beams.webp","e23a7a3f3a73380a9a9b31ce5bd6c2f25231f503de8149a43feb9d8b71d1da3f","1344142","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"121","b2","b2_02_professional_opinion","상대 근거를 인정하면서 다른 기준을 제시하고 절충할 수 있어요.","ansarangchae","6","ansarangchae-rafters","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_06_rafters.webp","64b0fd2a6ec8716324f2ad80deb57d6761f64f8845c66af70bf8977ffe1cd8de","1530060","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"122","b2","b2_02_professional_opinion","상대 근거를 인정하면서 다른 기준을 제시하고 절충할 수 있어요.","ansarangchae","7","ansarangchae-roof_bed","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_07_roof_bed.webp","57d8d9dab6ca861996e50b30148e1917715515c18a1e7cfc3150b733464e40e5","1477212","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
"123","b2","b2_02_professional_opinion","상대 근거를 인정하면서 다른 기준을 제시하고 절충할 수 있어요.","ansarangchae","8","ansarangchae-tiles","assets/illustrations/personal_hanok_v3/construction/ansarangchae/stage_08_tiles.webp","64904a13e7d5db515dea3a3bb31722a434c4bedf3488da0ea471cf48cb486ed3","1464056","assets/data/ildu_construction_art_v1.json","C:\dev\hangulsori\ko_lernen_app","unit_allocated_assessment_unreviewed"
