path,group,role,source,visual_review,decision,priority,width,height,mode,size_kb,alpha_coverage_pct,alpha_bbox,sat_mean,value_mean,evaluation,implementation
assets/illustrations/decorations/decoration_kite.png,장식·생활 자산,연,production_bundle,direct,조건부,P2,627,627,RGBA,449,24.14,"150,0,540,627",0.092,0.94,생활 이벤트에는 좋지만 상시 종가 자산은 아니다.,아이/명절/바람 이벤트에서만.
assets/illustrations/decorations/decoration_kkachi_nest.png,장식·생활 자산,까치 둥지,production_bundle,direct,조건부 유지,P1,1254,1004,RGBA,751.5,42.6,"0,0,1254,1004",0.161,0.146,살아 있는 집의 분위기를 만들지만 시각적으로 강하다.,계절/번식 상태 하나만.
assets/illustrations/decorations/decoration_maehwa.png,장식·생활 자산,매화나무,production_bundle,direct,유지·프레이밍,P1,992,1586,P,181.9,23.2,"68,81,950,1485",0.074,0.89,아름다운 영웅 수목이다. 독립 스티커처럼 중앙 배치하면 게임맵 느낌이 강해진다.,후원 화계 또는 화면 가장자리에서 1그루.
assets/illustrations/decorations/decoration_mokchim.png,장식·생활 자산,목침,production_bundle,direct,유지,P1,1330,693,P,336.1,57.07,"37,38,1292,655",0.514,0.361,소박한 휴식 행동 소켓이다.,사랑방/별당 실내.
assets/illustrations/decorations/decoration_munbangsau.png,장식·생활 자산,문방사우,production_bundle,direct,핵심 유지,P1,1128,663,RGBA,699.1,47.76,"32,32,1096,631",0.214,0.16,쓰기 학습을 직접 공간 행동으로 바꾸는 핵심 에셋이다.,서안과 세트로 사랑방 핵심 소켓.
assets/illustrations/decorations/decoration_pond.png,장식·생활 자산,작은 연못,production_bundle,direct,조건부 유지,P1,1254,878,P,166.9,49.29,"751,171,180,755",0.201,0.743,큰 후원 연못보다 적절하지만 연꽃·잉어가 있어 장식성이 강하다.,"후원 선택형 한 개, 화면 10% 미만."
assets/illustrations/decorations/decoration_punggyeong.png,장식·생활 자산,풍경,production_bundle,direct,조건부 유지,P1,821,1916,P,80,16.7,"204,37,627,1863",0.11,0.895,처마 생활감과 소리를 연결할 수 있다.,"누마루/정자/처마 상태, 항상 표시하지 않음."
assets/illustrations/decorations/decoration_pyeonaek.png,장식·생활 자산,편액,production_bundle,direct,유지·개인화,P1,1254,376,P,50.2,70.29,"78,38,1170,345",0.263,0.791,구조를 건드리지 않고 내 집 정체성을 주는 좋은 표면 선택이다.,호/현판 이름 커스터마이즈 소켓.
assets/illustrations/decorations/decoration_sabangtakja.png,장식·생활 자산,사방탁자,production_bundle,direct,핵심 유지,P1,601,1330,P,233.7,51.34,"37,38,563,1292",0.524,0.415,사랑방 전시 소켓으로 정확하고 재질도 정본이다.,백자·향로·책 중 한두 점만 표시.
assets/illustrations/decorations/decoration_sagunja_guk.png,장식·생활 자산,사군자 국화,production_bundle,direct,선택형 유지,P1,405,971,RGBA,548.6,74.06,"50,8,355,963",0.262,0.793,계절/취향 변형에 좋다.,사군자 4종 중 1점만.
assets/illustrations/decorations/decoration_sagunja_juk.png,장식·생활 자산,사군자 대나무,production_bundle,direct,선택형 유지,P1,809,1942,P,285.4,73.42,"98,21,711,1912",0.202,0.818,동일.,사군자 4종 중 1점만.
assets/illustrations/decorations/decoration_sagunja_maehwa.png,장식·생활 자산,사군자 매화,production_bundle,direct,선택형 유지,P1,809,1942,P,288.7,74.55,"21,1,789,1929",0.225,0.825,동일.,사군자 4종 중 1점만.
assets/illustrations/decorations/decoration_sagunja_nan.png,장식·생활 자산,사군자 난초,production_bundle,direct,선택형 유지,P1,809,1942,P,235.7,74.58,"29,0,784,1932",0.206,0.82,동일.,사군자 4종 중 1점만.
assets/illustrations/decorations/decoration_seoan.png,장식·생활 자산,서안,production_bundle,direct,핵심 유지,P1,1330,490,RGBA,484.8,48.33,"38,38,1292,452",0.299,0.21,낮은 책상으로 사랑방 학습 행동의 중심이다.,문방사우와 결합.
assets/illustrations/decorations/decoration_seokdeung.png,장식·생활 자산,석등,production_bundle,direct,희귀/기본 제외,P2,300,650,RGBA,187.9,44.84,"10,6,288,644",0.131,0.246,완성도는 높지만 기본 종가에 상시 놓으면 사찰·정원 장식 느낌이 강해진다.,"희귀 미관 선택 또는 Gye 전용, 기본 지도 제외."
assets/illustrations/decorations/decoration_seollal_flag.png,장식·생활 자산,설날 깃발,production_bundle,direct,이벤트 UI 전용,P2,1254,470,RGBA,576.5,20.73,"349,13,902,454",0.123,0.932,현대 이벤트 표식에 가깝다.,설날 UI/사진모드에서만.
assets/illustrations/decorations/decoration_soban.png,장식·생활 자산,소반,production_bundle,direct,유지,P1,974,667,RGBA,655.7,56.05,"28,28,946,639",0.331,0.257,차·음식·수량·접객 퀘스트에 좋다.,사랑방/안방/대청 장면별 공유.
assets/illustrations/decorations/decoration_sonamu.png,장식·생활 자산,소나무,production_bundle,direct,유지·프레이밍,P1,1024,1536,P,298.2,40.75,"19,66,1014,1433",0.151,0.741,형태가 강하고 고급스럽지만 중앙 스티커 배치는 피해야 한다.,담 너머/누마루 바깥/화면 가장자리 프레임으로 1개.
assets/illustrations/gye/gye_bridge.png,계 공동한옥,석교,production_bundle,direct,Gye 전용 유지,P3,1254,940,P,78,23.27,"3,7,1248,940",0.053,0.134,개념적으로 후원 동선을 보여주지만 개인 한옥의 작은 후원에는 규모와 재질이 맞지 않는다.,직접 재사용/모델 입력 금지. 작은 다리가 정말 필요할 때 기능만 참고.
assets/illustrations/gye/gye_byeoldang.png,계 공동한옥,별당,production_bundle,direct,Gye 전용 유지,P3,1254,1129,P,202.5,46.34,"10,313,311,371,025",0.252,0.179,단일 건물 완성도는 높지만 카메라·단청·축척이 개인 estate와 다르다.,pending 개인 별당 후보를 먼저 검수.
assets/illustrations/gye/gye_garden.png,계 공동한옥,정원 군락,production_bundle,direct,Gye 전용 유지,P3,1254,975,P,303.6,42.16,"64,27,1191,944",0.163,0.211,구성은 예쁘지만 완결 스티커 군락이라 지도에 붙이면 콜라주 느낌이 난다.,영웅 수목+보조 수목 분리 원리만 참고.
assets/illustrations/gye/gye_gate_grand.png,계 공동한옥,대형 대문,production_bundle,direct,개인 지도 사용 금지,P3,1254,975,P,268.6,68.19,"9,30,1240,950",0.38,0.257,과장된 단청과 정면 시점이 사대부 종가 V2에 맞지 않는다.,Gye에서만.
assets/illustrations/gye/gye_haenglangchae.png,계 공동한옥,행랑채,production_bundle,direct,개인 지도 사용 금지,P3,1254,896,P,176.5,48.88,"117,94,1142,818",0.242,0.181,독립 건물 컷아웃으로는 좋지만 production 행랑과 카메라/재질이 다르다.,Gye에서만.
assets/illustrations/gye/gye_jangmyeongdeung_pair.png,계 공동한옥,장명등 한 쌍,production_bundle,direct,개인 기본 지도 제외,P3,1086,1448,P,235.4,33.51,"5,518,110,311,279",0.125,0.16,사찰·정원 장식성이 강하고 쌍으로 놓으면 테마파크화된다.,Gye 또는 특별 이벤트만.
assets/illustrations/gye/gye_jeongja.png,계 공동한옥,정자,production_bundle,direct,개념 참고만,P3,1254,1045,RGBA,1004.7,41.31,"76,51,1181,987",0.211,0.152,사용자 판타지는 충족하지만 단청과 크기가 과하다.,개인 estate용 무단청·간결한 정자를 새로 제작.
assets/illustrations/gye/gye_pond_large.png,계 공동한옥,대형 연못,production_bundle,direct,개인 지도 사용 금지,P3,1254,784,P,192.6,48.67,"26,32,1195,733",0.195,0.209,화면을 지배하는 대형 연못으로 딥리서치가 경고한 방향과 정확히 충돌한다.,Gye에서만.
assets/illustrations/gye/gye_showcase_courtyard.webp,계 공동한옥,완성 쇼케이스,production_bundle,direct,마케팅 전용,P3,1280,720,RGB,187.1,100,"0,0,1280,720",0.298,0.508,한 화면에 건물·연못·장독·동물·정원을 모두 넣은 완성 판타지 이미지다.,"참고/마케팅만, masterplan 정본 금지."
assets/illustrations/hanok_compound/anchae.png,동결 프로토타입,구 compound anchae,repository_unbundled,canonical_status,아카이브·복원 금지,P3,,,,,,,,,현재 production personal_hanok_v2에 대체된 구 프로토타입이며 번들 제외·런타임 참조 0인 F-F 계열이다. 현재 앱 원본과 같은 기준으로 육안 검수할 필요가 없는 폐기 계보다.,git 기록/회귀 참고로만 유지하고 pubspec·카탈로그·생성 참조에 넣지 않는다.
assets/illustrations/hanok_compound/daecheongmaru.png,동결 프로토타입,구 compound daecheongmaru,repository_unbundled,canonical_status,아카이브·복원 금지,P3,,,,,,,,,현재 production personal_hanok_v2에 대체된 구 프로토타입이며 번들 제외·런타임 참조 0인 F-F 계열이다. 현재 앱 원본과 같은 기준으로 육안 검수할 필요가 없는 폐기 계보다.,git 기록/회귀 참고로만 유지하고 pubspec·카탈로그·생성 참조에 넣지 않는다.
assets/illustrations/hanok_compound/haengrangchae.png,동결 프로토타입,구 compound haengrangchae,repository_unbundled,canonical_status,아카이브·복원 금지,P3,,,,,,,,,현재 production personal_hanok_v2에 대체된 구 프로토타입이며 번들 제외·런타임 참조 0인 F-F 계열이다. 현재 앱 원본과 같은 기준으로 육안 검수할 필요가 없는 폐기 계보다.,git 기록/회귀 참고로만 유지하고 pubspec·카탈로그·생성 참조에 넣지 않는다.
assets/illustrations/hanok_compound/sadang.png,동결 프로토타입,구 compound sadang,repository_unbundled,canonical_status,아카이브·복원 금지,P3,,,,,,,,,현재 production personal_hanok_v2에 대체된 구 프로토타입이며 번들 제외·런타임 참조 0인 F-F 계열이다. 현재 앱 원본과 같은 기준으로 육안 검수할 필요가 없는 폐기 계보다.,git 기록/회귀 참고로만 유지하고 pubspec·카탈로그·생성 참조에 넣지 않는다.
assets/illustrations/hanok_compound/sarangchae.png,동결 프로토타입,구 compound sarangchae,repository_unbundled,canonical_status,아카이브·복원 금지,P3,,,,,,,,,현재 production personal_hanok_v2에 대체된 구 프로토타입이며 번들 제외·런타임 참조 0인 F-F 계열이다. 현재 앱 원본과 같은 기준으로 육안 검수할 필요가 없는 폐기 계보다.,git 기록/회귀 참고로만 유지하고 pubspec·카탈로그·생성 참조에 넣지 않는다.
assets/illustrations/hanok_compound/site_base.png,동결 프로토타입,구 compound site_base,repository_unbundled,canonical_status,아카이브·복원 금지,P3,,,,,,,,,현재 production personal_hanok_v2에 대체된 구 프로토타입이며 번들 제외·런타임 참조 0인 F-F 계열이다. 현재 앱 원본과 같은 기준으로 육안 검수할 필요가 없는 폐기 계보다.,git 기록/회귀 참고로만 유지하고 pubspec·카탈로그·생성 참조에 넣지 않는다.
assets/illustrations/hanok_compound/sotdaeulmun.png,동결 프로토타입,구 compound sotdaeulmun,repository_unbundled,canonical_status,아카이브·복원 금지,P3,,,,,,,,,현재 production personal_hanok_v2에 대체된 구 프로토타입이며 번들 제외·런타임 참조 0인 F-F 계열이다. 현재 앱 원본과 같은 기준으로 육안 검수할 필요가 없는 폐기 계보다.,git 기록/회귀 참고로만 유지하고 pubspec·카탈로그·생성 참조에 넣지 않는다.
assets_unused/illustrations/hanok/dancheong_frame.png,미사용 한옥 아카이브,워들 단청 프레임,repository_unbundled,canonical_status,영구 아카이브,P3,,,,,,,,,입력칸과 겹쳐 의도적으로 제거된 UI 프레임이며 종가 V2와 무관하다.,현재 위치 유지. V2 모델 입력 금지.
assets_unused/illustrations/hanok/gate.png,미사용 한옥 아카이브,홈페이지 CTA용 대문,repository_unbundled,canonical_status,웹 전용 보관,P3,,,,,,,,,앱 런타임 참조 0이며 홈페이지 사본이 역할을 대신한다.,현재 위치 유지. V2 모델 입력 금지.
assets_unused/illustrations/hanok/gate_entrance.png,미사용 한옥 아카이브,인트로 영상 키프레임,repository_unbundled,canonical_status,소스 보관,P3,,,,,,,,,완성 영상 재렌더용 원본이며 지도 자산이 아니다.,현재 위치 유지. V2 모델 입력 금지.
assets_unused/illustrations/hanok/madang(dark).png,미사용 한옥 아카이브,다크 마당 배경,repository_unbundled,canonical_status,조건부 보관,P3,,,,,,,,,앱이 라이트 전용이어서 도달 불가하다. V2 masterplan과는 별도 UI 배경이다.,현재 위치 유지. V2 모델 입력 금지.
assets_unused/pending_review/a2_furnishing/cut/decoration_baduk.png,검토대기 A2 가구,A2 가구 cut baduk,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_baduk.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_baduk.png,검토대기 A2 가구,A2 가구 normalized baduk,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_bandaji.png,검토대기 A2 가구,A2 가구 cut bandaji,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_bandaji.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_bandaji.png,검토대기 A2 가구,A2 가구 normalized bandaji,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_bangseok_pair.png,검토대기 A2 가구,A2 가구 cut bangseok_pair,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_bangseok_pair.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_bangseok_pair.png,검토대기 A2 가구,A2 가구 normalized bangseok_pair,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_boryo_set.png,검토대기 A2 가구,A2 가구 cut boryo_set,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_boryo_set.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_boryo_set.png,검토대기 A2 가구,A2 가구 normalized boryo_set,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_byeongpung_small.png,검토대기 A2 가구,A2 가구 cut byeongpung_small,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_byeongpung_small.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_byeongpung_small.png,검토대기 A2 가구,A2 가구 normalized byeongpung_small,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_deungjan.png,검토대기 A2 가구,A2 가구 cut deungjan,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_deungjan.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_deungjan.png,검토대기 A2 가구,A2 가구 normalized deungjan,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_geomungo.png,검토대기 A2 가구,A2 가구 cut geomungo,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_geomungo.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_geomungo.png,검토대기 A2 가구,A2 가구 normalized geomungo,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_gobi.png,검토대기 A2 가구,A2 가구 cut gobi,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_gobi.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_gobi.png,검토대기 A2 가구,A2 가구 normalized gobi,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_hwaro.png,검토대기 A2 가구,A2 가구 cut hwaro,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_hwaro.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_hwaro.png,검토대기 A2 가구,A2 가구 normalized hwaro,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_hyangno.png,검토대기 A2 가구,A2 가구 cut hyangno,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_hyangno.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_hyangno.png,검토대기 A2 가구,A2 가구 normalized hyangno,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_mokchim.png,검토대기 A2 가구,A2 가구 cut mokchim,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_mokchim.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_mokchim.png,검토대기 A2 가구,A2 가구 normalized mokchim,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_sabangtakja.png,검토대기 A2 가구,A2 가구 cut sabangtakja,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_sabangtakja.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_sabangtakja.png,검토대기 A2 가구,A2 가구 normalized sabangtakja,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/cut/decoration_soban_v2.png,검토대기 A2 가구,A2 가구 cut soban_v2,pending_review,duplicate_against_bundle,중복 아카이브,P3,,,,,,,,,production decorations의 decoration_soban.png가 이미 번들되어 있어 런타임 후보로 다시 승격하면 중복·카탈로그 충돌이 난다.,cut/normalized/model_inputs/QA를 제작 기록으로만 보관한다. production 파일을 정본으로 삼는다.
assets_unused/pending_review/a2_furnishing/normalized/decoration_soban_v2.png,검토대기 A2 가구,A2 가구 normalized soban_v2,pending_review,pipeline_output,중복 아카이브,P3,,,,,,,,,동일 자산의 정규화 중간 산출물이다. 사용자 보상 자산으로 별도 취급하지 않는다.,제작 파이프라인 기록으로만 유지.
assets_unused/pending_review/a2_furnishing/model_inputs/a2_style_ref_sheet_v1.png,검토대기 A2 가구,스타일 참조 시트,pending_review,pipeline_reference,정본 참조 유지,P3,,,,,,,,,F-A 생성 재현을 위한 참조 시트다. 런타임 에셋이 아니다.,STYLE_LOCK의 F-A 입력으로만 사용하고 앱 번들에는 넣지 않는다.
assets_unused/pending_review/a2_furnishing/model_inputs/a2_style_ref_sheet_v1_400.webp,검토대기 A2 가구,스타일 참조 시트,pending_review,pipeline_reference,정본 참조 유지,P3,,,,,,,,,F-A 생성 재현을 위한 참조 시트다. 런타임 에셋이 아니다.,STYLE_LOCK의 F-A 입력으로만 사용하고 앱 번들에는 넣지 않는다.
assets_unused/pending_review/asset_recipe/decoration_baekja_byeong/decoration_baekja_byeong_cut.png,검토대기 신규 소품,백자병,pending_review,needs_direct_visual_qa,검수 후 조건부 승격,P2,,,,,,,,,사랑방 사방탁자/서고의 단일 진열품으로 적합한 후보. 파일은 현재 앱 번들 밖이므로 픽셀 수준 최종 승인은 별도 육안 QA가 필요하다.,"사랑방/서고. 한 화면에 도자기 1점만. STYLE_LOCK F-A, alpha, 색상, 그림자, 크기 검사를 통과한 뒤 원장 append→카탈로그→번들 순서로 승격."
assets_unused/pending_review/asset_recipe/decoration_baekja_byeong/decoration_baekja_byeong_raw.png,검토대기 신규 소품,백자병 raw,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,생성 원본으로 런타임 사용 대상이 아니다.,cut 승인 여부와 무관하게 provenance용으로만 유지.
assets_unused/pending_review/asset_recipe/decoration_boseokham/decoration_boseokham_cut.png,검토대기 신규 소품,보석함,pending_review,needs_direct_visual_qa,검수 후 선택 승격,P2,,,,,,,,,안방·별당의 고급 수납 후보이나 자개함과 역할이 겹친다. 파일은 현재 앱 번들 밖이므로 픽셀 수준 최종 승인은 별도 육안 QA가 필요하다.,"jagaeham과 둘 중 하나만 채택. STYLE_LOCK F-A, alpha, 색상, 그림자, 크기 검사를 통과한 뒤 원장 append→카탈로그→번들 순서로 승격."
assets_unused/pending_review/asset_recipe/decoration_boseokham/decoration_boseokham_raw.png,검토대기 신규 소품,보석함 raw,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,생성 원본으로 런타임 사용 대상이 아니다.,cut 승인 여부와 무관하게 provenance용으로만 유지.
assets_unused/pending_review/asset_recipe/decoration_gyeongdae/decoration_gyeongdae_cut.png,검토대기 신규 소품,경대,pending_review,needs_direct_visual_qa,검수 후 우선 승격,P1,,,,,,,,,안방 기능을 명확히 만드는 현재 부족 자산이다. 파일은 현재 앱 번들 밖이므로 픽셀 수준 최종 승인은 별도 육안 QA가 필요하다.,"안방 전용. STYLE_LOCK F-A, alpha, 색상, 그림자, 크기 검사를 통과한 뒤 원장 append→카탈로그→번들 순서로 승격."
assets_unused/pending_review/asset_recipe/decoration_gyeongdae/decoration_gyeongdae_raw.png,검토대기 신규 소품,경대 raw,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,생성 원본으로 런타임 사용 대상이 아니다.,cut 승인 여부와 무관하게 provenance용으로만 유지.
assets_unused/pending_review/asset_recipe/decoration_jagaeham/decoration_jagaeham_cut.png,검토대기 신규 소품,자개함,pending_review,needs_direct_visual_qa,검수 후 선택 승격,P2,,,,,,,,,안방·별당의 고급 표면 선택에 맞는다. 파일은 현재 앱 번들 밖이므로 픽셀 수준 최종 승인은 별도 육안 QA가 필요하다.,"boseokham과 동시 기본 노출 금지. STYLE_LOCK F-A, alpha, 색상, 그림자, 크기 검사를 통과한 뒤 원장 append→카탈로그→번들 순서로 승격."
assets_unused/pending_review/asset_recipe/decoration_jagaeham/decoration_jagaeham_raw.png,검토대기 신규 소품,자개함 raw,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,생성 원본으로 런타임 사용 대상이 아니다.,cut 승인 여부와 무관하게 provenance용으로만 유지.
assets_unused/pending_review/asset_recipe/decoration_jangmokbi/decoration_jangmokbi_cut.png,검토대기 신규 소품,장목비,pending_review,needs_direct_visual_qa,낮은 우선순위·보류,P1,,,,,,,,,단독 보상으로는 서사적 힘이 약하고 공간 소속이 모호하다. 파일은 현재 앱 번들 밖이므로 픽셀 수준 최종 승인은 별도 육안 QA가 필요하다.,"몸단장/하인 작업 퀘스트가 생길 때만. STYLE_LOCK F-A, alpha, 색상, 그림자, 크기 검사를 통과한 뒤 원장 append→카탈로그→번들 순서로 승격."
assets_unused/pending_review/asset_recipe/decoration_jangmokbi/decoration_jangmokbi_raw.png,검토대기 신규 소품,장목비 raw,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,생성 원본으로 런타임 사용 대상이 아니다.,cut 승인 여부와 무관하게 provenance용으로만 유지.
assets_unused/pending_review/asset_recipe/decoration_manggeontong/decoration_manggeontong_cut.png,검토대기 신규 소품,망건통,pending_review,needs_direct_visual_qa,검수 후 승격,P2,,,,,,,,,사랑방 남성 복식·생활 흔적을 만들기 좋다. 파일은 현재 앱 번들 밖이므로 픽셀 수준 최종 승인은 별도 육안 QA가 필요하다.,"사랑방 선반/사방탁자. STYLE_LOCK F-A, alpha, 색상, 그림자, 크기 검사를 통과한 뒤 원장 append→카탈로그→번들 순서로 승격."
assets_unused/pending_review/asset_recipe/decoration_manggeontong/decoration_manggeontong_raw.png,검토대기 신규 소품,망건통 raw,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,생성 원본으로 런타임 사용 대상이 아니다.,cut 승인 여부와 무관하게 provenance용으로만 유지.
assets_unused/pending_review/asset_recipe/decoration_mukpodo_byeongpung/decoration_mukpodo_byeongpung_cut.png,검토대기 신규 소품,묵포도 병풍,pending_review,needs_direct_visual_qa,검수 후 선택 승격,P2,,,,,,,,,사랑방·별당의 고급 병풍 선택으로 좋지만 다른 병풍과 동시에 쓰면 과밀하다. 파일은 현재 앱 번들 밖이므로 픽셀 수준 최종 승인은 별도 육안 QA가 필요하다.,"병풍 슬롯 1개 선택형. STYLE_LOCK F-A, alpha, 색상, 그림자, 크기 검사를 통과한 뒤 원장 append→카탈로그→번들 순서로 승격."
assets_unused/pending_review/asset_recipe/decoration_mukpodo_byeongpung/decoration_mukpodo_byeongpung_raw.png,검토대기 신규 소품,묵포도 병풍 raw,pending_review,pipeline_source,소스 보관,P3,,,,,,,,,생성 원본으로 런타임 사용 대상이 아니다.,cut 승인 여부와 무관하게 provenance용으로만 유지.
