check,severity,level,phase,subject,detail,action
C16_lexis,info,A2,KP05,KP05 · money_prices_banking,"Phase 가 쓰는 어휘 4 개가 앱 어휘(A2 이하)에 없다: 요금, 결제, 비용, 예산",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,A2,KP05,KP05 · public_services_admin_vocab,"Phase 가 쓰는 어휘 3 개가 앱 어휘(A2 이하)에 없다: 신청, 접수, 안내",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,A2,KP06,KP06 · feelings_emotions_character,"Phase 가 쓰는 어휘 2 개가 앱 어휘(A2 이하)에 없다: 당황하다, 안심하다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,A2,KP06,KP06 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(A2 이하)에 없다: 마음에 들다, 도움이 되다, 약속을 지키다, 의견을 나누다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,A2,KP06,KP06 · leisure_sport_hobbies_vocab,"Phase 가 쓰는 어휘 3 개가 앱 어휘(A2 이하)에 없다: 운동, 산책, 모임",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,A2,KP07,KP07 · feelings_emotions_character,"Phase 가 쓰는 어휘 2 개가 앱 어휘(A2 이하)에 없다: 당황하다, 안심하다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,A2,KP07,KP07 · technology_devices_internet,"Phase 가 쓰는 어휘 4 개가 앱 어휘(A2 이하)에 없다: 파일, 비밀번호, 접속, 화면",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,A2,KP08,KP08 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(A2 이하)에 없다: 마음에 들다, 도움이 되다, 약속을 지키다, 의견을 나누다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,A2,KP08,KP08 · public_services_admin_vocab,"Phase 가 쓰는 어휘 3 개가 앱 어휘(A2 이하)에 없다: 신청, 접수, 안내",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,A2,KP08,KP08 · technology_devices_internet,"Phase 가 쓰는 어휘 4 개가 앱 어휘(A2 이하)에 없다: 파일, 비밀번호, 접속, 화면",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP09,KP09 · feelings_emotions_character,"Phase 가 쓰는 어휘 2 개가 앱 어휘(B1 이하)에 없다: 당황하다, 안심하다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP09,KP09 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B1 이하)에 없다: 도움이 되다, 약속을 지키다, 의견을 나누다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP09,KP09 · language_metalanguage,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B1 이하)에 없다: 인용, 맥락, 화자",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP10,KP10 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B1 이하)에 없다: 도움이 되다, 약속을 지키다, 의견을 나누다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP10,KP10 · money_prices_banking,"Phase 가 쓰는 어휘 4 개가 앱 어휘(B1 이하)에 없다: 요금, 결제, 비용, 예산",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP10,KP10 · public_services_admin_vocab,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B1 이하)에 없다: 신청, 접수, 안내",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP11,KP11 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B1 이하)에 없다: 도움이 되다, 약속을 지키다, 의견을 나누다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP11,KP11 · media_pop_culture_vocab,"Phase 가 쓰는 어휘 2 개가 앱 어휘(B1 이하)에 없다: 기사, 장면",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP11,KP11 · money_prices_banking,"Phase 가 쓰는 어휘 4 개가 앱 어휘(B1 이하)에 없다: 요금, 결제, 비용, 예산",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP11,KP11 · society_economy_abstract_nouns,"Phase 가 쓰는 어휘 4 개가 앱 어휘(B1 이하)에 없다: 제도, 고용, 소비, 격차",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP12,KP12 · feelings_emotions_character,"Phase 가 쓰는 어휘 2 개가 앱 어휘(B1 이하)에 없다: 당황하다, 안심하다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP12,KP12 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B1 이하)에 없다: 도움이 되다, 약속을 지키다, 의견을 나누다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP12,KP12 · public_services_admin_vocab,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B1 이하)에 없다: 신청, 접수, 안내",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP13,KP13 · language_metalanguage,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B1 이하)에 없다: 인용, 맥락, 화자",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP13,KP13 · media_pop_culture_vocab,"Phase 가 쓰는 어휘 2 개가 앱 어휘(B1 이하)에 없다: 기사, 장면",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP13,KP13 · society_economy_abstract_nouns,"Phase 가 쓰는 어휘 4 개가 앱 어휘(B1 이하)에 없다: 제도, 고용, 소비, 격차",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B1,KP13,KP13 · technology_devices_internet,"Phase 가 쓰는 어휘 4 개가 앱 어휘(B1 이하)에 없다: 파일, 비밀번호, 접속, 화면",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP14,KP14 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 2 개가 앱 어휘(B2 이하)에 없다: 반론, 타당성",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP14,KP14 · institutional_legal_lexis,"Phase 가 쓰는 어휘 2 개가 앱 어휘(B2 이하)에 없다: 권한, 예외",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP14,KP14 · society_economy_abstract_nouns,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B2 이하)에 없다: 고용, 소비, 격차",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP15,KP15 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 2 개가 앱 어휘(B2 이하)에 없다: 반론, 타당성",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP15,KP15 · society_economy_abstract_nouns,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B2 이하)에 없다: 고용, 소비, 격차",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP16,KP16 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 2 개가 앱 어휘(B2 이하)에 없다: 반론, 타당성",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP16,KP16 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B2 이하)에 없다: 도움이 되다, 약속을 지키다, 의견을 나누다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP16,KP16 · institutional_legal_lexis,"Phase 가 쓰는 어휘 2 개가 앱 어휘(B2 이하)에 없다: 권한, 예외",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP17,KP17 · etiquette_honorific_lexis,Phase 가 쓰는 어휘 1 개가 앱 어휘(B2 이하)에 없다: 높임,korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP17,KP17 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B2 이하)에 없다: 도움이 되다, 약속을 지키다, 의견을 나누다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP17,KP17 · media_pop_culture_vocab,"Phase 가 쓰는 어휘 2 개가 앱 어휘(B2 이하)에 없다: 기사, 장면",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP18,KP18 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 2 개가 앱 어휘(B2 이하)에 없다: 반론, 타당성",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP18,KP18 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B2 이하)에 없다: 도움이 되다, 약속을 지키다, 의견을 나누다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,B2,KP18,KP18 · society_economy_abstract_nouns,"Phase 가 쓰는 어휘 3 개가 앱 어휘(B2 이하)에 없다: 고용, 소비, 격차",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP19,KP19 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 논거, 타당성, 추론 과정, 설명력",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP19,KP19 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 논지를 전개하다, 핵심을 짚다, 맥을 짚다, 문턱을 낮추다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP19,KP19 · institutional_legal_lexis,"Phase 가 쓰는 어휘 3 개가 앱 어휘(C1 이하)에 없다: 업무 분장, 시행 절차, 검토 기준",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP19,KP19 · language_metalanguage,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 명사화, 정보 구조, 행위 주체, 문장 성분",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP20,KP20 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 2 개가 앱 어휘(C1 이하)에 없다: 반증 가능성, 인과 추론",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP20,KP20 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 판단을 유보하다, 근거를 뒷받침하다, 여지를 남기다, 속단을 경계하다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP20,KP20 · language_metalanguage,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 양태, 유보 표현, 확신 정도, 명제",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP20,KP20 · society_economy_abstract_nouns,"Phase 가 쓰는 어휘 2 개가 앱 어휘(C1 이하)에 없다: 경향성, 불확실성",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP21,KP21 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 3 개가 앱 어휘(C1 이하)에 없다: 반론, 논증 구조, 반례",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP21,KP21 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 논점을 흐리다, 반론을 제기하다, 허점을 짚다, 한발 물러서다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP21,KP21 · institutional_legal_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 제도적 제약, 예외 규정, 권한 범위, 공익",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP21,KP21 · society_economy_abstract_nouns,"Phase 가 쓰는 어휘 3 개가 앱 어휘(C1 이하)에 없다: 기회비용, 형평성, 정당성",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP22,KP22 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 위험 평가, 비용 편익, 실현 가능성, 대안 검토",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP22,KP22 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 3 개가 앱 어휘(C1 이하)에 없다: 책임을 지다, 조건을 충족하다, 입장 차를 좁히다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP22,KP22 · institutional_legal_lexis,"Phase 가 쓰는 어휘 3 개가 앱 어휘(C1 이하)에 없다: 집행 권한, 시행 조건, 평가 지표",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP22,KP22 · society_economy_abstract_nouns,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 정책 효과, 재원, 파급 효과, 사회적 비용",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP23,KP23 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 출처 확인, 교차 검증, 정정, 검증 가능성",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP23,KP23 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 말을 옮기다, 뜻을 조율하다, 말을 보태다, 앞뒤가 맞다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP23,KP23 · language_metalanguage,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 인용 범위, 전언, 발화 주체, 지시 대상",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP24,KP24 · arts_history_memory_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 서술자, 작품 해석, 비평, 문학적 관습",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP24,KP24 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 말에 뼈가 있다, 말문을 열다, 속내를 드러내다, 한 귀로 흘리다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C1,KP24,KP24 · language_metalanguage,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C1 이하)에 없다: 냉소, 반어, 공유 전제, 화자 태도",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP25,KP25 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 필요조건, 충분조건, 경계 사례, 논리적 귀결",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP25,KP25 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 범위를 한정하다, 단서를 달다, 맥락을 살피다, 한데 묶다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP25,KP25 · institutional_legal_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 적용 범위, 단서 조항, 자격 요건, 규범",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP25,KP25 · language_metalanguage,"Phase 가 쓰는 어휘 3 개가 앱 어휘(C2 이하)에 없다: 개념 정의, 외연, 지시 범위",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP26,KP26 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 해석의 정합성, 평가 기준, 텍스트 근거, 반대 해석",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP26,KP26 · arts_history_memory_lexis,"Phase 가 쓰는 어휘 3 개가 앱 어휘(C2 이하)에 없다: 서사 시점, 역사적 기억, 재현",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP26,KP26 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 행간을 읽다, 색안경을 끼다, 여운을 남기다, 빛이 바래다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP27,KP27 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 극단적 양보, 가정적 상황, 상쇄 효과, 핵심 쟁점",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP27,KP27 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 접점을 찾다, 평행선을 달리다, 양보를 끌어내다, 한 치도 물러서지 않다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP27,KP27 · institutional_legal_lexis,"Phase 가 쓰는 어휘 3 개가 앱 어휘(C2 이하)에 없다: 협의 절차, 중재안, 권리 충돌",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP28,KP28 · etiquette_honorific_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 호칭 선택, 청자 대우, 대인 거리, 체면 손상",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP28,KP28 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 말꼬리를 잡다, 언중유골, 말의 무게, 말머리를 돌리다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP28,KP28 · language_metalanguage,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 평가적 명명, 화제 한정, 인용 조건, 반문",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP29,KP29 · argumentation_evaluation_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 해석의 유보, 다의성, 비평적 거리, 근거의 한계",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP29,KP29 · arts_history_memory_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 문학적 목소리, 독백, 관습적 표현, 시대적 맥락",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP29,KP29 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 시야를 넓히다, 맥락을 벗어나다, 무게를 두다, 설득력을 얻다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP29,KP29 · language_metalanguage,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 종결형, 장르 제약, 수사 의문, 용례 분포",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP30,KP30 · etiquette_honorific_lexis,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 주체 높임, 상대 높임, 호칭 체계, 말투 전환",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP30,KP30 · fixed_expressions_collocations,"Phase 가 쓰는 어휘 4 개가 앱 어휘(C2 이하)에 없다: 격식을 갖추다, 말을 가려 하다, 뜻을 헤아리다, 가교 역할을 하다",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
C16_lexis,info,C2,KP30,KP30 · language_metalanguage,"Phase 가 쓰는 어휘 3 개가 앱 어휘(C2 이하)에 없다: 문체 효과, 명제 보존, 화용적 함축",korean_vocab.csv 에 추가하거나 보유 어휘로 대체한다
