kind,id,level,estimate,delta,reason,blocked_by,bundle_id,suggested_action
pronunciation,pronunciation_a1_0007,a1,a2,1,over1 lex_p90=1.9,,,step_up_or_swap
pronunciation,pronunciation_a2_0009,a2,b1,1,over1 lex_p90=2.8,,,step_up_or_swap
pronunciation,pronunciation_a2_0010,a2,b1,1,over1 lex_p90=3.0,,,step_up_or_swap
pronunciation,pronunciation_b1_0006,b1,b2,1,over1 lex_p90=4.0,,,step_up_or_swap
pronunciation,pronunciation_b1_0009,b1,b2,1,over1 lex_p90=4.2,,,step_up_or_swap
pronunciation,pronunciation_b1_0010,b1,b2,1,over1 lex_p90=3.6,,,step_up_or_swap
pronunciation,pronunciation_b2_0001,b2,c1,1,over1 lex_p90=5.3,,,step_up_or_swap
pronunciation,pronunciation_b2_0002,b2,a2,-2,under2 lex_p90=2.4,,,downgrade_candidate
pronunciation,pronunciation_b2_0004,b2,a2,-2,under2 grammar=grammar_a2_conditional:2,,,downgrade_candidate
pronunciation,pronunciation_b2_0011,b2,a2,-2,under2 grammar=grammar_a2_tag_confirmation:2,,,downgrade_candidate
pronunciation,pronunciation_c1_0003,c1,b1,-2,under2 lex_p90=3.0,,,downgrade_candidate
pronunciation,pronunciation_c1_0004,c1,b1,-2,under2 lex_p90=3.4,,,downgrade_candidate
pronunciation,pronunciation_c1_0007,c1,b1,-2,under2 lex_p90=3.0,,,downgrade_candidate
pronunciation,pronunciation_c2_0001,c2,b2,-2,under2 grammar=grammar_b2_even_if:4,,,downgrade_candidate
pronunciation,pronunciation_c2_0002,c2,b1,-3,under2 lex_p90=2.7,,,downgrade_candidate
pronunciation,pronunciation_c2_0003,c2,b2,-2,under2 lex_p90=4.0,,,downgrade_candidate
pronunciation,pronunciation_c2_0005,c2,b2,-2,under2 lex_p90=4.3,,,downgrade_candidate
pronunciation,pronunciation_c2_0006,c2,b1,-3,under2 lex_p90=3.2,,,downgrade_candidate
pronunciation,pronunciation_c2_0007,c2,b2,-2,under2 lex_p90=4.0,,,downgrade_candidate
pronunciation,pronunciation_c2_0008,c2,b2,-2,under2 grammar=grammar_b2_even_if:4,,,downgrade_candidate
pronunciation,pronunciation_c2_0009,c2,b2,-2,under2 lex_p90=4.0,,,downgrade_candidate
pronunciation,pronunciation_c2_0010,c2,b1,-3,under2 lex_p90=3.4,,,downgrade_candidate
pronunciation,pronunciation_c2_0012,c2,b2,-2,under2 lex_p90=4.0,,,downgrade_candidate
pronunciation,pronunciation_c2_0015,c2,b1,-3,under2 lex_p90=3.0,,,downgrade_candidate
pronunciation,pronunciation_c2_0016,c2,b2,-2,under2 lex_p90=4.0,,,downgrade_candidate
pronunciation,pronunciation_c2_0017,c2,b1,-3,under2 lex_p90=3.0,,,downgrade_candidate
satz,satz_a1_0007,a1,a2,1,over1 grammar=grammar_a2_tag_confirmation:2,,a1_family_1,step_up_or_swap
satz,satz_a1_0009,a1,a2,1,over1 grammar=grammar_a2_like:2,,a1_family_2,step_up_or_swap
satz,satz_a1_0010,a1,a2,1,over1 grammar=grammar_a2_tag_confirmation:2,,,step_up_or_swap
satz,satz_a1_0016,a1,a2,1,over1 grammar=grammar_a2_like:2,,a1_time_1,step_up_or_swap
satz,satz_a1_0023,a1,b1,2,fallback_over2 fallback:basic2023 lex_p90=2.8,,a1_numbers_1,review_fallback
satz,satz_a1_0029,a1,a2,1,over1 grammar=grammar_a2_like:2,,a1_numbers_2,step_up_or_swap
satz,satz_a1_0034,a1,a2,1,over1 grammar=grammar_a2_tag_confirmation:2,,a1_numbers_3,step_up_or_swap
satz,satz_a1_0046,a1,a2,1,over1 grammar=grammar_a2_permission:2,,a1_position,step_up_or_swap
satz,satz_a1_0048,a1,a2,1,over1 grammar=grammar_a2_only_negative:2,,a1_position,step_up_or_swap
satz,satz_a1_0053,a1,a2,1,over1 grammar=grammar_a2_like:2,,a1_self_intro,step_up_or_swap
satz,satz_a1_0054,a1,b1,2,over2 lex_p90=3.1,,a1_position,bundle_move
satz,satz_a1_0070,a1,a2,1,over1 grammar=grammar_a2_dative_person:2,,a1_partner_meet_names_1,step_up_or_swap
satz,satz_a1_0072,a1,a2,1,over1 lex_p90=1.7,,a1_partner_meet_names_1,step_up_or_swap
satz,satz_a1_0073,a1,a2,1,over1 grammar=grammar_a2_simultaneous:2,,a1_partner_meet_names_1,step_up_or_swap
satz,satz_a1_0075,a1,a2,1,over1 grammar=grammar_a2_tag_confirmation:2,,a1_partner_meet_names_1,step_up_or_swap
satz,satz_a1_0079,b1,b2,1,over1 lex_p90=3.7,,b1_partner_first_gift_1,step_up_or_swap
satz,satz_a1_0086,b1,a1,-2,under2 grammar=grammar_a1_direction_means:1,,b1_partner_first_gift_1,downgrade_candidate
satz,satz_a1_0091,a2,b2,2,over2 grammar=grammar_b2_indirect_speech:4,,a2_partner_house_entry_1,bundle_move
satz,satz_a1_0100,a1,a2,1,over1 grammar=grammar_a2_tag_confirmation:2,,a1_partner_table_basic_1,step_up_or_swap
satz,satz_a1_0101,a1,b1,2,over2 lex_p90=2.8,,a1_partner_table_basic_1,bundle_move
satz,satz_a1_0102,a1,a2,1,over1 grammar=grammar_a2_tag_confirmation:2,,a1_partner_table_basic_1,step_up_or_swap
satz,satz_a1_0103,a1,a2,1,over1 length,,a1_partner_table_basic_1,step_up_or_swap
satz,satz_a1_0104,a1,a2,1,over1 grammar=nikl_g2_는데1:2,,a1_partner_table_basic_1,step_up_or_swap
satz,satz_a1_0105,a1,a2,1,over1 grammar=grammar_a2_each:2,,a1_partner_table_basic_1,step_up_or_swap
satz,satz_a1_0107,a1,b1,2,over2 lex_p90=2.6,,a1_partner_table_basic_1,bundle_move
satz,satz_a1_0108,a1,b1,2,over2 lex_p90=2.9,,a1_partner_table_basic_1,bundle_move
satz,satz_a1_0109,a1,a2,1,over1 lex_p90=2.0,,a1_partner_table_basic_1,step_up_or_swap
satz,satz_a1_0110,a1,a2,1,over1 grammar=nikl_g2_을_때:2,,a1_partner_table_basic_1,step_up_or_swap
satz,satz_a1_0111,a1,b2,3,over2 grammar=grammar_b2_indirect_speech:4,,a1_partner_table_basic_1,bundle_move
satz,satz_a1_0113,a1,a2,1,over1 lex_p90=1.7,,a1_partner_seollal_basic_1,step_up_or_swap
satz,satz_a1_0114,a1,a2,1,over1 lex_p90=2.0,,a1_partner_seollal_basic_1,step_up_or_swap
satz,satz_a1_0116,a1,a2,1,over1 grammar=nikl_g2_는데1:2,,a1_partner_seollal_basic_1,step_up_or_swap
satz,satz_a1_0117,a1,a2,1,over1 length,,a1_partner_seollal_basic_1,step_up_or_swap
satz,satz_a1_0118,a1,b1,2,over2 lex_p90=2.7,,a1_partner_seollal_basic_1,bundle_move
satz,satz_a1_0119,a1,a2,1,over1 lex_p90=2.0,,a1_partner_seollal_basic_1,step_up_or_swap
satz,satz_a1_0120,a1,a2,1,over1 grammar=nikl_g2_는데1:2,,a1_partner_seollal_basic_1,step_up_or_swap
satz,satz_a1_0121,a1,b2,3,over2 grammar=grammar_b2_indirect_speech:4,,a1_partner_seollal_basic_1,bundle_move
satz,satz_a1_0123,a1,b1,2,over2 lex_p90=3.0,,a1_partner_seollal_basic_1,bundle_move
satz,satz_a1_0128,a2,b2,2,over2 grammar=grammar_b2_indirect_speech:4,,a2_partner_chuseok_basic_1,bundle_move
satz,satz_a1_0133,a2,b1,1,over1 lex_p90=2.8,,a2_partner_chuseok_basic_1,step_up_or_swap
satz,satz_a1_0134,b2,a2,-2,under2 lex_p90=2.0,,b2_partner_holiday_duty_1,downgrade_candidate
satz,satz_a1_0139,b1,b2,1,over1 grammar=nikl_g4_고_해서:4,,b1_partner_siblings_hello_1,step_up_or_swap
satz,satz_a1_0144,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,b1_partner_siblings_hello_1,downgrade_candidate
satz,satz_a1_0161,a1,a2,1,over1 lex_p90=1.7,,a1_post_office_1,step_up_or_swap
satz,satz_a1_0162,a1,a2,1,over1 lex_p90=2.0,,a1_post_office_1,step_up_or_swap
satz,satz_a1_0163,a1,a2,1,over1 grammar=grammar_a2_tag_confirmation:2,,a1_post_office_1,step_up_or_swap
satz,satz_a1_0164,a1,a2,1,over1 lex_p90=2.0,,a1_post_office_1,step_up_or_swap
satz,satz_a1_0165,a1,a2,1,over1 lex_p90=2.0,,a1_post_office_1,step_up_or_swap
satz,satz_a1_0169,a1,a2,1,over1 grammar=grammar_a2_conditional:2,,a1_post_office_1,step_up_or_swap
satz,satz_a1_0170,a1,b2,3,over2 lex_p90=3.7,,a1_post_office_1,bundle_move
satz,satz_a1_0176,a2,b1,1,over1 lex_p90=2.7,,a2_pharmacy_ask_1,step_up_or_swap
satz,satz_a1_0177,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,b1_health_hospital_1,downgrade_candidate
satz,satz_a1_0179,a2,b1,1,over1 lex_p90=2.8,,a2_pharmacy_ask_1,step_up_or_swap
satz,satz_a1_0187,a1,a2,1,over1 grammar=grammar_a2_conditional:2,,a1_weekend_promise_1,step_up_or_swap
satz,satz_a1_0188,a1,a2,1,over1 grammar=grammar_a2_conditional:2,,a1_weekend_promise_1,step_up_or_swap
satz,satz_a1_0189,a1,a2,1,over1 lex_p90=1.6,,a1_weekend_promise_1,step_up_or_swap
satz,satz_a1_0190,a1,a2,1,over1 grammar=grammar_a2_tag_confirmation:2,,a1_weekend_promise_1,step_up_or_swap
satz,satz_a1_0192,a1,a2,1,over1 grammar=grammar_a2_like:2,,a1_weekend_promise_1,step_up_or_swap
satz,satz_a1_0193,a1,a2,1,over1 grammar=nikl_g2_는_것_v3:2,,a1_weekend_promise_1,step_up_or_swap
satz,satz_a1_0194,a1,a2,1,over1 grammar=grammar_a2_like:2,,a1_weekend_promise_1,step_up_or_swap
satz,satz_a1_0195,a1,a2,1,over1 grammar=grammar_a2_promise:2,,a1_weekend_promise_1,step_up_or_swap
satz,satz_a1_0206,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,b1_neighbors_hall_1,downgrade_candidate
satz,satz_a1_0207,b1,a1,-2,under2 grammar=grammar_a1_object_particle:1,,b1_neighbors_hall_1,downgrade_candidate
satz,satz_a1_0211,a2,b1,1,over1 lex_p90=2.8,,a2_school_supplies_1,step_up_or_swap
satz,satz_a1_0218,a2,b1,1,over1 grammar=grammar_b1_consequence:3,,a2_school_supplies_1,step_up_or_swap
satz,satz_a1_0228,a2,b1,1,over1 lex_p90=2.8,,a2_subway_card_1,step_up_or_swap
satz,satz_a1_0234,a2,b1,1,over1 lex_p90=2.6,,a2_weather_layer_1,step_up_or_swap
satz,satz_a1_0235,a2,b1,1,over1 lex_p90=3.0,,a2_weather_layer_1,step_up_or_swap
satz,satz_a1_0238,a2,b1,1,over1 lex_p90=2.7,,a2_weather_layer_1,step_up_or_swap
satz,satz_a1_0239,a2,b1,1,over1 lex_p90=2.6,,a2_weather_layer_1,step_up_or_swap
satz,satz_a1_0243,a2,b1,1,over1 lex_p90=3.0,,a2_weather_layer_1,step_up_or_swap
satz,satz_a1_0247,a1,b2,3,over2 lex_p90=3.9,,a1_sorry_thanks_1,bundle_move
satz,satz_a1_0253,a1,a2,1,over1 grammar=grammar_a2_conditional:2,,a1_sorry_thanks_1,step_up_or_swap
satz,satz_a1_0254,a1,a2,1,over1 lex_p90=1.7,,a1_sorry_thanks_1,step_up_or_swap
satz,satz_a1_0257,a1,b2,3,over2 grammar=grammar_b2_quoted_contractions:4,,a1_daily_1,bundle_move
satz,satz_a1_0265,a1,a2,1,over1 grammar=grammar_a2_exclamation:2,,a1_body,step_up_or_swap
satz,satz_a1_0268,a1,b2,3,over2 grammar=grammar_b2_quoted_contractions:4,,a1_colors,bundle_move
satz,satz_a1_0270,a1,a2,1,over1 lex_p90=1.8,,a1_colors,step_up_or_swap
satz,satz_a1_0271,a1,a2,1,over1 grammar=grammar_a2_conditional:2,,a1_food_1,step_up_or_swap
satz,satz_a1_0274,a1,a2,1,over1 lex_p90=1.7,,a1_food_2,step_up_or_swap
satz,satz_a1_0287,a1,a2,1,over1 grammar=grammar_a2_like:2,,a1_numbers_2,step_up_or_swap
satz,satz_a1_0308,a1,a2,1,over1 lex_p90=1.9,,a1_particles_in_use_1,step_up_or_swap
satz,satz_a1_0312,a1,a2,1,over1 lex_p90=2.0,,,step_up_or_swap
satz,satz_a1_0313,a1,a2,1,over1 grammar=grammar_a2_tag_confirmation:2,,,step_up_or_swap
satz,satz_a1_0320,a1,a2,1,over1 grammar=grammar_a2_conditional:2,,,step_up_or_swap
satz,satz_a1_0325,a1,a2,1,over1 lex_p90=1.8,,a1_payment_delivery_1,step_up_or_swap
satz,satz_a1_0328,a1,a2,1,over1 lex_p90=1.8,,,step_up_or_swap
satz,satz_a1_0329,a1,a2,1,over1 lex_p90=2.0,,,step_up_or_swap
satz,satz_a1_0330,a1,a2,1,over1 grammar=grammar_a2_conditional:2,,,step_up_or_swap
satz,satz_a1_0332,a1,a2,1,over1 grammar=grammar_a2_tag_confirmation:2,,,step_up_or_swap
satz,satz_a1_0336,a1,a2,1,over1 lex_p90=1.8,,a1_city_services_2026_1,step_up_or_swap
satz,satz_a2_0010,a2,b1,1,over1 lex_p90=2.7,,a2_food_1,step_up_or_swap
satz,satz_a2_0012,a2,b1,1,over1 lex_p90=2.8,,,step_up_or_swap
satz,satz_a2_0016,b1,a1,-2,under2 grammar=grammar_a1_direction_means:1,,,downgrade_candidate
satz,satz_a2_0044,a2,b1,1,over1 lex_p90=2.6,,a2_partner_dinner_talk_1,step_up_or_swap
satz,satz_a2_0049,a2,b1,1,over1 grammar=nikl_g3_는다고1:3,,a2_partner_dinner_talk_1,step_up_or_swap
satz,satz_a2_0052,a2,b1,1,over1 grammar=grammar_b1_consequence:3,,a2_partner_seollal_day_1,step_up_or_swap
satz,satz_a2_0053,b2,a2,-2,under2 lex_p90=1.5,,b2_partner_family_money_1,downgrade_candidate
satz,satz_a2_0058,a2,b2,2,over2 grammar=grammar_b2_quoted_contractions:4,,a2_partner_seollal_day_1,bundle_move
satz,satz_a2_0062,a2,b1,1,over1 lex_p90=2.6,,a2_partner_seollal_day_1,step_up_or_swap
satz,satz_a2_0065,a2,b2,2,over2 grammar=grammar_b2_quoted_contractions:4,,a2_partner_chuseok_day_1,bundle_move
satz,satz_a2_0073,a2,b2,2,over2 lex_p90=3.5,,a2_partner_chuseok_day_1,bundle_move
satz,satz_a2_0090,a2,b1,1,over1 grammar=grammar_b1_immediate_sequence:3,,a2_partner_overnight_1,step_up_or_swap
satz,satz_a2_0093,a2,b1,1,over1 lex_p90=3.0,,a2_partner_overnight_1,step_up_or_swap
satz,satz_a2_0105,b1,b2,1,over1 lex_p90=3.5,,b1_partner_leftover_bags_1,step_up_or_swap
satz,satz_a2_0108,b1,b2,1,over1 grammar=grammar_b2_indirect_speech:4,,b1_partner_leftover_bags_1,step_up_or_swap
satz,satz_a2_0113,a2,b1,1,over1 lex_p90=3.0,,a2_partner_hometown_trip_1,step_up_or_swap
satz,satz_a2_0115,a2,b2,2,over2 grammar=nikl_g4_고_해서:4,,a2_partner_hometown_trip_1,bundle_move
satz,satz_a2_0119,a2,b2,2,over2 grammar=grammar_b2_indirect_speech:4,,a2_partner_hometown_trip_1,bundle_move
satz,satz_a2_0122,a2,b1,1,over1 grammar=grammar_b1_immediate_sequence:3,,a2_partner_hometown_trip_1,step_up_or_swap
satz,satz_a2_0123,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,b1_partner_banmal_switch_1,downgrade_candidate
satz,satz_a2_0126,b1,a1,-2,under2 grammar=grammar_a1_object_particle:1,,b1_partner_banmal_switch_1,downgrade_candidate
satz,satz_a2_0127,b1,a1,-2,under2 grammar=grammar_a1_polite_present:1,,b1_partner_banmal_switch_1,downgrade_candidate
satz,satz_a2_0128,b1,b2,1,over1 grammar=grammar_b2_indirect_speech:4,,b1_partner_banmal_switch_1,step_up_or_swap
satz,satz_a2_0132,b1,b2,1,over1 lex_p90=3.6,,b1_partner_banmal_switch_1,step_up_or_swap
satz,satz_a2_0133,b1,b2,1,over1 grammar=grammar_b2_indirect_speech:4,,b1_partner_banmal_switch_1,step_up_or_swap
satz,satz_a2_0134,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,b1_partner_banmal_switch_1,downgrade_candidate
satz,satz_a2_0138,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,b1_phone_plan_1,downgrade_candidate
satz,satz_a2_0140,b1,a1,-2,under2 grammar=nikl_g1_기_전에_v1:1,,b1_phone_plan_1,downgrade_candidate
satz,satz_a2_0141,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,b1_phone_plan_1,downgrade_candidate
satz,satz_a2_0144,b1,a1,-2,under2 grammar=grammar_a1_polite_present:1,,b1_phone_plan_1,downgrade_candidate
satz,satz_a2_0146,b1,b2,1,over1 lex_p90=3.7,,b1_phone_plan_1,step_up_or_swap
satz,satz_a2_0152,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,b1_bank_counter_1,downgrade_candidate
satz,satz_a2_0153,b1,a1,-2,under2 grammar=grammar_a1_action_location_particle:1,,b1_bank_counter_1,downgrade_candidate
satz,satz_a2_0154,b1,a1,-2,under2 grammar=grammar_a1_object_particle:1,,b1_bank_counter_1,downgrade_candidate
satz,satz_a2_0166,a2,b1,1,over1 lex_p90=2.8,,a2_gym_class_1,step_up_or_swap
satz,satz_a2_0170,a2,b1,1,over1 lex_p90=3.1,,a2_gym_class_1,step_up_or_swap
satz,satz_a2_0173,a2,b1,1,over1 lex_p90=2.6,,a2_salon_visit_1,step_up_or_swap
satz,satz_a2_0179,a2,b1,1,over1 lex_p90=3.4,,a2_salon_visit_1,step_up_or_swap
satz,satz_a2_0189,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,b1_apt_rules_1,downgrade_candidate
satz,satz_a2_0193,b1,b2,1,over1 lex_p90=4.0,,b1_apt_rules_1,step_up_or_swap
satz,satz_a2_0195,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,b1_part_time_1,downgrade_candidate
satz,satz_a2_0203,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,b1_part_time_1,downgrade_candidate
satz,satz_a2_0209,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,b1_lost_found_1,downgrade_candidate
satz,satz_a2_0217,b1,b2,1,over1 grammar=grammar_b2_quoted_contractions:4,,b1_lost_found_1,step_up_or_swap
satz,satz_a2_0220,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,b1_festival_booth_1,downgrade_candidate
satz,satz_a2_0222,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,b1_festival_booth_1,downgrade_candidate
satz,satz_a2_0227,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,b1_festival_booth_1,downgrade_candidate
satz,satz_a2_0270,a2,b2,2,over2 grammar=grammar_b2_quoted_contractions:4,,a2_daily_1,bundle_move
satz,satz_a2_0320,a2,b1,1,over1 grammar=nikl_g3_으면_안_되다_v3:3,,a2_transport,step_up_or_swap
satz,satz_a2_0338,a2,b1,1,over1 lex_p90=2.7,,a2_home_1,step_up_or_swap
satz,satz_a2_0349,a2,b1,1,over1 grammar=nikl_g3_어도_v4:3,,a2_money_1,step_up_or_swap
satz,satz_a2_0370,a2,b1,1,over1 lex_p90=2.6,,a2_wearing_verbs_1,step_up_or_swap
satz,satz_a2_0375,a2,b1,1,over1 lex_p90=3.0,,a2_wearing_verbs_1,step_up_or_swap
satz,satz_a2_0378,a2,b1,1,over1 lex_p90=2.8,,a2_restaurant_1,step_up_or_swap
satz,satz_a2_0382,a2,b1,1,over1 lex_p90=2.7,,a2_restaurant_1,step_up_or_swap
satz,satz_a2_0409,a2,b1,1,over1 lex_p90=2.8,,a2_food_more_1,step_up_or_swap
satz,satz_a2_0417,a2,b1,1,over1 lex_p90=2.8,,a2_nature_1,step_up_or_swap
satz,satz_a2_0425,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,b1_work,downgrade_candidate
satz,satz_a2_0431,a2,b2,2,over2 lex_p90=3.7,,a2_people_jobs_1,bundle_move
satz,satz_a2_0445,a2,b1,1,over1 lex_p90=2.8,,a2_change_verbs_1,step_up_or_swap
satz,satz_a2_0465,b1,a1,-2,under2 grammar=grammar_a1_action_location_particle:1,,b1_housing_search_2026_1,downgrade_candidate
satz,satz_a2_0466,b1,a1,-2,under2 grammar=grammar_a1_object_particle:1,,b1_housing_search_2026_1,downgrade_candidate
satz,satz_b1_0002,b1,a1,-2,under2 grammar=grammar_a1_object_particle:1,,,downgrade_candidate
satz,satz_b1_0006,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,,downgrade_candidate
satz,satz_b1_0008,b1,a1,-2,under2 grammar=grammar_a1_object_particle:1,,,downgrade_candidate
satz,satz_b1_0011,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,,downgrade_candidate
satz,satz_b1_0012,b1,a1,-2,under2 grammar=grammar_a1_object_particle:1,,,downgrade_candidate
satz,satz_b1_0013,b1,a1,-2,under2 grammar=grammar_a1_polite_request:1,,,downgrade_candidate
satz,satz_b1_0014,b1,a1,-2,under2 grammar=grammar_a1_object_particle:1,,,downgrade_candidate
satz,satz_b1_0018,b1,b2,1,over1 lex_p90=3.8,,,step_up_or_swap
satz,satz_b1_0023,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,,downgrade_candidate
satz,satz_b1_0025,b1,a1,-2,under2 grammar=grammar_a1_object_particle:1,,,downgrade_candidate
satz,satz_b1_0026,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,,downgrade_candidate
satz,satz_b1_0031,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,,downgrade_candidate
satz,satz_b1_0035,b1,a1,-2,under2 grammar=grammar_a1_polite_present:1,,,downgrade_candidate
satz,satz_b1_0036,b1,b2,1,over1 lex_p90=3.8,,,step_up_or_swap
satz,satz_b1_0039,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,,downgrade_candidate
satz,satz_b1_0040,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,,downgrade_candidate
satz,satz_b1_0041,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,,downgrade_candidate
satz,satz_b1_0042,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,,downgrade_candidate
satz,satz_b1_0044,b1,a1,-2,under2 grammar=grammar_a1_polite_request:1,,,downgrade_candidate
satz,satz_b1_0045,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,,downgrade_candidate
satz,satz_b1_0046,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,,downgrade_candidate
satz,satz_b1_0048,b1,a1,-2,under2 grammar=grammar_a1_polite_present:1,,,downgrade_candidate
satz,satz_b1_0049,b1,a1,-2,under2 grammar=grammar_a1_polite_present:1,,,downgrade_candidate
satz,satz_b1_0062,b1,b2,1,over1 lex_p90=4.0,,b1_work_coordination_1,step_up_or_swap
satz,satz_b1_0066,b1,b2,1,over1 lex_p90=3.5,,b1_work_coordination_1,step_up_or_swap
satz,satz_b1_0068,b1,b2,1,over1 lex_p90=3.6,,b1_work_coordination_1,step_up_or_swap
satz,satz_b1_0071,b1,b2,1,over1 lex_p90=3.5,,b1_work_coordination_1,step_up_or_swap
satz,satz_b1_0081,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,b1_partner_awkward_questions_1,downgrade_candidate
satz,satz_b1_0090,b1,b2,1,over1 lex_p90=3.7,,b1_partner_awkward_questions_1,step_up_or_swap
satz,satz_b1_0092,b1,b2,1,over1 lex_p90=3.5,,b1_partner_job_visa_1,step_up_or_swap
satz,satz_b1_0093,b1,b2,1,over1 grammar=grammar_b2_indirect_speech:4,,b1_partner_job_visa_1,step_up_or_swap
satz,satz_b1_0094,b1,b2,1,over1 lex_p90=3.7,,b1_partner_job_visa_1,step_up_or_swap
satz,satz_b1_0098,b1,b2,1,over1 grammar=grammar_b2_indirect_speech:4,,b1_partner_job_visa_1,step_up_or_swap
satz,satz_b1_0099,b1,b2,1,over1 grammar=grammar_b2_indirect_speech:4,,b1_partner_job_visa_1,step_up_or_swap
satz,satz_b1_0100,b1,b2,1,over1 lex_p90=4.0,,b1_partner_job_visa_1,step_up_or_swap
satz,satz_b1_0103,b1,b2,1,over1 grammar=grammar_b2_indirect_speech:4,,b1_partner_job_visa_1,step_up_or_swap
satz,satz_b1_0112,b1,b2,1,over1 lex_p90=4.0,,b1_partner_translating_1,step_up_or_swap
satz,satz_b1_0118,b1,b2,1,over1 grammar=nikl_g4_고_해서:4,,b1_partner_drink_table_1,step_up_or_swap
satz,satz_b1_0119,b1,b2,1,over1 grammar=grammar_b2_indirect_speech:4,,b1_partner_drink_table_1,step_up_or_swap
satz,satz_b1_0128,b1,b2,1,over1 lex_p90=3.8,,b1_partner_sleep_room_1,step_up_or_swap
satz,satz_b1_0129,b1,b2,1,over1 grammar=grammar_b2_indirect_speech:4,,b1_partner_sleep_room_1,step_up_or_swap
satz,satz_b1_0133,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,b1_partner_sleep_room_1,downgrade_candidate
satz,satz_b1_0136,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,b1_partner_sleep_room_1,downgrade_candidate
satz,satz_b1_0147,b1,b2,1,over1 lex_p90=3.6,,b1_partner_after_visit_1,step_up_or_swap
satz,satz_b1_0150,b1,b2,1,over1 lex_p90=4.0,,b1_partner_after_visit_1,step_up_or_swap
satz,satz_b1_0157,b1,b2,1,over1 lex_p90=3.6,,b1_partner_group_chat_1,step_up_or_swap
satz,satz_b1_0158,b1,b2,1,over1 grammar=nikl_g4_고_해서:4,,b1_partner_group_chat_1,step_up_or_swap
satz,satz_b1_0163,b1,c1,2,over2 grammar=nikl_g5_는_척하다_v2:5,,b1_partner_group_chat_1,bundle_move
satz,satz_b1_0172,b1,b2,1,over1 lex_p90=3.6,,b1_partner_holiday_plan_1,step_up_or_swap
satz,satz_b1_0174,b1,b2,1,over1 lex_p90=3.6,,b1_partner_holiday_plan_1,step_up_or_swap
satz,satz_b1_0176,b1,b2,1,over1 grammar=nikl_g4_고_보다:4,,b1_workplace_mail_1,step_up_or_swap
satz,satz_b1_0177,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,b1_workplace_mail_1,downgrade_candidate
satz,satz_b1_0185,b1,b2,1,over1 lex_p90=3.8,,b1_workplace_mail_1,step_up_or_swap
satz,satz_b1_0186,b1,b2,1,over1 lex_p90=3.7,,b1_workplace_mail_1,step_up_or_swap
satz,satz_b1_0191,b1,a1,-2,under2 grammar=grammar_a1_topic_particle:1,,b1_roommate_talk_1,downgrade_candidate
satz,satz_b1_0201,b1,b2,1,over1 lex_p90=3.6,,b1_insurance_claim_1,step_up_or_swap
satz,satz_b1_0202,b1,b2,1,over1 lex_p90=3.6,,b1_insurance_claim_1,step_up_or_swap
satz,satz_b1_0205,b1,b2,1,over1 lex_p90=3.9,,b1_insurance_claim_1,step_up_or_swap
satz,satz_b1_0214,b2,a2,-2,under2 lex_p90=1.8,,b2_public_office_1,downgrade_candidate
satz,satz_b1_0224,b1,a1,-2,under2 grammar=grammar_a1_object_particle:1,,b1_volunteer_shift_1,downgrade_candidate
satz,satz_b1_0229,b1,a1,-2,under2 grammar=grammar_a1_subject_particle:1,,b1_volunteer_shift_1,downgrade_candidate
satz,satz_b1_0231,b1,b2,1,over1 lex_p90=4.0,,b1_volunteer_shift_1,step_up_or_swap
satz,satz_b1_0233,b1,a1,-2,under2 grammar=grammar_a1_polite_present:1,,b1_volunteer_shift_1,downgrade_candidate
