id,level,tier,waiverReason,old,new
cloze_a2_0039,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",남다 | 회색 | 그립다,자다 | 팔다 | 에서
cloze_a2_0040,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",청소하다 | 외롭다 | 넥타이,가다 | 고르다 | 한테
cloze_a2_0041,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",빠르다 | 덥다 | 면접,입다 | 읽다 | 랑
cloze_a2_0042,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",느리다 | 치마 | 답답하다,다니다 | 알다 | 과
cloze_a2_0046,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",약 | 영화 | 기차,가다 | 타다 | 으로
cloze_a2_0050,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",일어나다 | 화장하다 | 바쁘다,보다 | 자다 | 와
cloze_a2_0056,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",이불 | 눈사람 | 수박,읽다 | 팔다 | 과
cloze_a2_0057,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",영수증 | 눈싸움 | 신호등,자다 | 모르다 | 과
cloze_a2_0058,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",반찬 | 숟가락 | 후식,알다 | 보다 | 에게
cloze_a2_0059,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",교실 | 땅콩 | 구두,입다 | 다니다 | 으로
cloze_a2_0064,a2,A,,딸기 | 팔찌 | 사장,사과 | 커피 | 모자
cloze_a2_0066,a2,A,,거울 | 손님 | 횡단보도,우표 | 케이크 | 버스
cloze_a2_0069,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",전화 | 교수 | 땅콩,고르다 | 마시다 | 한테
cloze_a2_0071,a2,A,,지구 | 휴가 | 교차로,지갑 | 여권 | 가방
cloze_a2_0074,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",아저씨 | 문자 | 후추,오다 | 자다 | 한테
cloze_a2_0075,a2,A,,컵 | 칠판 | 월세,자리표 | 부츠 | 우유
cloze_a2_0076,a2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",국물 새다 | 동생 편 | 떡국 먹다,알다 | 빌리다 | 과
cloze_a2_0077,a2,A,,편하게 말해요 | 가방이 무겁다 | 같이 웃다,앉으세요 | 확인해 주세요 | 맛있어요
cloze_a2_0078,a2,A,,동생 편 | 떡국 먹다 | 말투 맞추기,한국어 잘하시네요 | 맛있어요 | 겹쳐 입어요
cloze_a2_0080,a2,A,,한국어 잘하시네요 | 가방이 무겁다 | 같이 웃다,확인해 주세요 | 한국어 잘하시네요 | 가능해요
cloze_a2_0087,b1,A,,국물 새다 | 동생 편 | 떡국 먹다,식당 | 스트레칭 | 몸
cloze_a2_0090,b2,A,,편하게 말해요 | 한국어 잘하시네요 | 가방이 무겁다,수건 | 땅콩 | 색연필
cloze_a2_0113,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",놀려도 | 세배하러 가 | 싸 주,자다 | 먹다 | 랑
cloze_a2_0118,b1,A,,국물 새다 | 동생 편 | 떡국 먹다,동물원 | 일곱 | 바람
cloze_a2_0119,b1,A,,편하게 말해요 | 한국어 잘하시네요 | 가방이 무겁다,이모티콘 과다 | 사양하다 | 쌀쌀하다
cloze_a2_0120,b1,A,,반말 실수 | 분위기 파악 | 비밀 보장,물 | 초콜릿 | 연습장
cloze_a2_0135,a2,A,,게임 한 판 | 고향 이야기 | 국물 새다,필요 | 직업이 뭐예요 | 더 드세요
cloze_a2_0140,b1,A,,벌초 장갑 | 별명 | 보름달,모기 | 냄새 | 알레르기
cloze_a2_0145,b1,A,,같이 웃다 | 게임 한 판 | 고향 이야기,개통하다 | 줄서다 | 이체하다
cloze_a2_0157,a2,A,,호칭 연습 | 화장실 줄 | 휴게소,운동복 | 넷 | 셋
cloze_a2_0161,b1,A,,고향 이야기 | 국물 새다 | 동생 편,차림표 | 위 | 부츠
cloze_a2_0162,b1,A,,송편 점 | 아침 인사 | 아침밥,소포 | 유산소 | 모기
cloze_a2_0164,b1,A,,존댓말 유지 | 직업이 뭐예요 | 짐 부치다,아직 어색해요 | 연장했어요 | 연락드릴게요
cloze_a2_0165,b1,A,,동생 편 | 떡국 먹다 | 말투 맞추기,확정할게요 | 필요 | 올해는 못 가요
cloze_a2_0168,b1,A,,성묘 옷 | 세면 도구 | 세배 순서,칠 | 거울 | 샌들
cloze_a2_0169,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",비밀 보장 | 세배하러 가다 | 세뱃돈 사양,마시다 | 오다 | 에서
cloze_a2_0174,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",요금제 | 데이터량 | 약정,모르다 | 끝나다 | 과
cloze_a2_0180,b1,A,,요금제 | 데이터량 | 무제한,이 | 원피스 | 비행기
cloze_a2_0182,b1,A,,요금제 | 데이터량 | 무제한,이모티콘 과다 | 이체하다 | 마감하다
cloze_a2_0183,b1,A,,요금제 | 데이터량 | 무제한,기간 | 조건 | 가능성
cloze_a2_0184,b1,A,,인증서 | 보안카드 | 대기번호,이모티콘 과다 | 마감하다 | 사양하다
cloze_a2_0192,b1,A,,이체하다 | 인증서 | 보안카드,둘 | 책방 | 셋
cloze_a2_0193,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",이체하다 | 인증서 | 보안카드,쓰다 | 자다 | 랑
cloze_a2_0215,a2,A,,미용실 | 염색 | 방석,반찬 | 회색 | 색연필
cloze_a2_0216,a2,A,,미용실 | 커트 | 염색,택시 | 거기 | 후추
cloze_a2_0221,b1,A,,관리사무소 | 주차스티커 | 음식물 봉투,두통약 | 공연장 | 쇠고기
cloze_a2_0223,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",관리사무소 | 입주민 | 주차스티커,끝나다 | 다니다 | 와
cloze_a2_0228,b1,A,,관리사무소 | 입주민 | 주차스티커,청구서 | 벨트 | 구
cloze_a2_0242,b1,A,,시급 | 근무표 | 야간수당,신고하다 | 체험하다 | 줄서다
cloze_a2_0243,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",시급 | 근무표 | 야간수당,입다 | 오다 | 와
cloze_a2_0245,b1,A,,분실물 | 보관함 | 신분증,이모티콘 과다 | 제목을 고치다 | 사양하다
cloze_a2_0246,b1,A,,분실물 | 습득하다 | 신분증,갈색 | 컵 | 미용실
cloze_a2_0248,b1,A,,분실물 | 습득하다 | 보관함,이모티콘 과다 | 습하다 | 제목을 고치다
cloze_a2_0249,b1,A,,분실물 | 습득하다 | 보관함,이모티콘 과다 | 같이 웃다 | 쌀쌀하다
cloze_a2_0256,b1,A,,부스 | 체험하다 | 줄서다,소화제 | 돼지고기 | 코
cloze_a2_0257,b1,A,,축제 | 체험하다 | 줄서다,상가 | 알레르기 | 비상구
cloze_a2_0258,b1,A,,축제 | 부스 | 줄서다,신고하다 | 마감하다 | 사양하다
cloze_a2_0259,b1,A,,축제 | 무료시식 | 체험하다,찾아가다 | 습하다 | 습득하다
cloze_a2_0277,a2,A,,지난주 | 매일 | 지금까지,원피스 | 슬리퍼 | 고기
cloze_b1_0007,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",야근 | 예금 | 중개인,먹다 | 빌리다 | 와
cloze_b1_0008,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",뉴스 | 정보 | 근무표,빌리다 | 끝나다 | 랑
cloze_b1_0009,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",미래 | 박물관 | 출장,빌리다 | 쓰다 | 과
cloze_b1_0016,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",외로움 | 보고서 | 일정,자다 | 다니다 | 으로
cloze_b1_0020,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",돌잔치 | 주사 | 업무,끝나다 | 입다 | 랑
cloze_b1_0026,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",업무 | 다양하다 | 건강,오다 | 가다 | 과
cloze_b1_0027,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",교통카드 | 마음에 들다 | 예금,팔다 | 읽다 | 한테
cloze_b1_0028,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",똑같다 | 회비 | 불편하다,먹다 | 가다 | 랑
cloze_b1_0029,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",번역하다 | 방송 | 섭섭하다,쓰다 | 읽다 | 와
cloze_b1_0030,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",발전하다 | 시설 | 공유하다,오다 | 다니다 | 한테
cloze_b1_0031,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",승진 | 존댓말 | 벌다,고르다 | 모르다 | 에게
cloze_b1_0032,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",영상 | 오히려 | 반말,고르다 | 읽다 | 에게
cloze_b1_0033,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",차이 | 입원하다 | 후회하다,모르다 | 끝나다 | 와
cloze_b1_0036,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",환자 | 집들이 | 처제,가다 | 끝나다 | 에서
cloze_b1_0052,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",표현 | 하숙집 | 알림장,빌리다 | 가다 | 랑
cloze_b1_0088,b1,A,,직접 대답하다 | 천천히 말해 주세요 | 통역 없이,올해는 못 가요 | 확인해 주세요 | 더 드세요
cloze_b1_0095,b1,A,,방문 두드리다 | 분위기 맞추다 | 아이 가지다,새해 복 많이 받으세요 | 맛있어요 | 화해했어요
cloze_b1_0107,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",먼저 따르다 | 명절 당번 | 명절 예산,팔다 | 돕다 | 랑
cloze_b1_0114,b1,A,,그대로 옮기다 | 나가기 금지 | 눈치 보다,올해는 못 가요 | 확인해 주세요 | 얼마나 됐어요
cloze_b1_0120,b1,A,,다시 확인 | 대충 하 | 먼저 따르,아이스크림 | 우회전 | 밥
cloze_b1_0121,b1,A,,다시 확인 | 대충 하 | 먼저 따르,귀걸이 | 택시 | 열차
cloze_b1_0151,b1,A,,올해는 못 가요 | 요약해서 전하다 | 웃고 넘기다,오른쪽 | 양말 | 초콜릿
cloze_b1_0162,b1,A,,아이 가지다 | 언제 결혼해요 | 올해는 못 가요,가방이 무겁다 | 습득하다 | 찾아가다
cloze_b1_0174,b1,A,,실수 목록 | 아침 이부자리 | 야근,기차 | 교차로 | 불고기
cloze_b1_0179,b1,A,,문 열어 두다 | 물로 받다 | 방문 두드리다,지연됐어요 | 가능해요 | 겹쳐 입어요
cloze_b1_0181,b1,A,,참조 | 회신 기한 | 첨부 누락,자리표 | 편지 | 저기
cloze_b1_0182,b1,A,,참조 | 숨은참조 | 첨부 누락,가방 | 우산 | 책상
cloze_b1_0183,b1,A,,참조 | 숨은참조 | 회신 기한,필통 | 국 | 시청
cloze_b1_0184,b1,A,,참조 | 숨은참조 | 회신 기한,습득하다 | 이체하다 | 찾아가다
cloze_b1_0185,b1,A,,참조 | 숨은참조 | 회신 기한,미용실 | 거울 | 열
cloze_b1_0186,b1,A,,참조 | 숨은참조 | 회신 기한,신호등 | 안 | 공연장
cloze_b1_0187,b1,A,,참조 | 숨은참조 | 회신 기한,전달하다 | 체험하다 | 찾아가다
cloze_b1_0188,b1,A,,참조 | 숨은참조 | 회신 기한,우편함 | 여권 | 신분증
cloze_b1_0190,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",참조 | 숨은참조 | 회신 기한,입다 | 보다 | 랑
cloze_b1_0191,b1,A,,참조 | 숨은참조 | 회신 기한,갈색 | 하늘색 | 지하철
cloze_b1_0198,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",공용 선반 | 청소 당번 | 공과금 정산,보다 | 마시다 | 랑
cloze_b1_0199,b1,A,,공용 선반 | 청소 당번 | 공과금 정산,정치 | 문화 | 사회
cloze_b1_0202,b1,A,,공용 선반 | 청소 당번 | 공과금 정산,제산제 | 트리트먼트 | 택시
cloze_b1_0204,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",보장 범위 | 자기부담금 | 진단서,다니다 | 먹다 | 와
cloze_b1_0205,b1,A,,사고 접수 | 자기부담금 | 진단서,머리 | 트레이너 | 구
cloze_b1_0210,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",사고 접수 | 보장 범위 | 자기부담금,먹다 | 돕다 | 으로
cloze_b1_0212,b1,A,,사고 접수 | 보장 범위 | 자기부담금,커피 | 의자 | 지도
cloze_b1_0213,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",사고 접수 | 보장 범위 | 자기부담금,자다 | 고르다 | 와
cloze_b1_0215,b1,A,,사고 접수 | 보장 범위 | 자기부담금,배 | 자리표 | 케이크
cloze_b1_0219,b2,A,,민원실 | 구비 서류 | 접수증,지갑 | 여권 | 신발
cloze_b1_0220,b2,A,,민원실 | 구비 서류 | 접수증,앞머리 | 지우개 | 유산소
cloze_b1_0224,b2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",민원실 | 구비 서류 | 접수증,다니다 | 돕다 | 과
cloze_b1_0225,b2,A,,민원실 | 구비 서류 | 접수증,우표 | 케이크 | 버스
cloze_b1_0226,b2,A,,민원실 | 구비 서류 | 접수증,필통 | 하숙집 | 양복
cloze_b1_0228,b1,A,,배정표 | 사전 교육 | 안전 조끼,입 | 미용실 | 역
cloze_b1_0230,b1,A,,봉사 시간 | 배정표 | 안전 조끼,손질 | 길 | 수건
cloze_b1_0231,b1,A,,봉사 시간 | 배정표 | 사전 교육,사과 | 커피 | 택시
cloze_b1_0232,b1,A,,봉사 시간 | 배정표 | 사전 교육,우표 | 목도리 | 주사
cloze_b1_0236,b1,A,,봉사 시간 | 배정표 | 사전 교육,운동복 | 하숙집 | 배낭
cloze_b1_0239,b1,A,,봉사 시간 | 배정표 | 사전 교육,정도 | 한계 | 사
cloze_b1_0240,b1,A,,알림장 | 상담 시간 | 학습 태도,가방 | 우산 | 책상
cloze_b1_0242,b1,A,,학부모 면담 | 알림장 | 학습 태도,젓가락 | 가글액 | 셋
cloze_b1_0243,b1,A,,학부모 면담 | 알림장 | 상담 시간,하나 | 차 | 택시
cloze_b1_0245,b1,A,,학부모 면담 | 알림장 | 상담 시간,사과 | 커피 | 모자
cloze_b1_0252,b1,A,,부품 교체 | 출장 수리 | 무상 기간,한계 | 정도 | 경제
cloze_b1_0254,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",고장 부위 | 부품 교체 | 무상 기간,돕다 | 쓰다 | 에서
cloze_b1_0255,b1,A,,고장 부위 | 부품 교체 | 출장 수리,지갑 | 여권 | 신발
cloze_b1_0259,b1,A,,고장 부위 | 부품 교체 | 출장 수리,출발 | 둘 | 비빔밥
cloze_b1_0262,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",고장 부위 | 부품 교체 | 출장 수리,알다 | 자다 | 에서
cloze_b1_0264,b1,A,,환불 규정 | 수수료 면제 | 대체 열차,감기약 | 생선 | 땅콩
cloze_b1_0265,b1,A,,일정 변경 | 수수료 면제 | 대체 열차,밖 | 처방전 | 꽃병
cloze_b1_0266,b1,A,,일정 변경 | 환불 규정 | 대체 열차,케이크 | 옷걸이 | 트리트먼트
cloze_b1_0268,b1,A,,일정 변경 | 환불 규정 | 수수료 면제,회원권 | 하숙집 | 위약금
cloze_b1_0273,b1,A,,일정 변경 | 환불 규정 | 수수료 면제,식당 | 흰색 | 미용실
cloze_b1_0274,b1,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",일정 변경 | 환불 규정 | 수수료 면제,고르다 | 빌리다 | 와
cloze_b1_0276,b1,A,,지원 자격 | 관련 경력 | 면접 일정,마스크 | 미용실 | 우회전
cloze_b1_0277,b1,A,,관련 경력 | 면접 일정 | 근무 조건,파란색 | 갈색 | 몸
cloze_b2_0002,b2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",지속 가능성 | 야경 | 현상,팔다 | 타다 | 에게
cloze_b2_0007,b2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",경우 | 통계 | 관용어,돕다 | 모르다 | 과
cloze_b2_0034,b2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",부분 | 자신감 | 애인,빌리다 | 끝나다 | 와
cloze_b2_0040,b2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",가치관 | 봉투 | 인기,쓰다 | 보다 | 와
cloze_b2_0166,b2,A,,구두 | 임시 | 비공개,넷 | 광장 | 셋
cloze_b2_0174,b2,A,,각자 계산 | 관계를 지키다 | 관계부터 말하다,락커 | 옆머리 | 경찰서
cloze_b2_0192,b2,A,,관계를 지키다 | 관계부터 말하다 | 남자는 안 한다,우리가 정할게요 | 다음에 말씀드릴게요 | 천천히 말해 주세요
cloze_b2_0193,b2,A,,우리가 결정할게요 | 한쪽에만 | 호칭을 미루다,앉으세요 | 일정에 삼십 분 정도 여유를 뒀어요 | 연장했어요
cloze_b2_0196,b2,A,,한쪽에만 | 호칭을 미루다 | 각자 계산,이모티콘 과다 | 전달하다 | 찾아가다
cloze_b2_0204,b2,A,,선을 긋 | 소개를 미루 | 예를 갖추,부가서비스 | 코트 | 주소
cloze_b2_0227,b2,A,,예를 갖추다 | 오늘은 여기까지 | 용돈 드리다,뚜껑 | 직진 | 필통
cloze_b2_0229,b2,A,,어른 앞에서 | 예를 갖추다 | 오늘은 여기까지,안 | 흰색 | 풀
cloze_b2_0232,b2,A,,소개를 미루다 | 아직 아니에요 | 액수는 비밀,이체하다 | 습득하다 | 찾아가다
cloze_b2_0239,b2,A,,밖에서 예의를 | 선을 긋다 | 소개를 미루다,연락하겠습니다 | 접수했습니다 | 인사드리겠습니다
cloze_b2_0251,b2,A,,어른 앞에서 | 예를 갖추다 | 오늘은 여기까지,답장을 재촉하지 않아요 | 부담해야 해요 | 일정에 삼십 분 정도 여유를 뒀어요
cloze_b2_0268,b2,A,,성과 면담 | 목표 대비 | 자기 평가,비행기 | 화이트보드 | 청구서
cloze_b2_0270,b2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",성과 면담 | 목표 대비 | 개선 과제,알다 | 팔다 | 과
cloze_b2_0271,b2,A,,성과 면담 | 목표 대비 | 개선 과제,오 | 기차 | 스타일리스트
cloze_b2_0272,b2,A,,성과 면담 | 목표 대비 | 개선 과제,필통 | 출발 | 라면
cloze_b2_0273,b2,A,,성과 면담 | 목표 대비 | 개선 과제,길 | 천 | 잎
cloze_b2_0274,b2,A,,성과 면담 | 목표 대비 | 개선 과제,분홍색 | 반찬 | 면세점
cloze_b2_0276,b2,A,,성과 면담 | 목표 대비 | 개선 과제,야채 | 사과 | 배
cloze_b2_0277,b2,A,,성과 면담 | 목표 대비 | 개선 과제,커피 | 의자 | 지도
cloze_b2_0278,b2,A,,원상복구 | 하자 보수 | 관리단,눈사람 | 젓가락 | 국
cloze_b2_0282,b2,A,,내용증명 | 원상복구 | 하자 보수,준비물 | 길 | 비빔밥
cloze_b2_0284,b2,A,,내용증명 | 원상복구 | 하자 보수,둘 | 감기약 | 숲
cloze_b2_0287,b2,A,,내용증명 | 원상복구 | 하자 보수,계산서 | 구두 | 바나나
cloze_b2_0288,b2,A,,내용증명 | 원상복구 | 하자 보수,운동복 | 슬리퍼 | 자동이체
cloze_b2_0289,b2,A,,내용증명 | 원상복구 | 하자 보수,대중교통 | 배낭 | 길
cloze_b2_0290,b2,A,,선택 편집 | 후원 표시 | 통계 단위,드라이 | 부가서비스 | 슬리퍼
cloze_b2_0292,b2,B,"R8-3 tier B (2026-09-15): truly bare frame with no selectional restriction, confirmed by the R8-2/R8-3 read (docs/data/cloze_distractor_audit_2026-09-15.md)",원문 대조 | 선택 편집 | 통계 단위,읽다 | 마시다 | 랑
cloze_b2_0293,b2,A,,기사 제목 | 출처 표시 | 작성 시점,육십 | 장갑 | 양복
cloze_b2_0294,b2,A,,원문 대조 | 선택 편집 | 후원 표시,위약금 | 가글액 | 반찬
cloze_b2_0295,b2,A,,원문 대조 | 선택 편집 | 후원 표시,야채 | 비상구 | 자전거
cloze_b2_0296,b2,A,,원문 대조 | 선택 편집 | 후원 표시,부츠 | 진통제 | 소포
cloze_b2_0299,b2,A,,원문 대조 | 선택 편집 | 후원 표시,후식 | 계란 | 로밍
cloze_b2_0300,b2,A,,원문 대조 | 선택 편집 | 후원 표시,가방 | 우산 | 책상
cloze_b2_0301,b2,A,,원문 대조 | 선택 편집 | 후원 표시,봉투 | 구두 | 구
cloze_b2_0302,b2,A,,안건 순서 | 발언권 | 회의 기록문,색연필 | 러닝머신 | 보라색
cloze_b2_0303,b2,A,,주민 의견 | 발언권 | 회의 기록문,경찰서 | 소화제 | 마스크
cloze_b2_0307,b2,A,,주민 의견 | 안건 순서 | 발언권,앞머리 | 청구서 | 비누
cloze_b2_0309,b2,A,,주민 의견 | 안건 순서 | 발언권,지갑 | 여권 | 신발
cloze_b2_0311,b2,A,,주민 의견 | 안건 순서 | 발언권,회원권 | 발 | 열
cloze_b2_0312,b2,A,,주민 의견 | 안건 순서 | 발언권,온도 | 세트 | 불고기
cloze_b2_0314,b2,A,,핵심 조건 | 대안 제시 | 침묵 구간,고기 | 락커 | 택시
cloze_b2_0315,b2,A,,양보 범위 | 대안 제시 | 침묵 구간,옆 | 태양 | 서랍
cloze_b2_0316,b2,A,,양보 범위 | 핵심 조건 | 침묵 구간,커피 | 우표 | 머리
cloze_b2_0317,b2,A,,양보 범위 | 핵심 조건 | 대안 제시,광장 | 후식 | 스타킹
cloze_b2_0318,b2,A,,양보 범위 | 핵심 조건 | 대안 제시,스트레칭 | 출발 | 비빔밥
cloze_b2_0319,b2,A,,양보 범위 | 핵심 조건 | 대안 제시,장갑 | 팔 | 시설
cloze_b2_0321,b2,A,,양보 범위 | 핵심 조건 | 대안 제시,사십 | 입 | 서랍
cloze_b2_0322,b2,A,,양보 범위 | 핵심 조건 | 대안 제시,손질 | 수건 | 놀이공원
cloze_b2_0323,b2,A,,양보 범위 | 핵심 조건 | 대안 제시,진통제 | 소포 | 기차
cloze_b2_0324,b2,A,,양보 범위 | 핵심 조건 | 대안 제시,귀걸이 | 가습기 | 하나
cloze_b2_0325,b2,A,,양보 범위 | 핵심 조건 | 대안 제시,눈싸움 | 형광등 | 목
cloze_b2_0327,b2,A,,한 장 요약 | 가정 명시 | 영향 집단,후추 | 부가서비스 | 연고
cloze_b2_0328,b2,A,,한 장 요약 | 선택지 비교 | 영향 집단,소포 | 옆머리 | 차
cloze_b2_0329,b2,A,,한 장 요약 | 선택지 비교 | 가정 명시,시청 | 두통약 | 바람
cloze_b2_0330,b2,A,,한 장 요약 | 선택지 비교 | 가정 명시,거기 | 불고기 | 교통카드
cloze_b2_0331,b2,A,,한 장 요약 | 선택지 비교 | 가정 명시,야채 | 김치 | 상가
cloze_b2_0332,b2,A,,한 장 요약 | 선택지 비교 | 가정 명시,비행기 | 거기 | 냄새
