korean,romanization,german,level,pos_de,example_korean,example_german,topic,pack_id,pack_order,is_review_boss,english,pos_en,example_english,id
촬영 금지,chwalyeong geumji,Fotografierverbot,A1,Ausdruck,차례상 앞은 촬영 금지라고 작은 소리로 들었어요.,Vor dem Ritualtisch hörte ich leise Fotografierverbot.,Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,3,false,no photos,Expression,I heard no photos in a low voice in front of the rite table.,vocab_a1_0298
잘 다녀오겠습니다,jal danyeoogessseubnida,ich gehe und komme gut wieder,A1,Ausdruck,나갈 때 잘 다녀오겠습니다라고 했어요.,"Beim Hinausgehen sagte ich, ich gehe und komme gut wieder.",Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,4,false,I will go and come back safely,Expression,When leaving I said I will go and come back safely.,vocab_a1_0299
잘 먹었습니다,jal meogeossseubnida,"es hat geschmeckt, danke",A1,Ausdruck,상을 물릴 때 잘 먹었습니다를 크게 했어요.,Beim Abräumen sagte ich laut danke für die Mahlzeit.,Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,5,false,thank you for the meal,Expression,When clearing the table I said thank you for the meal clearly.,vocab_a1_0300
다음에 또 오세요,daeume tto oseyo,kommen Sie wieder,A1,Ausdruck,다음에 또 오세요 하셔서 신발을 거꾸로 신었어요.,"Als sie kommen Sie wieder sagten, zog ich die Schuhe falsch herum an.",Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,6,false,please come again,Expression,"When they said please come again, I put my shoes on backwards.",vocab_a1_0301
연락드릴게요,yeonragdeurilgeyo,ich melde mich,A1,Ausdruck,문 앞에서 연락드릴게요라고 손을 흔들었어요.,Vor der Tür sagte ich ich melde mich und winkte.,Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,7,false,I will be in touch,Expression,At the door I said I will be in touch and waved.,vocab_a1_0302
카톡,katog,KakaoTalk,A1,Nomen,차에서 카톡으로 감사 메시지를 보냈어요.,Im Auto schickte ich die Danke-Nachricht per KakaoTalk.,Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,8,false,KakaoTalk,Noun,In the car I sent a thank-you message on KakaoTalk.,vocab_a1_0303
이모티콘,imotikon,Emoticon,A1,Nomen,이모티콘은 절하는 토끼로 골랐어요.,Als Emoticon wählte ich das sich verbeugende Kaninchen.,Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,9,false,emoji sticker,Noun,I chose the bowing-rabbit sticker.,vocab_a1_0304
안부,anbu,"Lebenszeichen, Gruß",A1,Nomen,다음 날 안부를 짧게 물었어요.,Am nächsten Tag fragte ich kurz nach ihrem Befinden.,Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,10,true,a greeting check-in,Noun,The next day I sent a short greeting.,vocab_a1_0305
사진 전송,sajin jeonsong,Fotos senden,A1,Nomen,사진 전송 전에 현우에게 먼저 보여 줬어요.,Vor dem Senden zeigte ich die Fotos zuerst Hyunwoo.,Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,11,true,sending photos,Noun,Before sending I showed the photos to Hyunwoo first.,vocab_a1_0306
방문 소감,bangmun sogam,Eindruck vom Besuch,A1,Ausdruck,방문 소감은 따뜻했다고만 적었어요.,"Als Eindruck schrieb ich nur, es war warm.",Partnerschaft & koreanische Familie,a1_partner_photo_thanks_1,12,true,impression of the visit,Expression,For the visit impression I only wrote that it felt warm.,vocab_a1_0307
어디서 오셨어요,eodiseo osyeosseoyo,woher kommen Sie,A2,Ausdruck,어디서 오셨어요 하시길래 독일 베를린이라고 했어요.,"Sie fragten, woher ich komme, also sagte ich Berlin.",Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,1,false,where are you from,Expression,"They asked where I am from, so I said Berlin in Germany.",vocab_a2_0269
한국어 잘하시네요,hangugeo jalhasineyo,Sie sprechen gut Koreanisch,A2,Ausdruck,한국어 잘하시네요는 칭찬인데 더 긴장됐어요.,Das Lob machte mich noch nervöser.,Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,2,false,your Korean is good,Expression,"Your Korean is good is praise, but I got more nervous.",vocab_a2_0270
직업이 뭐예요,jigeobi mwoyeyo,was sind Sie von Beruf,A2,Ausdruck,직업이 뭐예요에 디자이너라고 짧게 답했어요.,Auf die Berufsfrage antwortete ich kurz Designerin.,Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,3,false,what do you do,Expression,"To what do you do I answered designer, briefly.",vocab_a2_0271
언제 왔어요,eonje wasseoyo,wann sind Sie gekommen,A2,Ausdruck,언제 왔어요는 한국에 온 해를 묻는 말이에요.,Die Frage meint das Ankunftsjahr in Korea.,Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,4,false,when did you arrive,Expression,When did you come asks which year I arrived in Korea.,vocab_a2_0272
얼마나 됐어요,eolmana dwaesseoyo,wie lange schon,A2,Ausdruck,사귄 지 얼마나 됐어요를 듣고 현우가 물을 마셨어요.,"Als sie nach der Beziehungsdauer fragten, trank Hyunwoo Wasser.",Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,5,false,how long has it been,Expression,"When they asked how long we have been together, Hyunwoo drank water.",vocab_a2_0273
소개팅,sogaeting,Vermittlungsdate,A2,Nomen,소개팅이 아니라 동아리에서 만났다고 했어요.,"Wir haben uns nicht über ein Date, sondern im Verein kennengelernt.",Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,6,false,a set-up date,Noun,"I said we met in a club, not on a set-up date.",vocab_a2_0274
유창하다,yuchanghada,fließend sein,A2,Adjektiv,유창하지 않아도 천천히 말하면 통해요.,Auch ohne fließendes Koreanisch versteht man langsames Sprechen.,Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,7,false,to be fluent,Adjective,"Even if it is not fluent, slow speech still works.",vocab_a2_0275
통역 부탁,tongyeog butag,Dolmetschbitte,A2,Nomen,어려운 말은 현우에게 통역 부탁을 했어요.,Schwierige Sätze ließ ich mir von Hyunwoo dolmetschen.,Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,8,false,asking for interpreting,Noun,I asked Hyunwoo for interpreting on the hard parts.,vocab_a2_0276
자기소개,jagisogae,Selbstvorstellung,A2,Nomen,자기소개를 세 문장으로 준비해 갔어요.,Ich hatte die Selbstvorstellung in drei Sätzen vorbereitet.,Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,9,false,self-introduction,Noun,I prepared the self-introduction in three sentences.,vocab_a2_0277
고향 이야기,gohyang iyagi,Heimatgeschichte,A2,Ausdruck,고향 이야기를 하니 할머니가 지도를 찾아오셨어요.,"Als ich von der Heimat erzählte, holte die Großmutter eine Karte.",Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,10,true,hometown story,Expression,"When I told a hometown story, grandmother brought a map.",vocab_a2_0278
음식 취향,eumsig chwihyang,Essensvorlieben,A2,Nomen,음식 취향을 묻길래 매운 건 조금 먹는다고 했어요.,"Nach den Vorlieben gefragt sagte ich, Scharfes esse ich wenig.",Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,11,true,food preferences,Noun,"They asked about food preferences, so I said I eat spicy food a little.",vocab_a2_0279
분위기 파악,bunwigi paag,die Stimmung lesen,A2,Ausdruck,분위기 파악이 안 되면 현우 얼굴을 봐요.,"Wenn ich die Lage nicht lese, schaue ich Hyunwoo an.",Partnerschaft & koreanische Familie,a2_partner_dinner_talk_1,12,true,reading the room,Expression,"If I cannot read the room, I look at Hyunwoo's face.",vocab_a2_0280
세배하러 가다,sebaehareo gada,zur Verbeugung gehen,A2,Ausdruck,오전에 세배하러 가는 집이 세 곳이었어요.,Vormittags gab es drei Häuser für die Verbeugung.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,1,false,to go offer New Year bows,Expression,In the morning there were three houses for New Year bows.,vocab_a2_0281
떡국 먹다,tteoggug meogda,Reiskuchensuppe essen,A2,Ausdruck,떡국 먹다 보면 한 살이 는다는 농담을 들었어요.,"Beim Essen hörte ich den Witz, man werde ein Jahr älter.",Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,2,false,to eat rice-cake soup,Expression,While eating the soup I heard the joke that you gain a year.,vocab_a2_0282
세뱃돈 사양,sebaesdon sayang,Neujahrsgeld ablehnen,A2,Ausdruck,어른인데 세뱃돈 사양을 두 번 하고 받았어요.,Als Erwachsene lehnte ich das Geld zweimal ab und nahm es dann.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,3,false,declining New Year money,Expression,"As an adult I declined the New Year money twice, then accepted.",vocab_a2_0283
한복 대여,hanbog daeyeo,Hanbok-Verleih,A2,Nomen,한복 대여 가게가 명절 전날 문을 일찍 닫았어요.,Der Hanbok-Verleih schloss am Vortag früh.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,4,false,hanbok rental,Noun,The hanbok rental closed early the day before.,vocab_a2_0284
세배 순서,sebae sunseo,Reihenfolge der Verbeugung,A2,Nomen,세배 순서는 나이 많은 분부터예요.,Die Reihenfolge beginnt bei den Ältesten.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,5,false,bowing order,Noun,The bowing order starts with the oldest people.,vocab_a2_0285
복주머니,bogjumeoni,Glücksbeutel,A2,Nomen,아이 복주머니에 세뱃돈을 넣어 주셨어요.,In den Glücksbeutel des Kindes steckten sie das Geld.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,6,false,lucky pouch,Noun,They put the New Year money into the child's lucky pouch.,vocab_a2_0286
설날 인사말,seolnal insamal,Seollal-Grussformel,A2,Nomen,설날 인사말을 종이에 적어 주머니에 넣었어요.,Die Grussformel schrieb ich auf Papier und steckte sie ein.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,7,false,Seollal greeting line,Noun,I wrote the Seollal greeting on paper and put it in my pocket.,vocab_a2_0287
세배 영상,sebae yeongsang,Video der Verbeugung,A2,Nomen,세배 영상은 가족 앨범에만 두래요.,Das Video sollte nur ins Familienalbum.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,8,false,bowing video,Noun,They said keep the bowing video in the family album only.,vocab_a2_0288
명절 음식,myeongjeol eumsig,Festtagsessen,A2,Nomen,명절 음식은 전 냄새가 먼저 나요.,Beim Festtagsessen riecht man zuerst die Pfannengerichte.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,9,false,holiday food,Noun,With holiday food you smell the pancakes first.,vocab_a2_0289
전 부치다,jeon buchida,jeon braten,A2,Ausdruck,전 부치는 기름이 팔에 튀었어요.,Beim Braten spritzte Öl auf den Arm.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,10,true,to fry Korean pancakes,Expression,Oil from frying jeon splashed on my arm.,vocab_a2_0290
세배 연습,sebae yeonseub,Verbeugungsübung,A2,Nomen,세배 연습을 거울 앞에서 열 번 했어요.,Die Verbeugung übte ich zehnmal vor dem Spiegel.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,11,true,bow practice,Noun,I practiced the bow ten times in front of the mirror.,vocab_a2_0291
새해 목표,saehae mogpyo,Neujahrsvorsatz,A2,Nomen,새해 목표를 묻길래 한국어 일기라고 했어요.,Nach dem Vorsatz gefragt sagte ich koreanisches Tagebuch.,Partnerschaft & koreanische Familie,a2_partner_seollal_day_1,12,true,new-year goal,Noun,"They asked for a new-year goal, so I said a Korean diary.",vocab_a2_0292
귀성길,gwiseonggil,Heimreiseverkehr,A2,Nomen,귀성길에서 휴게소 호두과자를 샀어요.,Im Heimreiseverkehr kaufte ich Walnusskuchen an der Raststätte.,Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,1,false,holiday homebound traffic,Noun,In holiday traffic I bought walnut cakes at the rest stop.,vocab_a2_0293
송편 맛,songpyeon mas,Geschmack der Songpyeon,A2,Nomen,송편 맛이 콩이면 제가 이기고 깨면 현우가 이겨요.,"Bei Bohnenfüllung gewinne ich, bei Sesam Hyunwoo.",Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,2,false,songpyeon flavor,Noun,"If the filling is bean I win; if sesame, Hyunwoo wins.",vocab_a2_0294
보름달,boreumdal,Vollmond,A2,Nomen,보름달을 보며 소원을 말하래요.,Beim Vollmond sollte ich einen Wunsch sagen.,Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,3,false,full moon,Noun,They told me to make a wish looking at the full moon.,vocab_a2_0295
성묘 옷,seongmyo os,Kleidung für den Grabbesuch,A2,Nomen,성묘 옷은 흰색보다 어두운 색이 편해요.,Für den Grabbesuch sind dunkle Farben bequemer als Weiß.,Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,4,false,clothes for the grave visit,Noun,For the grave visit dark colors are easier than white.,vocab_a2_0296
벌초 장갑,beolcho janggab,Handschuhe zum Jäten,A2,Nomen,벌초 장갑을 끼고 사진만 찍었어요.,Mit Jätehandschuhen machte ich nur Fotos.,Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,5,false,weeding gloves,Noun,I put on weeding gloves and only took photos.,vocab_a2_0297
차례 음식,charye eumsig,Speisen für das Ritual,A2,Nomen,차례 음식은 먹기 전에 먼저 올렸어요.,"Die Ritualspeisen kamen auf den Tisch, bevor jemand ass.",Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,6,false,food for the rite,Noun,The rite food was offered before anyone ate.,vocab_a2_0298
송편 만들기,songpyeon mandeulgi,Songpyeon herstellen,A2,Nomen,송편 만들기는 손끝이 분홍해지는 일이에요.,Beim Formen werden die Finger rosa.,Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,7,false,making songpyeon,Noun,Making songpyeon turns your fingertips pink.,vocab_a2_0299
명절 인사,myeongjeol insa,Festtagsgruss,A2,Nomen,"카톡 명절 인사는 짧게, 하지만 존댓말로 보냈어요.","Den Festtagsgruss schickte ich kurz, aber höflich.",Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,8,false,holiday greeting,Noun,"I sent the holiday greeting short, but in honorifics.",vocab_a2_0300
고향집,gohyangjib,Elternhaus in der Heimat,A2,Nomen,고향집 마당에 감이 아직 열려 있었어요.,Im Hof des Elternhauses hingen noch Kakis.,Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,9,false,family home in the hometown,Noun,Persimmons were still hanging in the hometown yard.,vocab_a2_0301
친척 방문,chincheog bangmun,Verwandtenbesuch,A2,Nomen,친척 방문이 다섯 집이라 미소를 아껴 썼어요.,Bei fünf Besuchen sparte ich das Lächeln ein.,Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,10,true,visiting relatives,Noun,With five relative visits I rationed my smile.,vocab_a2_0302
송편 점,songpyeon jeom,Songpyeon-Orakel,A2,Nomen,송편 점이 깨면 딸이라는 말에 현우가 숨었어요.,"Bei Sesam werde es eine Tochter, sagte man, und Hyunwoo versteckte sich.",Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,11,true,songpyeon fortune,Noun,"They said sesame means a daughter, and Hyunwoo hid.",vocab_a2_0303
추석 연휴,chuseog yeonhyu,Chuseok-Ferien,A2,Nomen,추석 연휴 마지막 날 기차가 제일 비쌌어요.,Am letzten Ferientag war der Zug am teuersten.,Partnerschaft & koreanische Familie,a2_partner_chuseok_day_1,12,true,Chuseok long weekend,Noun,On the last day of the Chuseok break the train was most expensive.,vocab_a2_0304
놀리다,nolrida,aufziehen,A2,Verb,발음을 놀려도 웃어 주면 금방 끝나요.,"Wenn sie die Aussprache aufziehen und ich lache, ist es vorbei.",Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,1,false,to tease,Verb,"If they tease my pronunciation and I laugh, it ends quickly.",vocab_a2_0305
편들다,pyeondeulda,Partei ergreifen,A2,Verb,현우가 제 편을 들어 줘서 어깨가 내려갔어요.,"Hyunwoo ergriff für mich Partei, da sank die Schulter.",Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,2,false,to take someone's side,Verb,"Hyunwoo took my side, and my shoulders dropped.",vocab_a2_0306
별명,byeolmyeong,Spitzname,A2,Nomen,별명이 생기기 전에 제가 먼저 하나를 정했어요.,"Bevor ein Spitzname entstand, wählte ich selbst einen.",Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,3,false,nickname,Noun,"Before a nickname appeared, I chose one first.",vocab_a2_0307
게임 한 판,geim han pan,eine Spielrunde,A2,Ausdruck,게임 한 판 하니 존댓말이 반말로 넘어갔어요.,Nach einer Runde rutschte die Höflichkeit ins Vertraute.,Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,4,false,one game round,Expression,"After one game, honorifics slipped into casual speech.",vocab_a2_0308
비밀 보장,bimil bojang,ein Geheimnis wahren,A2,Ausdruck,현우 어릴 적 비밀 보장은 제가 먼저 약속했어요.,Das Kindheitsgeheimnis zu wahren versprach ich zuerst.,Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,5,false,keeping a secret,Expression,I promised first to keep Hyunwoo's childhood secret.,vocab_a2_0309
맞장구,majjanggu,zustimmendes Mitgehen,A2,Nomen,맞장구를 너무 크게 해서 국이 흔들렸어요.,"Mein Mitgehen war so laut, dass die Suppe wackelte.",Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,6,false,supportive backchannel,Noun,My backchannel was so loud the soup shook.,vocab_a2_0310
통역 눈짓,tongyeog nunjis,Augenbitte um Übersetzung,A2,Ausdruck,통역 눈짓을 현우가 못 보면 그냥 웃어요.,"Sieht Hyunwoo die Augenbitte nicht, lache ich einfach.",Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,7,false,eye-ask for interpreting,Expression,"If Hyunwoo misses the eye-ask, I just laugh.",vocab_a2_0311
같이 웃다,gati usda,zusammen lachen,A2,Ausdruck,같이 웃다 보면 존댓말 실수는 잊혀요.,"Wenn man zusammen lacht, vergisst man Höflichkeitsfehler.",Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,8,false,to laugh together,Expression,"If you laugh together, honorific mistakes are forgotten.",vocab_a2_0312
동생 편,dongsaeng pyeon,Seite des jüngeren Geschwisters,A2,Ausdruck,동생 편을 들면 현우가 눈을 흘겨요.,"Halte ich zum jüngeren Geschwister, schielt Hyunwoo.",Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,9,false,the younger sibling side,Expression,"If I take the younger sibling side, Hyunwoo side-eyes me.",vocab_a2_0313
단톡방,dantogbang,Familienchat,A2,Nomen,단톡방에 입장하자마자 이모티콘이 쏟아졌어요.,"Kaum war ich im Familienchat, regnete es Sticker.",Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,10,true,family group chat,Noun,"As soon as I joined the family group chat, stickers poured in.",vocab_a2_0314
남은 반찬,nameun banchan,übrig gebliebene Beilagen,A2,Nomen,남은 반찬 봉투가 두 개라서 양손에 들었어요.,Ich trug zwei Tüten Reste in beiden Händen.,Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,11,true,leftover side dishes,Noun,"I carried two leftover bags, one in each hand.",vocab_a2_0315
반말 실수,banmal silsu,ein vertraulicher Sprachfehler,A2,Ausdruck,반말 실수를 하자 동생이 더 좋아했어요.,Nach einem vertraulichen Sprachfehler freute sich das jüngere Geschwister noch mehr.,Partnerschaft & koreanische Familie,a2_partner_sibling_tease_1,12,true,a casual-speech slip,Expression,After a casual-speech slip the younger sibling liked me even more.,vocab_a2_0316
손님방,sonnimbang,Gästezimmer,A2,Nomen,손님방에 이불이 세 겹이라 더웠어요.,"Im Gästezimmer lagen drei Decken, es war zu warm.",Partnerschaft & koreanische Familie,a2_partner_overnight_1,1,false,guest room,Noun,"The guest room had three blankets, so it was too warm.",vocab_a2_0317
이불,ibul,Bettdecke,A2,Nomen,이불을 개다가 현우 엄마가 들어오셨어요.,"Als ich die Decke faltete, kam Hyunwoos Mutter herein.",Partnerschaft & koreanische Familie,a2_partner_overnight_1,2,false,blanket,Noun,"While folding the blanket, Hyunwoo's mom came in.",vocab_a2_0318
세면 도구,semyeon dogu,Waschzeug,A2,Nomen,세면 도구를 깜빡해서 새 칫솔을 받았어요.,Ich hatte das Waschzeug vergessen und bekam eine neue Bürste.,Partnerschaft & koreanische Familie,a2_partner_overnight_1,3,false,toiletries,Noun,I forgot my toiletries and was given a new toothbrush.,vocab_a2_0319
아침 인사,achim insa,Morgengruss,A2,Nomen,아침 인사는 일어나자마자 큰 소리로 했어요.,Den Morgengruss sagte ich laut gleich nach dem Aufstehen.,Partnerschaft & koreanische Familie,a2_partner_overnight_1,4,false,morning greeting,Noun,I said the morning greeting loudly as soon as I got up.,vocab_a2_0320
일찍 일어나다,iljjig ileonada,früh aufstehen,A2,Ausdruck,일찍 일어나려고 알람을 네 개 맞췄어요.,"Um früh aufzustehen, stellte ich vier Wecker.",Partnerschaft & koreanische Familie,a2_partner_overnight_1,5,false,to get up early,Expression,I set four alarms to get up early.,vocab_a2_0321
화장실 줄,hwajangsil jul,Schlange vor der Toilette,A2,Nomen,화장실 줄이 생겨서 물부터 마셨어요.,"Es gab eine Schlange, also trank ich zuerst Wasser.",Partnerschaft & koreanische Familie,a2_partner_overnight_1,6,false,bathroom queue,Noun,"There was a bathroom queue, so I drank water first.",vocab_a2_0322
잠옷,jamos,Schlafanzug,A2,Nomen,잠옷 대신 편한 티를 입어도 되냐고 물었어요.,"Ich fragte, ob statt Schlafanzug ein T-Shirt reicht.",Partnerschaft & koreanische Familie,a2_partner_overnight_1,7,false,pajamas,Noun,I asked whether a T-shirt was fine instead of pajamas.,vocab_a2_0323
코골이,kogoli,Schnarchen,A2,Nomen,코골이 소리가 벽 너머로 들려서 현우가 미안해했어요.,"Schnarchen kam durch die Wand, und Hyunwoo entschuldigte sich.",Partnerschaft & koreanische Familie,a2_partner_overnight_1,8,false,snoring,Noun,"Snoring came through the wall, and Hyunwoo apologized.",vocab_a2_0324
아침밥,achimbab,Frühstück,A2,Nomen,아침밥이 저녁만큼 많아서 천천히 먹었어요.,Das Frühstück war so reich wie das Abendessen.,Partnerschaft & koreanische Familie,a2_partner_overnight_1,9,false,breakfast,Noun,"Breakfast was as big as dinner, so I ate slowly.",vocab_a2_0325
손님 수건,sonnim sugeon,Gästehandtuch,A2,Nomen,손님 수건이 분홍색이라 현우 거라고 착각했어요.,"Das Gästehandtuch war rosa, ich dachte es sei Hyunwoos.",Partnerschaft & koreanische Familie,a2_partner_overnight_1,10,true,guest towel,Noun,"The guest towel was pink, so I thought it was Hyunwoo's.",vocab_a2_0326
문 닫기,mun dadgi,die Tür schließen,A2,Nomen,문 닫기를 너무 세게 해서 깜짝 놀랐어요.,Ich schloss die Tür zu fest und erschrak selbst.,Partnerschaft & koreanische Familie,a2_partner_overnight_1,11,true,closing the door,Noun,I closed the door too hard and startled myself.,vocab_a2_0327
잘 주무셨어요,jal jumusyeosseoyo,haben Sie gut geschlafen,A2,Ausdruck,잘 주무셨어요 하고 먼저 말하니 분위기가 편해졌어요.,"Als ich zuerst nach dem Schlaf fragte, wurde es lockerer.",Partnerschaft & koreanische Familie,a2_partner_overnight_1,12,true,did you sleep well,Expression,Asking did you sleep well first made the mood easier.,vocab_a2_0328
싸 주다,ssa juda,zum Mitnehmen einpacken,A2,Ausdruck,가려는데 반찬을 싸 주셔서 가방이 무거워졌어요.,"Beim Gehen packten sie Beilagen ein, und die Tasche wurde schwer.",Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,1,false,to pack food to go,Expression,"As we left they packed side dishes, and the bag got heavy.",vocab_a2_0329
밀폐 용기,milpye yonggi,Frischhaltedose,A2,Nomen,밀폐 용기가 세 개라 버스에서 조심했어요.,"Drei Frischhaltedosen, im Bus ging ich vorsichtig.",Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,2,false,airtight container,Noun,"There were three airtight containers, so I was careful on the bus.",vocab_a2_0330
김치 국물,gimchi gugmul,Kimchi-Saft,A2,Nomen,김치 국물이 샐까 봐 봉지를 두 겹으로 했어요.,Aus Angst vor Kimchi-Saft nahm ich zwei Tüten.,Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,3,false,kimchi juice,Noun,I used two bags in case the kimchi juice leaked.,vocab_a2_0331
냉동실,naengdongsil,Gefrierfach,A2,Nomen,냉동실에 넣으라고 스티커까지 붙여 주셨어요.,Sie klebten sogar einen Zettel ans Gefrierfach.,Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,4,false,freezer,Noun,They even put a sticker on it for the freezer.,vocab_a2_0332
보자기,bojagi,Bojagi-Tuch,A2,Nomen,보자기로 싼 그릇이 미끄러워서 양손으로 들었어요.,"Die in ein Tuch gewickelte Schüssel rutschte, also nahm ich beide Hände.",Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,5,false,wrapping cloth,Noun,"The bowl wrapped in cloth slipped, so I used both hands.",vocab_a2_0333
비닐봉지,binilbongji,Plastiktute,A2,Nomen,비닐봉지가 얇아서 밑에 책을 받쳤어요.,"Die Tute war dünn, also hielt ich ein Buch darunter.",Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,6,false,plastic bag,Noun,"The plastic bag was thin, so I put a book under it.",vocab_a2_0334
양손,yangson,beide Hände,A2,Nomen,양손에 통이 있어서 엘리베이터 버튼을 팔꿈치로 눌렀어요.,Mit beiden Händen voll drückte ich den Knopf mit dem Ellbogen.,Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,7,false,both hands,Noun,With both hands full I pressed the elevator button with my elbow.,vocab_a2_0335
냉동 보관,naengdong bogwan,Tiefkühllagerung,A2,Nomen,냉동 보관이라고 쓴 메모를 뚜껑에 붙였어요.,Ich klebte den Zettel Tiefkühllagerung auf den Deckel.,Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,8,false,freezer storage,Noun,I stuck a freezer-storage note on the lid.,vocab_a2_0336
집까지,jibkkaji,bis nach Hause,A2,Ausdruck,집까지 국물 냄새를 들고 가서 현우가 창문을 열었어요.,"Bis nach Hause trug ich den Suppengeruch, und Hyunwoo öffnete das Fenster.",Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,9,false,all the way home,Expression,"I carried the broth smell all the way home, and Hyunwoo opened the window.",vocab_a2_0337
가방이 무겁다,gabangi mugeobda,die Tasche ist schwer,A2,Ausdruck,가방이 무겁다고 하자 아버지가 차까지 들어 주셨어요.,"Als ich sagte, die Tasche sei schwer, trug der Vater sie zum Auto.",Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,10,true,the bag is heavy,Expression,"When I said the bag is heavy, father carried it to the car.",vocab_a2_0338
국물 새다,gugmul saeda,Saft auslaufen,A2,Ausdruck,국물 샐까 봐 뚜껑을 두 번 확인했어요.,Aus Angst vor auslaufender Brühe prüfte ich den Deckel zweimal.,Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,11,true,for broth to leak,Expression,I checked the lid twice in case the broth leaked.,vocab_a2_0339
반찬 봉투,banchan bongtu,Beilagenbeutel,A2,Nomen,반찬 봉투가 두 개라서 현우와 나눠 들었어요.,"Es gab zwei Beilagenbeutel, also trugen Hyunwoo und ich je einen.",Partnerschaft & koreanische Familie,a2_partner_leftover_bags_1,12,true,side-dish bag,Noun,"There were two side-dish bags, so Hyunwoo and I each carried one.",vocab_a2_0340
고속버스,gosogbeoseu,Fernbus,A2,Nomen,고속버스 좌석이 창가라서 할머니께 사진을 보냈어요.,"Der Fernbusplatz war am Fenster, also schickte ich der Großmutter ein Foto.",Partnerschaft & koreanische Familie,a2_partner_hometown_trip_1,1,false,express bus,Noun,"The express-bus seat was by the window, so I sent grandmother a photo.",vocab_a2_0341
휴게소,hyugeso,Raststätte,A2,Nomen,휴게소에서 호두과자를 사니 현우 아빠가 웃으셨어요.,"An der Raststätte kaufte ich Walnusskuchen, und Hyunwoos Vater lachte.",Partnerschaft & koreanische Familie,a2_partner_hometown_trip_1,2,false,highway rest stop,Noun,"At the rest stop I bought walnut cakes, and Hyunwoo's dad smiled.",vocab_a2_0342
