id,level,ko,de,en,field_notes,상태,jin_memo
vocab_a2_0423,A2,위반,Verstoß,violation,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0424,A2,입주자 회의,Bewohnerversammlung,residents' meeting,rights: original; pack: a2_apt_rules_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0425,A2,시급,Stundenlohn,hourly wage,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0426,A2,근무표,Dienstplan,shift schedule,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0427,A2,야간수당,Nachtzuschlag,night bonus,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0428,A2,휴게시간,Pause,break time,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0429,A2,인수인계,Übergabe,handover,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0430,A2,알바생,Aushilfe,part-timer,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0431,A2,주휴수당,Wochenruhegeld,weekly rest pay,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0432,A2,근로계약,Arbeitsvertrag,work contract,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0433,A2,교대,Schichtwechsel,shift change,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0434,A2,점장,Filialleitung,store manager,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0435,A2,마감하다,abschließen,to close up,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0436,A2,시급 명세서,Lohnzettel,wage slip,rights: original; pack: a2_part_time_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0437,A2,분실물,Fundsache,lost item,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0438,A2,습득하다,finden,to find and keep,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0439,A2,보관함,Aufbewahrung,holding desk,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0440,A2,신분증,Ausweis,ID card,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0441,A2,찾아가다,abholen,to pick up,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0442,A2,신고하다,melden,to report,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0443,A2,안내데스크,Infoschalter,information desk,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0444,A2,소지품,Habseligkeiten,belongings,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0445,A2,라벨,Etikett,label,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0446,A2,수령인,Abholer,recipient,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0447,A2,보관기간,Aufbewahrungsfrist,holding period,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0448,A2,확인서,Bestätigung,confirmation slip,rights: original; pack: a2_lost_found_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0449,A2,축제,Fest,festival,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0450,A2,부스,Stand,booth,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0451,A2,체험하다,ausprobieren,to try out,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0452,A2,줄서다,anstehen,to queue,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0453,A2,안내원,Betreuer,guide,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0454,A2,무료시식,Kostprobe,free tasting,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0455,A2,홍보물,Flyer,flyer,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0456,A2,스탬프,Stempel,stamp,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0457,A2,운영시간,Öffnungszeit,opening hours,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0458,A2,현장접수,Vor-Ort-Anmeldung,on-site signup,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0459,A2,자원봉사자,Ehrenamtliche,volunteer,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_a2_0460,A2,체험권,Mitmachkarte,activity ticket,rights: original; pack: a2_festival_booth_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0368,B1,참조,in Kopie,cc,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0369,B1,숨은참조,Blindkopie,bcc,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0370,B1,회신 기한,Antwortfrist,reply deadline,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0371,B1,첨부 누락,fehlender Anhang,missing attachment,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0372,B1,전달하다,weiterleiten,to forward,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0373,B1,정정 메일,Korrekturmail,correction email,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0374,B1,읽음 확인,Lesebestätigung,read receipt,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0375,B1,제목을 고치다,den Betreff ändern,to fix the subject,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0376,B1,후속 메일,Folgmail,follow-up mail,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0377,B1,내부망,Intranet,intranet,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0378,B1,공손한 맺음,höflicher Schluss,polite closing,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0379,B1,수신 확인,Empfangsbestätigung,delivery receipt,rights: original; pack: b1_workplace_mail_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0380,B1,공용 선반,gemeinsames Regal,shared shelf,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0381,B1,청소 당번,Putzdienst,cleaning turn,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0382,B1,공과금 정산,Nebenkostenabrechnung,utility split,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0383,B1,조용한 시간,Ruhezeit,quiet hours,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0384,B1,손님 사전 알림,Gästeankündigung,guest notice,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0385,B1,냉장고 칸,Kühlfach,fridge shelf,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0386,B1,빨래 순서,Waschreihenfolge,laundry turn,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0387,B1,공용 세제,Gemeinschaftsreiniger,shared detergent,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0388,B1,문 닫힘,Türschließen,door closing,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0389,B1,생활 리듬,Alltagsrhythmus,daily rhythm,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0390,B1,공동 구매,Sammelkauf,group purchase,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0391,B1,서운한 점,Kränkung,sore point,rights: original; pack: b1_roommate_talk_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0392,B1,사고 접수,Schadensmeldung,claim filing,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0393,B1,보장 범위,Leistungsrahmen,coverage scope,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0394,B1,자기부담금,Selbstbeteiligung,deductible,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0395,B1,진단서,Attest,medical note,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0396,B1,보험금,Versicherungssumme,payout,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0397,B1,면책,Ausschluss,exclusion,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0398,B1,청구 서류,Antragsunterlagen,claim documents,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0399,B1,담당 설계사,Berater,agent,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0400,B1,보상 심사,Leistungsprüfung,payout review,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0401,B1,사고 경위,Hergang,incident account,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0402,B1,특약,Zusatzbaustein,rider,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0403,B1,지급 보류,Auszahlungsstopp,held payout,rights: original; pack: b1_insurance_claim_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0404,B1,민원실,Bürgerbüro,civil affairs desk,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0405,B1,구비 서류,erforderliche Unterlagen,required papers,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0406,B1,접수증,Eingangsbeleg,intake slip,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0407,B1,처리 기한,Bearbeitungsfrist,processing time,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0408,B1,담당 창구,zuständiger Schalter,responsible counter,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0409,B1,보완 요청,Nachforderung,request to supplement,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0410,B1,열람,Einsicht,inspection,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0411,B1,대리 신청,Antrag durch Vertretung,proxy application,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0412,B1,수수료 납부,Gebührenzahlung,fee payment,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0413,B1,민원 번호,Vorgangsnummer,case number,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0414,B1,담당자 연결,Durchstellung,transfer to an officer,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0415,B1,처리 완료,Abschluss der Bearbeitung,processing complete,rights: original; pack: b1_public_office_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0416,B1,봉사 시간,Ehrenamtsstunden,volunteer hours,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0417,B1,배정표,Einsatzplan,assignment sheet,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0418,B1,사전 교육,Vorschulung,pre-shift training,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0419,B1,안전 조끼,Warnweste,safety vest,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0420,B1,인수 메모,Übergabenotiz,handover note,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0421,B1,결원,Ausfall,no-show gap,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0422,B1,명찰,Namensschild,name badge,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0423,B1,비상 연락망,Notfallkette,emergency chain,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0424,B1,물품 점검,Materialkontrolle,supply check,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0425,B1,교대 시간,Ablösezeit,relief time,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0426,B1,현장 책임자,Einsatzleitung,site lead,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0427,B1,봉사 확인서,Nachweis,service certificate,rights: original; pack: b1_volunteer_shift_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0428,B1,학부모 면담,Elterngespräch,parent meeting,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0429,B1,알림장,Mitteilungsheft,home note,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0430,B1,상담 시간,Sprechzeit,office hour,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0431,B1,학습 태도,Lernhaltung,study attitude,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0432,B1,보충 수업,Förderstunde,support class,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0433,B1,가정 통신,Elternbrief,school letter,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0434,B1,참관 수업,Hospitation,class observation,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0435,B1,생활 기록,Entwicklungsnotiz,progress note,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0436,B1,준비물 분담,Materialteilung,shared supplies,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0437,B1,하원 시간,Abholzeit,pickup time,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0438,B1,담임 선생님,Klassenleitung,homeroom teacher,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0439,B1,동의서,Einverständnis,consent form,rights: original; pack: b1_parent_school_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0440,B1,고장 부위,defekte Stelle,fault location,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0441,B1,부품 교체,Teiletausch,part replacement,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0442,B1,출장 수리,Vor-Ort-Reparatur,on-site repair,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0443,B1,무상 기간,Garantiezeit,warranty period,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0444,B1,점검 결과,Prüfergebnis,inspection result,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0445,B1,재방문,Zweitbesuch,return visit,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0446,B1,임시 조치,Notlösung,temporary fix,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0447,B1,견적 변경,Kostenvoranschlagsänderung,quote change,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0448,B1,설치 오류,Montagefehler,install error,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0449,B1,A/S 센터,Kundendienststelle,service center,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0450,B1,수리 완료증,Fertigstellungsbeleg,repair receipt,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0451,B1,재발 방지,Rückfallschutz,preventing recurrence,rights: original; pack: b1_repair_words_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0452,B1,일정 변경,Terminänderung,schedule change,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0453,B1,환불 규정,Erstattungsregel,refund rule,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0454,B1,수수료 면제,Gebührenerlass,fee waiver,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0455,B1,대체 열차,Ersatzzug,replacement train,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0456,B1,숙소 이월,Übernachtungsverschiebung,stay shift,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0457,B1,탑승 마감,Check-in-Schluss,boarding cutoff,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0458,B1,연결편,Anschluss,connecting service,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0459,B1,좌석 재배정,Neuzuweisung,reseating,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0460,B1,여행자 보험,Reiseversicherung,travel insurance,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0461,B1,출발 지연,Abfahrtsverzug,departure delay,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0462,B1,변경 수수료,Umbuchungsgebühr,change fee,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b1_0463,B1,확정 대기,Warteliste,waitlist hold,rights: original; pack: b1_travel_change_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0527,B2,성과 면담,Beurteilungsgespräch,performance talk,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0528,B2,목표 대비,Soll-Ist,target versus actual,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0529,B2,개선 과제,Entwicklungsaufgabe,growth task,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0530,B2,자기 평가,Selbsteinschätzung,self-review,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0531,B2,역량 기술,Kompetenzbeschreibung,skill description,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0532,B2,피드백 메모,Rückmeldungsnotiz,feedback note,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0533,B2,승진 기준,Beförderungskriterium,promotion criterion,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0534,B2,면담 기록,Gesprächsprotokoll,review minutes,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0535,B2,강점 서술,Stärkenformulierung,strength statement,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0536,B2,보완 계획,Nachholplan,remediation plan,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0537,B2,평가 주기,Beurteilungszyklus,review cycle,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0538,B2,합의된 다음 단계,vereinbarter Folgeschritt,agreed next step,rights: original; pack: b2_performance_review_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0539,B2,내용증명,Einschreiben mit Inhalt,content-certified mail,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0540,B2,원상복구,Rückbau,restoration,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0541,B2,하자 보수,Mängelbeseitigung,defect repair,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0542,B2,관리단,Eigentümergemeinschaft,owners' group,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0543,B2,조정 신청,Schlichtungsantrag,mediation request,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
vocab_b2_0544,B2,증거 사진,Beweisfoto,evidence photo,rights: original; pack: b2_housing_dispute_1; canonical sentence derives matching cloze/satz,approved,Jin explicit app-integration approval (2026-08-15).
