id,level,ko,de,en,field_notes,상태,jin_memo
satz_a1_0256,A1,"안녕하세요, 처음 뵙겠습니다.","Hallo, freut mich.","Hi, nice to meet you.",rights: original; derived from live unused vocab 안녕하세요,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0296,B1,이 문제는 생각보다 복잡해요.,Dieses Problem ist komplizierter als gedacht.,This problem is more complicated than you'd think.,rights: original; derived from live unused vocab 복잡하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0297,B1,생각보다 답은 단순하더라고요.,Die Antwort war einfacher als gedacht.,The answer turned out to be simpler than expected.,rights: original; derived from live unused vocab 단순하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0298,B1,시간 좀 정확하게 알려주세요.,Bitte sagen Sie mir die genaue Uhrzeit.,Please tell me the exact time.,rights: original; derived from live unused vocab 정확하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0299,B1,결국 오늘도 야근이네요.,Am Ende mache ich heute also doch wieder Überstunden.,"In the end, I'm working overtime again today.",rights: original; derived from live unused vocab 결국,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0348,B2,말씀의 논리가 좀 부족한 것 같아요.,"Ich finde, Ihrer Argumentation fehlt es etwas an Logik.",I think your argument lacks a bit of logic.,rights: original; derived from live unused vocab 논리,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0349,B2,이론과 실제는 좀 다르더라고요.,Theorie und Praxis sind eben doch etwas verschieden.,Theory and practice turned out to be a bit different.,rights: original; derived from live unused vocab 이론,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0350,B2,결론부터 말씀드리자면 반대예요.,"Um es gleich vorwegzunehmen, ich bin dagegen.","To get straight to the point, I'm against it.",rights: original; derived from live unused vocab 결론,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0351,B2,이 주장의 근거가 뭐예요?,Was ist die Grundlage für diese Behauptung?,What's the basis for this claim?,rights: original; derived from live unused vocab 근거,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0352,B2,이건 요즘 사회에서 흔한 현상이에요.,Das ist heutzutage ein häufiges Phänomen in unserer Gesellschaft.,That's a common phenomenon in society these days.,rights: original; derived from live unused vocab 현상,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0353,B2,이 전제 자체가 잘못됐다고 생각해요.,"Ich denke, diese Voraussetzung ist an sich schon falsch.",I think the premise itself is wrong.,rights: original; derived from live unused vocab 전제,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0354,B2,그 발언은 맥락을 봐야 이해가 돼요.,Diese Äußerung versteht man nur im Kontext.,You can only understand that remark in context.,rights: original; derived from live unused vocab 맥락,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0355,B2,민주주의는 참여에서 시작돼요.,Demokratie beginnt mit Beteiligung.,Democracy starts with participation.,rights: original; derived from live unused vocab 민주주의,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0356,B2,표현의 자유는 존중되어야 해요.,Die Meinungsfreiheit muss respektiert werden.,Freedom of expression must be respected.,rights: original; derived from live unused vocab 자유,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0357,B2,이 데이터를 좀 더 분석해 볼게요.,Ich werde diese Daten noch etwas genauer analysieren.,I'll analyze this data a bit more.,rights: original; derived from live unused vocab 분석하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0358,B2,성과는 객관적으로 평가해야 해요.,Man muss Leistungen objektiv bewerten.,You have to evaluate performance objectively.,rights: original; derived from live unused vocab 평가하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0359,B2,건설적으로 비판하는 게 중요하죠.,"Es ist wichtig, konstruktiv zu kritisieren.",It's important to criticize constructively.,rights: original; derived from live unused vocab 비판하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0360,B2,이 부분을 다시 한번 강조하고 싶어요.,Diesen Punkt möchte ich noch einmal betonen.,I'd like to emphasize this point once more.,rights: original; derived from live unused vocab 강조하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0361,B2,제안서 다시 한번 검토해 주세요.,Bitte prüfen Sie den Vorschlag noch einmal.,Please review the proposal one more time.,rights: original; derived from live unused vocab 검토하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0362,B2,이 부분은 다음 회의에서 논의하죠.,Besprechen wir diesen Punkt in der nächsten Sitzung.,Let's discuss this part at the next meeting.,rights: original; derived from live unused vocab 논의하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0363,B2,문제를 정확히 인식하는 게 먼저예요.,Zuerst muss man das Problem genau erkennen.,First you have to recognize the problem accurately.,rights: original; derived from live unused vocab 인식하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0364,B2,이 조항을 어떻게 해석해야 할까요?,Wie sollen wir diese Klausel interpretieren?,How should we interpret this clause?,rights: original; derived from live unused vocab 해석하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0365,B2,그 부분은 반박하고 싶은데요.,Diesem Punkt möchte ich widersprechen.,I'd like to push back on that point.,rights: original; derived from live unused vocab 반박하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0366,B2,새 규정이 다음 달부터 적용됩니다.,Die neue Regelung gilt ab nächstem Monat.,The new regulation takes effect next month.,rights: original; derived from live unused vocab 적용하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0367,B2,언젠가는 그 꿈을 실현하고 싶어요.,Irgendwann möchte ich diesen Traum verwirklichen.,Someday I want to make that dream come true.,rights: original; derived from live unused vocab 실현하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0368,B2,지금 방식을 계속 지속하기는 어렵겠어요.,"Es wird wohl schwierig, die jetzige Methode so fortzusetzen.",It'll be hard to keep up the current approach.,rights: original; derived from live unused vocab 지속하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0369,B2,설명이 좀 추상적이지 않았어요?,War die Erklärung nicht etwas abstrakt?,Wasn't the explanation a bit abstract?,rights: original; derived from live unused vocab 추상적이다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0370,B2,객관적으로 봐도 이 결과가 맞아요.,Auch objektiv betrachtet ist dieses Ergebnis richtig.,"Even looking at it objectively, this result is correct.",rights: original; derived from live unused vocab 객관적이다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0371,B2,그건 너무 주관적인 판단이에요.,Das ist ein sehr subjektives Urteil.,That's a really subjective judgment.,rights: original; derived from live unused vocab 주관적이다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0287,A1,우리 넷이서 같이 가요.,Gehen wir doch zu viert zusammen.,Let's all four go together.,rights: original; derived from live unused vocab 넷,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0288,A1,월요일에 다시 만나요.,Wir sehen uns am Montag wieder.,See you again on Monday.,rights: original; derived from live unused vocab 월요일,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0289,A1,이번 주 수요일에 만날까요?,Wollen wir uns diesen Mittwoch treffen?,Should we meet this Wednesday?,rights: original; derived from live unused vocab 수요일,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0290,A1,이번 주 목요일에 봐요.,Wir sehen uns diesen Donnerstag.,See you this Thursday.,rights: original; derived from live unused vocab 목요일,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0291,A1,조심히 안녕히 가세요.,"Tschüss, kommen Sie gut nach Hause.","Bye, get home safe.",rights: original; derived from live unused vocab 안녕히 가세요,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0292,A1,저 먼저 갈게요. 안녕히 계세요.,Ich geh schon mal. Tschüss.,I'm heading out first. Bye.,rights: original; derived from live unused vocab 안녕히 계세요,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0293,A1,오늘 수고했어요. 잘 자요.,Gute Arbeit heute. Schlafen Sie gut.,Good work today. Sleep well.,rights: original; derived from live unused vocab 잘 자요,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0294,A1,처음 뵙겠습니다. 잘 부탁드려요.,Freut mich.,Nice to meet you.,rights: original; derived from live unused vocab 처음 뵙겠습니다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0295,A1,정말 만나서 반가워요.,Freut mich wirklich.,Really nice to meet you.,rights: original; derived from live unused vocab 만나서 반가워요,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0296,A1,"별말씀을요, 당연한 거예요.","Keine Ursache, gern.",Don't mention it.,rights: original; derived from live unused vocab 별말씀을요,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0297,A1,"실례합니다, 화장실이 어디예요?","Entschuldigung, wo ist die Toilette?","Excuse me, where's the restroom?",rights: original; derived from live unused vocab 실례합니다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0298,A1,"잠시만요, 금방 갈게요.","Einen Moment, ich komme gleich.","Just a second, I'll be right there.",rights: original; derived from live unused vocab 잠시만요,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0299,A1,우리 팀 화이팅!,"Auf geht's, unser Team!","Let's go, team!",rights: original; derived from live unused vocab 화이팅,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0300,A1,잠깐만 기다려 주세요.,Warten Sie bitte einen Moment.,Please wait a moment.,rights: original; derived from live unused vocab 잠깐,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0301,A1,오늘 일찍 자고 싶어요.,Ich möchte heute früh schlafen gehen.,I want to go to bed early tonight.,rights: original; derived from live unused vocab 일찍,approved,Jin explicit app-integration approval (2026-08-17).
satz_a1_0302,A1,저는 커피를 자주 마셔요.,Ich trinke oft Kaffee.,I drink coffee often.,rights: original; derived from live unused vocab 자주,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0307,A2,저희 아직 주문 안 했어요.,Wir haben noch nicht bestellt.,We haven't ordered yet.,rights: original; derived from live unused vocab 주문하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0308,A2,여기서 뭐가 제일 맛있어요?,Empfehlen Sie mir bitte das leckerste Gericht hier.,Please recommend the tastiest dish here.,rights: original; derived from live unused vocab 추천하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0309,A2,이 집 김치찌개 맛이 진짜예요.,Der Kimchi-Eintopf hier schmeckt einfach unglaublich.,The kimchi stew at this place is the real deal.,rights: original; derived from live unused vocab 맛,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0310,A2,이 귤 좀 셔요.,Diese Mandarine ist etwas sauer.,This tangerine is a bit sour.,rights: original; derived from live unused vocab 시다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0311,A2,국이 좀 싱거워요.,Die Suppe ist etwas fade.,The soup is a bit bland.,rights: original; derived from live unused vocab 싱겁다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0312,A2,이거 포장해 주세요.,Packen Sie mir das bitte zum Mitnehmen ein.,"Can I get this to go, please?",rights: original; derived from live unused vocab 포장하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0313,A2,오늘 저녁은 그냥 배달시켜요.,Bestellen wir heute Abend einfach beim Lieferdienst.,Let's just get delivery tonight.,rights: original; derived from live unused vocab 배달,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0314,A2,다른 색깔도 있어요?,Gibt es auch andere Farben?,Are there other colors too?,rights: original; derived from live unused vocab 색깔,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0315,A2,이 색이 진짜 잘 어울려요.,Diese Farbe steht Ihnen wirklich gut.,This color really suits you.,rights: original; derived from live unused vocab 어울리다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0316,A2,다른 사이즈로 교환할 수 있을까요?,Könnte ich das in eine andere Größe umtauschen?,Could I exchange this for a different size?,rights: original; derived from live unused vocab 교환,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0317,A2,오늘 손님이 많으시네요.,Sie haben heute aber viele Gäste.,You've got a lot of customers today.,rights: original; derived from live unused vocab 손님,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0318,A2,점원분이 진짜 친절했어요.,Der Verkäufer war wirklich freundlich.,The clerk was really friendly.,rights: original; derived from live unused vocab 점원,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0319,A2,가다가 길을 잃어버렸어요.,Ich habe mich unterwegs verlaufen.,I got lost on the way.,rights: original; derived from live unused vocab 길,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0320,A2,여기서 곧장 가시면 돼요.,Gehen Sie von hier einfach geradeaus.,Just go straight from here.,rights: original; derived from live unused vocab 곧장,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0321,A2,저 신호등에서 오른쪽으로 가세요.,Biegen Sie an der Ampel dort rechts ab.,Turn right at that traffic light.,rights: original; derived from live unused vocab 신호등,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0322,A2,횡단보도 건너서 왼쪽이에요.,"Gehen Sie über den Zebrastreifen, dann ist es links.","Cross at the crosswalk, and it's on the left.",rights: original; derived from live unused vocab 횡단보도,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0323,A2,그 말 듣고 진짜 화났어요.,"Als ich das gehört habe, war ich richtig sauer.",I got really mad when I heard that.,rights: original; derived from live unused vocab 화나다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0324,A2,생각만 해도 부끄러워요.,Schon beim Gedanken daran ist es mir peinlich.,I get embarrassed just thinking about it.,rights: original; derived from live unused vocab 부끄럽다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0325,A2,합격했다니 정말 기뻐요.,"Ich freue mich wirklich, dass Sie bestanden haben.",I'm so happy to hear you passed.,rights: original; derived from live unused vocab 기쁘다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0326,A2,그 영화 좀 지루하지 않았어요?,War der Film nicht etwas langweilig?,Wasn't that movie a bit boring?,rights: original; derived from live unused vocab 지루하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0327,A2,사장님이 진짜 좋으신 분이세요.,Unser Chef ist wirklich ein guter Mensch.,The boss is a really good person.,rights: original; derived from live unused vocab 사장,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0328,A2,저희 상사 분은 좀 까다로우세요.,Unser Vorgesetzter ist ein bisschen anspruchsvoll.,Our supervisor is a bit picky.,rights: original; derived from live unused vocab 상사,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0329,A2,이번 달 월급이 좀 올랐어요.,Diesen Monat ist mein Gehalt etwas gestiegen.,My pay went up a bit this month.,rights: original; derived from live unused vocab 월급,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0330,A2,오늘 방 청소 좀 해야겠어요.,Heute sollte ich mal mein Zimmer putzen.,I really need to clean my room today.,rights: original; derived from live unused vocab 청소하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0331,A2,책상 좀 정리했어요.,Ich habe den Schreibtisch aufgeräumt.,I tidied up the desk.,rights: original; derived from live unused vocab 정리하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0332,A2,저 분홍색 진짜 잘 어울리네요.,Das Rosa steht Ihnen wirklich gut.,That pink really suits you.,rights: original; derived from live unused vocab 분홍색,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0333,A2,보라색 옷은 잘 안 입어요.,Lila Sachen trage ich eher selten.,I don't really wear purple.,rights: original; derived from live unused vocab 보라색,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0300,B1,제 댓글에 답장 달아 주셔서 감사해요.,"Danke, dass Sie auf meinen Kommentar geantwortet haben.",Thanks for replying to my comment.,rights: original; derived from live unused vocab 댓글,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0301,B1,제 게시물에 좋아요 눌러 주세요.,Bitte geben Sie meinem Beitrag ein Like.,Please hit Like on my post.,rights: original; derived from live unused vocab 좋아요,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0302,B1,요즘 팔로워가 좀 늘었어요.,In letzter Zeit habe ich ein paar Follower dazugewonnen.,I've gained some followers lately.,rights: original; derived from live unused vocab 팔로워,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0303,B1,오늘 아침에 게시물 하나 올렸어요.,Heute Morgen habe ich einen Beitrag gepostet.,I put up a post this morning.,rights: original; derived from live unused vocab 게시물,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0304,B1,여행 사진 업로드해 놨어요.,Ich habe die Reisefotos hochgeladen.,I've uploaded my travel photos.,rights: original; derived from live unused vocab 업로드하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0305,B1,그건 인터넷에서 검색해 보시면 나와요.,"Das finden Sie, wenn Sie im Internet danach suchen.",You'll find that if you look it up online.,rights: original; derived from live unused vocab 검색하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0306,B1,앱 다운로드부터 받으셔야 해요.,Zuerst müssen Sie die App herunterladen.,First you need to download the app.,rights: original; derived from live unused vocab 다운로드,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0307,B1,이 링크 좀 공유해 주실 수 있어요?,Könnten Sie diesen Link mit mir teilen?,Could you share this link with me?,rights: original; derived from live unused vocab 공유하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0308,B1,결과가 나오면 바로 보고드릴게요.,"Sobald die Ergebnisse da sind, berichte ich Ihnen sofort.",I'll report to you as soon as the results come in.,rights: original; derived from live unused vocab 보고하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0309,B1,일정대로 진행하고 있어요.,Alles läuft nach Zeitplan.,Everything's going according to schedule.,rights: original; derived from live unused vocab 진행하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0310,B1,회의록 정리해서 공유해 드릴게요.,Ich fasse das Protokoll zusammen und teile es mit Ihnen.,I'll write up the meeting minutes and share them with you.,rights: original; derived from live unused vocab 회의록,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0311,B1,정중하게 거절하는 게 쉽지 않네요.,Höflich abzulehnen ist gar nicht so einfach.,Turning someone down politely isn't easy.,rights: original; derived from live unused vocab 거절하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0312,B1,요즘 다이어트 중이라 야식 안 먹어요.,"Ich mache gerade eine Diät, deshalb esse ich spätabends nichts mehr.","I'm on a diet right now, so I skip late-night snacks.",rights: original; derived from live unused vocab 다이어트,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0313,B1,요즘 식단 관리를 좀 하고 있어요.,Ich achte zurzeit ein bisschen auf meine Ernährung.,I've been watching what I eat lately.,rights: original; derived from live unused vocab 식단,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0314,B1,저희 둘 공통점이 의외로 많더라고요.,Wir beide haben überraschend viel gemeinsam.,Turns out the two of us have a lot in common.,rights: original; derived from live unused vocab 공통점,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0315,B1,성공 가능성이 없진 않아요.,Ganz ohne Erfolgschancen ist es nicht.,It's not like there's no chance of success.,rights: original; derived from live unused vocab 가능성,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0316,B1,이번 일은 제 책임이에요.,Das hier ist meine Verantwortung.,This is my responsibility.,rights: original; derived from live unused vocab 책임,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0317,B1,여기 직원분들이 정말 친절하세요.,Die Mitarbeiter hier sind wirklich freundlich.,The staff here are really friendly.,rights: original; derived from live unused vocab 친절하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0318,B1,저희 엄마는 진짜 부지런하세요.,Meine Mutter ist wirklich fleißig.,My mom is really hardworking.,rights: original; derived from live unused vocab 부지런하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0319,B1,회의 때 좀 더 적극적으로 참여해 주세요.,Beteiligen Sie sich bitte in der Besprechung etwas aktiver.,Please participate more actively in the meeting.,rights: original; derived from live unused vocab 적극적이다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0320,B1,성격이 좀 소극적인 편이에요.,Ich bin vom Charakter her eher zurückhaltend.,I'm kind of reserved by nature.,rights: original; derived from live unused vocab 소극적이다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0321,B1,그 사람은 책임감이 정말 강해요.,Diese Person hat ein wirklich starkes Verantwortungsbewusstsein.,That person has a really strong sense of responsibility.,rights: original; derived from live unused vocab 책임감,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0322,B1,결정한 거 후회 안 해요.,Ich bereue meine Entscheidung nicht.,I don't regret my decision.,rights: original; derived from live unused vocab 후회하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b1_0323,B1,다음 편이 진짜 기대돼요.,Auf die nächste Folge bin ich schon richtig gespannt.,I can't wait for the next episode.,rights: original; derived from live unused vocab 기대하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0372,B2,계약서 다시 한번 확인해 주세요.,Prüfen Sie den Vertrag bitte noch einmal.,Please check the contract one more time.,rights: original; derived from live unused vocab 계약,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0373,B2,이 분야는 투자 가치가 충분해요.,Dieser Bereich ist eine Investition auf jeden Fall wert.,This field is definitely worth investing in.,rights: original; derived from live unused vocab 투자,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0374,B2,올해 수익이 작년보다 늘었어요.,Der Gewinn ist dieses Jahr höher als letztes Jahr.,Profits are up this year compared to last year.,rights: original; derived from live unused vocab 수익,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0375,B2,우리 팀은 경쟁력이 확실해요.,Unser Team ist eindeutig wettbewerbsfähig.,Our team is definitely competitive.,rights: original; derived from live unused vocab 경쟁력,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0376,B2,위기를 기회로 삼아야죠.,Wir sollten die Krise als Chance nutzen.,We should turn this crisis into an opportunity.,rights: original; derived from live unused vocab 위기,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0377,B2,국민으로서의 의무를 다해야죠.,Man sollte seine Pflichten als Bürger erfüllen.,We should fulfill our duties as citizens.,rights: original; derived from live unused vocab 의무,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0378,B2,성 평등이 아직 갈 길이 멀어요.,Bei der Gleichstellung der Geschlechter ist es noch ein weiter Weg.,Gender equality still has a long way to go.,rights: original; derived from live unused vocab 평등,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0379,B2,인권은 절대 양보할 수 없는 가치예요.,"Menschenrechte sind ein Wert, bei dem es keine Kompromisse geben darf.",Human rights are a value we can never compromise on.,rights: original; derived from live unused vocab 인권,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0380,B2,요즘 조금씩 자신감이 붙고 있어요.,In letzter Zeit gewinne ich langsam an Selbstvertrauen.,I'm slowly building confidence these days.,rights: original; derived from live unused vocab 자신감,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0381,B2,이 팀의 잠재력이 무궁무진해요.,Das Potenzial dieses Teams ist grenzenlos.,This team's potential is limitless.,rights: original; derived from live unused vocab 잠재력,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0382,B2,요즘 동기 부여가 잘 안 돼요.,Zurzeit kann ich mich nur schwer motivieren.,I'm having a hard time staying motivated lately.,rights: original; derived from live unused vocab 동기,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0383,B2,대학교 때 무슨 전공이셨어요?,Was haben Sie an der Uni studiert?,What was your major in college?,rights: original; derived from live unused vocab 전공,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0384,B2,논문 마감 때문에 요즘 정신없어요.,Wegen der Abgabefrist meiner Abschlussarbeit bin ich zurzeit total im Stress.,I'm totally swamped these days because of my thesis deadline.,rights: original; derived from live unused vocab 논문,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0385,B2,출처를 정확히 인용해 주세요.,Zitieren Sie die Quelle bitte genau.,Please cite the source accurately.,rights: original; derived from live unused vocab 인용하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0386,B2,우선 가설부터 세워 봅시다.,Stellen wir zuerst eine Hypothese auf.,Let's start by setting up a hypothesis.,rights: original; derived from live unused vocab 가설,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0387,B2,본질적인 원인부터 짚어야 해요.,Wir müssen zuerst die eigentliche Ursache angehen.,We need to tackle the root cause first.,rights: original; derived from live unused vocab 본질적이다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0388,B2,타이밍이 아주 적절했어요.,Das Timing war genau richtig.,The timing was just right.,rights: original; derived from live unused vocab 적절하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0389,B2,답변이 좀 모호하시네요.,Ihre Antwort ist etwas vage.,Your answer is a bit vague.,rights: original; derived from live unused vocab 모호하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0390,B2,합리적인 가격이라 결정했어요.,"Der Preis war vernünftig, deshalb habe ich mich dafür entschieden.","The price was reasonable, so I went for it.",rights: original; derived from live unused vocab 합리적이다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0334,A2,저희 집 거실이 좀 좁아요.,Unser Wohnzimmer ist etwas klein.,Our living room is a bit small.,rights: original; derived from live unused vocab 거실,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0335,A2,저희 부엌에서 요리 자주 해요.,In unserer Küche koche ich oft.,I cook in our kitchen a lot.,rights: original; derived from live unused vocab 부엌,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0336,A2,세탁기 좀 고장 났어요.,Die Waschmaschine ist kaputtgegangen.,The washing machine broke down.,rights: original; derived from live unused vocab 세탁기,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0337,A2,청소기 좀 돌리고 나갈게요.,"Ich sauge noch kurz Staub, bevor ich gehe.",I'll vacuum real quick before heading out.,rights: original; derived from live unused vocab 청소기,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0338,A2,이 동네 월세가 좀 비싸요.,Die Monatsmiete in dieser Gegend ist etwas teuer.,The monthly rent in this area is a bit expensive.,rights: original; derived from live unused vocab 월세,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0339,A2,보증금은 얼마 정도예요?,Wie hoch ist ungefähr die Kaution?,About how much is the deposit?,rights: original; derived from live unused vocab 보증금,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0340,A2,집주인 아저씨한테 연락해 볼게요.,"Ich versuche mal, den Vermieter zu erreichen.",I'll try getting in touch with the landlord.,rights: original; derived from live unused vocab 집주인,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0341,A2,현금 없는데 카드 돼요?,"Ich habe kein Bargeld, geht auch Karte?","I don't have cash, do you take cards?",rights: original; derived from live unused vocab 현금,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0342,A2,새 통장을 만들려고 왔어요.,Ich möchte ein neues Konto eröffnen.,I'm here to open a new bank account.,rights: original; derived from live unused vocab 통장,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0343,A2,방금 입금해 드렸어요.,Ich habe Ihnen das Geld gerade überwiesen.,I just sent the money to your account.,rights: original; derived from live unused vocab 입금하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0344,A2,만 원만 출금할게요.,Ich hebe nur zehntausend Won ab.,I'll just withdraw ten thousand won.,rights: original; derived from live unused vocab 출금하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0345,A2,친구한테 십만 원 송금했어요.,Ich habe einem Freund hunderttausend Won überwiesen.,I transferred a hundred thousand won to a friend.,rights: original; derived from live unused vocab 송금하다,approved,Jin explicit app-integration approval (2026-08-17).
