id,level,ko,de,en,field_notes,상태,jin_memo
cloze_a2_0126,A2,주차스티커를 앞 유리에 붙여요.,Ich klebe den Parkaufkleber an die Windschutzscheibe.,I put the parking sticker on the windshield.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0127,A2,음식물 봉투는 지정된 통에만 넣어요.,Die Biotüte kommt nur in die vorgesehene Tonne.,Food-waste bags go only in the designated bin.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0128,A2,열 시 이후에는 야간소음을 피해요.,Nach zehn Uhr vermeide ich Nachtlärm.,After ten I avoid night noise.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0129,A2,현관문이 세게 닫히지 않게 잡아요.,"Ich halte die Wohnungstür, damit sie nicht laut zufällt.",I hold the front door so it does not slam.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0130,A2,손님은 방문증을 받아 입장해요.,Gäste gehen mit einem Besucherausweis hinein.,Guests enter with a visitor pass.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0131,A2,박스는 재활용실에서 접어서 넣어요.,Kartons falte ich im Wertstoffraum zusammen.,I fold boxes in the recycling room.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0132,A2,소파는 대형폐기로 신청해야 해요.,Das Sofa muss als Sperrmüll angemeldet werden.,The sofa must be booked as bulk waste.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0133,A2,밤에 경비 순찰이 두 번 돌아요.,Nachts macht der Wachdienst zwei Rundgänge.,At night security does two patrols.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0134,A2,흡연 위반이 반복되면 경고가 와요.,Bei wiederholtem Verstoß gegen das Rauchverbot kommt eine Warnung.,Repeated smoking violations bring a warning.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0135,A2,입주자 회의에서 엘리베이터 수리를 정했어요.,In der Bewohnerversammlung wurde die Aufzugreparatur beschlossen.,The residents' meeting decided on the elevator repair.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0136,A2,이번 달부터 시급이 올랐어요.,Ab diesem Monat ist der Stundenlohn gestiegen.,The hourly wage went up this month.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0137,A2,다음 주 근무표가 오늘 올라와요.,Der Dienstplan für nächste Woche kommt heute.,Next week's shift schedule is posted today.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0138,A2,열 시 이후에는 야간수당이 붙어요.,Nach zehn Uhr gibt es einen Nachtzuschlag.,After ten there is a night bonus.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0139,A2,네 시간마다 휴게시간이 십오 분이에요.,Alle vier Stunden gibt es fünfzehn Minuten Pause.,Every four hours there is a fifteen-minute break.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0140,A2,마감 전에 인수인계를 짧게 해요.,Vor Feierabend machen wir eine kurze Übergabe.,Before closing we do a short handover.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0141,A2,새 알바생에게 커피 기계를 보여 줬어요.,Ich habe der neuen Aushilfe die Kaffeemaschine gezeigt.,I showed the new part-timer the coffee machine.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0142,A2,일주일에 십오 시간을 일하면 주휴수당이 나와요.,Bei fünfzehn Stunden pro Woche gibt es Wochenruhegeld.,"If you work fifteen hours a week, you get weekly rest pay.",rights: original; derived from same-batch vocab example,draft,
cloze_a2_0143,A2,첫날에 근로계약을 읽고 서명해요.,Am ersten Tag lese ich den Arbeitsvertrag und unterschreibe.,On the first day I read and sign the work contract.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0144,A2,여섯 시에 교대가 있어서 조금 일찍 와요.,"Um sechs ist Schichtwechsel, deshalb komme ich etwas früher.","Shift change is at six, so I come a bit early.",rights: original; derived from same-batch vocab example,draft,
cloze_a2_0145,A2,점장에게 휴가를 미리 말했어요.,Ich habe der Filialleitung den Urlaub vorher gesagt.,I told the store manager about the leave in advance.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0146,A2,가게를 마감하다 전에 바닥을 닦아요.,"Bevor ich den Laden abschließe, wische ich den Boden.","Before I close up the shop, I mop the floor.",rights: original; derived from same-batch vocab example,draft,
cloze_a2_0147,A2,시급 명세서를 문자로 받았어요.,Ich habe den Lohnzettel per Nachricht bekommen.,I received the wage slip by text.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0148,A2,지하철 분실물을 역 사무실에 문의했어요.,Ich habe im Bahnhofsbüro nach der Fundsache gefragt.,I asked the station office about the lost item.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0149,A2,우산을 습득하다 바로 안내데스크에 맡겼어요.,"Als ich den Schirm gefunden habe, habe ich ihn sofort an den Infoschalter gegeben.","When I found the umbrella, I took it straight to the information desk.",rights: original; derived from same-batch vocab example,draft,
cloze_a2_0150,A2,지갑은 보관함에 삼 일 동안 있어요.,Die Geldbörse bleibt drei Tage in der Aufbewahrung.,The wallet stays at the holding desk for three days.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0151,A2,찾을 때 신분증을 보여 주세요.,Bitte zeigen Sie beim Abholen den Ausweis.,Please show your ID when you pick it up.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0152,A2,우산을 찾아가다 전에 전화로 확인해요.,"Bevor ich den Schirm abhole, rufe ich zur Bestätigung an.","Before I pick up the umbrella, I confirm by phone.",rights: original; derived from same-batch vocab example,draft,
cloze_a2_0153,A2,가방을 잃어버려서 바로 신고하다 했어요.,Ich habe die Tasche verloren und sie sofort gemeldet.,I lost the bag and reported it right away.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0154,A2,안내데스크에서 분실물 번호를 받았어요.,Am Infoschalter habe ich eine Fundsachennummer bekommen.,I got a lost-item number at the information desk.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0155,A2,소지품에 이름을 적어 두면 찾기 쉬워요.,"Wenn der Name auf den Habseligkeiten steht, findet man sie leichter.","If you write your name on belongings, they are easier to find.",rights: original; derived from same-batch vocab example,draft,
cloze_a2_0156,A2,가방 안쪽 라벨에 전화번호를 썼어요.,Auf dem Etikett innen in der Tasche steht meine Nummer.,I wrote my number on the label inside the bag.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0157,A2,수령인 이름을 정확히 말해 주세요.,Bitte nennen Sie den Namen des Abholers genau.,Please say the recipient name exactly.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0158,A2,보관기간이 지나면 물건을 옮긴대요.,Nach der Aufbewahrungsfrist wird der Gegenstand weitergegeben.,After the holding period they move the item.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0159,A2,찾을 때 확인서를 받아서 서명해요.,Beim Abholen unterschreibe ich die Bestätigung.,When I pick it up I sign the confirmation slip.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0160,A2,동네 축제가 이번 주말에 열려요.,Das Viertelfest findet dieses Wochenende statt.,The neighborhood festival is this weekend.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0161,A2,전통차 부스가 입구 옆에 있어요.,Der Stand mit TraditionsTee steht neben dem Eingang.,The traditional-tea booth is next to the entrance.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0162,A2,한지를 체험하다 전에 줄을 서요.,"Bevor ich Hanji ausprobiere, stelle ich mich an.","Before I try Hanji, I stand in line.",rights: original; derived from same-batch vocab example,draft,
cloze_a2_0163,A2,인기 부스는 오전에 줄서다 시작해요.,Am beliebten Stand beginnt man schon am Vormittag anstehen.,At the popular booth people start to queue in the morning.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0164,A2,안내원이 스탬프 위치를 알려 줘요.,"Der Betreuer zeigt, wo der Stempel ist.",The guide shows where the stamp is.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0165,A2,무료시식은 한 사람당 한 개예요.,Die Kostprobe gibt es eine pro Person.,The free tasting is one per person.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0166,A2,홍보물을 가방에 넣지 말고 다시 봐요.,"Schauen Sie den Flyer noch einmal an, statt ihn nur einzupacken.",Look at the flyer again instead of just putting it in the bag.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0167,A2,다섯 개 스탬프를 모으면 차를 받아요.,Mit fünf Stempeln bekommt man einen Tee.,"If you collect five stamps, you get tea.",rights: original; derived from same-batch vocab example,draft,
cloze_a2_0168,A2,부스 운영시간은 여섯 시까지예요.,Die Öffnungszeit des Stands geht bis sechs.,The booth's opening hours go until six.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0169,A2,현장접수는 열 명까지만 받아요.,Die Vor-Ort-Anmeldung nimmt nur zehn Personen auf.,On-site signup takes only ten people.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0170,A2,자원봉사자가 줄을 나눠 안내해요.,Ehrenamtliche teilen die Schlange und weisen den Weg.,Volunteers split the line and give directions.,rights: original; derived from same-batch vocab example,draft,
cloze_a2_0171,A2,체험권을 보여 주면 재료를 받아요.,"Wenn Sie die Mitmachkarte zeigen, bekommen Sie das Material.","If you show the activity ticket, you get the materials.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0084,B1,팀장만 참조에 넣고 보내요.,Ich setze nur die Teamleitung in Kopie.,I only put the team lead in cc.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0085,B1,외부 주소는 숨은참조로 넣어요.,Externe Adressen setze ich in Blindkopie.,I put external addresses in bcc.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0086,B1,회신 기한을 금요일 낮으로 적었어요.,Ich habe die Antwortfrist auf Freitagmittag gesetzt.,I wrote the reply deadline as Friday noon.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0087,B1,첨부 누락이 있어서 바로 다시 보냈어요.,Wegen eines fehlenden Anhangs habe ich die Mail sofort noch einmal geschickt.,"There was a missing attachment, so I sent it again right away.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0088,B1,이 메일을 전달하다 전에 개인 정보를 지워요.,"Bevor ich die Mail weiterleite, lösche ich persönliche Daten.","Before I forward this mail, I remove personal data.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0089,B1,숫자 오류를 정정 메일로 알렸어요.,Den Zahlenfehler habe ich per Korrekturmail mitgeteilt.,I reported the number error in a correction email.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0090,B1,급한 요청에만 읽음 확인을 켜요.,Lesebestätigung schalte ich nur bei dringenden Bitten ein.,I turn on read receipt only for urgent requests.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0091,B1,전달할 때 제목을 고치다 보니 내용이 분명해졌어요.,"Als ich beim Weiterleiten den Betreff geändert habe, wurde der Inhalt klarer.","When I fixed the subject while forwarding, the content became clearer.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0092,B1,답장이 없어서 후속 메일을 짧게 보냈어요.,"Weil keine Antwort kam, habe ich eine kurze Folgmail geschickt.","No reply came, so I sent a short follow-up mail.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0093,B1,양식은 내부망에서만 내려받아요.,Das Formular lade ich nur aus dem Intranet herunter.,I download the form only from the intranet.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0094,B1,공손한 맺음으로 시간을 배려한다고 썼어요.,"Im höflichen Schluss habe ich geschrieben, dass ich die Zeit respektiere.",In the polite closing I wrote that I respect their time.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0095,B1,수신 확인이 떠서 다시 보내지 않았어요.,"Die Empfangsbestätigung erschien, deshalb habe ich nicht noch einmal gesendet.","The delivery receipt appeared, so I did not send it again.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0096,B1,공용 선반에는 이름 스티커를 붙여요.,Auf das gemeinsame Regal klebe ich Namensaufkleber.,I put name stickers on the shared shelf.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0097,B1,이번 주 청소 당번은 제가 맡아요.,Den Putzdienst diese Woche übernehme ich.,I take the cleaning turn this week.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0098,B1,공과금 정산을 일요일에 같이 해요.,Die Nebenkostenabrechnung machen wir sonntags gemeinsam.,We do the utility split together on Sunday.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0099,B1,시험 주에는 조용한 시간을 아홉 시부터 지켜요.,In der Prüfungswoche halten wir die Ruhezeit ab neun Uhr ein.,In exam week we keep quiet hours from nine.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0100,B1,밤늦게 오면 손님 사전 알림을 보내요.,"Wenn Gäste spät kommen, schicke ich eine Gästeankündigung.","If guests come late, I send a guest notice.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0101,B1,제 냉장고 칸에 약만 넣어 두어요.,In mein Kühlfach lege ich nur Medizin.,I only put medicine on my fridge shelf.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0102,B1,빨래 순서를 표로 붙여 두었어요.,Die Waschreihenfolge habe ich als Tabelle aufgehängt.,I posted the laundry turn as a chart.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0103,B1,공용 세제가 떨어지면 같이 사요.,"Wenn der Gemeinschaftsreiniger leer ist, kaufen wir ihn zusammen.","When the shared detergent runs out, we buy it together.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0104,B1,밤에는 문 닫힘을 더 조용히 해요.,Nachts mache ich das Türschließen leiser.,At night I close the door more quietly.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0105,B1,생활 리듬이 달라서 아침 소음을 줄였어요.,"Weil der Alltagsrhythmus anders ist, habe ich den Morgenlärm reduziert.","Our daily rhythms differ, so I reduced morning noise.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0106,B1,휴지는 공동 구매로 더 싸게 샀어요.,Toilettenpapier haben wir im Sammelkauf günstiger gekauft.,We bought toilet paper cheaper as a group purchase.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0107,B1,서운한 점은 바로 말하지 않고 저녁에 이야기해요.,"Eine Kränkung spreche ich nicht sofort an, sondern abends.","I do not raise a sore point immediately, but in the evening.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0108,B1,사고 접수를 당일 오후에 했어요.,Die Schadensmeldung habe ich noch am Nachmittag gemacht.,I filed the claim the same afternoon.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0109,B1,보장 범위를 약관 삼 쪽에서 확인해요.,Den Leistungsrahmen prüfe ich auf Seite drei der Bedingungen.,I check the coverage scope on page three of the terms.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0110,B1,자기부담금이 오만 원이라 수리를 다시 계산해요.,"Die Selbstbeteiligung beträgt fünfzigtausend Won, deshalb rechne ich die Reparatur neu.","The deductible is 50,000 won, so I recalculate the repair.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0111,B1,병원 진단서를 스캔해서 올렸어요.,Ich habe das Attest gescannt und hochgeladen.,I scanned the medical note and uploaded it.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0112,B1,보험금이 언제 입금되는지 물었어요.,"Ich habe gefragt, wann die Versicherungssumme eingeht.",I asked when the payout will be deposited.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0113,B1,기존 질환은 면책이라고 안내받았어요.,"Mir wurde gesagt, dass Vorerkrankungen ein Ausschluss sind.",I was told existing conditions are an exclusion.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0114,B1,청구 서류가 하나 빠져서 보완했어요.,"Eine der Antragsunterlagen fehlte, deshalb habe ich nachgereicht.","One claim document was missing, so I supplemented it.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0115,B1,담당 설계사에게 진행 상황을 물어봤어요.,Ich habe den Berater nach dem Stand gefragt.,I asked the agent about the status.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0116,B1,보상 심사가 이번 주까지라고 들었어요.,Die Leistungsprüfung soll bis Ende der Woche fertig sein.,I heard the payout review is due this week.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0117,B1,사고 경위를 시간 순으로 적었어요.,Den Hergang habe ich in zeitlicher Reihenfolge geschrieben.,I wrote the incident account in time order.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0118,B1,치과 특약이 있어야 스케일링이 나가요.,Nur mit dem Zahn-Zusatzbaustein wird die Zahnreinigung erstattet.,Only with the dental rider is cleaning covered.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0119,B1,사진이 흐려서 지급 보류가 됐어요.,"Weil das Foto unscharf war, gab es einen Auszahlungsstopp.","The photo was blurry, so the payout was held.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0120,B1,민원실에서 번호표를 뽑고 기다려요.,Im Bürgerbüro ziehe ich eine Nummer und warte.,I take a number at the civil affairs desk and wait.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0121,B1,구비 서류 목록을 홈페이지에서 인쇄했어요.,Die Liste der erforderlichen Unterlagen habe ich von der Website gedruckt.,I printed the required-papers list from the website.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0122,B1,접수증 번호를 사진으로 남겨 두어요.,Die Nummer auf dem Eingangsbeleg fotografiere ich.,I photograph the number on the intake slip.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0123,B1,처리 기한이 이 주라고 안내받았어요.,Mir wurde eine Bearbeitungsfrist von zwei Wochen genannt.,I was told the processing time is two weeks.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0124,B1,전입 신고는 담당 창구가 따로 있어요.,Für die Ummeldung gibt es einen zuständigen Schalter.,Change-of-address has its own responsible counter.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0125,B1,보완 요청 문자가 와서 사본을 추가했어요.,Wegen einer Nachforderung habe ich eine Kopie nachgereicht.,"A supplement request text came, so I added a copy.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0126,B1,본인만 서류 열람이 가능해요.,Nur die Person selbst darf Einsicht in die Unterlagen nehmen.,Only the person themselves can inspect the documents.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0127,B1,대리 신청에는 위임장이 필요해요.,Für einen Antrag durch Vertretung braucht man eine Vollmacht.,A proxy application needs a letter of authorization.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0128,B1,수수료 납부는 카드만 된다고 했어요.,Die Gebührenzahlung sei nur mit Karte möglich.,They said fee payment is card only.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0129,B1,민원 번호로 진행 상태를 조회해요.,Mit der Vorgangsnummer prüfe ich den Stand.,I check the status with the case number.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0130,B1,전화로 담당자 연결을 두 번 요청했어요.,Am Telefon habe ich zweimal um Durchstellung gebeten.,I asked twice on the phone for a transfer to an officer.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0131,B1,처리 완료 알림이 오면 서류를 받으러 가요.,"Wenn die Meldung über den Abschluss der Bearbeitung kommt, hole ich die Unterlagen.","When the processing-complete notice arrives, I pick up the papers.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0132,B1,이번 달 봉사 시간을 표에 적어요.,Die Ehrenamtsstunden diesen Monat trage ich in die Tabelle ein.,I write this month's volunteer hours in the chart.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0133,B1,배정표에서 제 구역을 확인해요.,Im Einsatzplan prüfe ich meinen Bereich.,I check my area on the assignment sheet.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0134,B1,사전 교육을 들어야 부스를 맡을 수 있어요.,Ohne Vorschulung darf ich den Stand nicht übernehmen.,I need pre-shift training before I can run the booth.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0135,B1,도로 안내는 안전 조끼를 입고 해요.,Die Wegweisung mache ich mit Warnweste.,I do street guidance wearing a safety vest.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0136,B1,다음 조를 위해 인수 메모를 남겼어요.,Für die nächste Gruppe habe ich eine Übergabenotiz hinterlassen.,I left a handover note for the next team.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0137,B1,오전에 결원이 나서 제가 한 시간 더 했어요.,"Am Vormittag gab es einen Ausfall, deshalb blieb ich eine Stunde länger.","There was a no-show gap in the morning, so I stayed an hour more.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0138,B1,명찰에 역할 이름을 크게 썼어요.,Auf dem Namensschild steht die Rolle groß.,I wrote the role large on the name badge.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0139,B1,비상 연락망 첫 번호는 현장 책임자예요.,Die erste Nummer der Notfallkette ist die Leitung vor Ort.,The first number in the emergency chain is the on-site lead.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0140,B1,시작 전에 물품 점검을 둘이서 해요.,Vor dem Start machen wir die Materialkontrolle zu zweit.,Before starting we do the supply check in pairs.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0141,B1,교대 시간보다 십 분 일찍 도착해요.,Ich komme zehn Minuten vor der Ablösezeit.,I arrive ten minutes before relief time.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0142,B1,문제가 생기면 현장 책임자에게 바로 말해요.,Bei einem Problem sage ich es sofort der Einsatzleitung.,"If a problem happens, I tell the site lead immediately.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0143,B1,학기말에 봉사 확인서를 받아요.,Am Semesterende bekomme ich den Nachweis.,I receive the service certificate at the end of the term.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0144,B1,학부모 면담을 수요일 저녁으로 잡았어요.,Das Elterngespräch habe ich auf Mittwochabend gelegt.,I scheduled the parent meeting for Wednesday evening.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0145,B1,알림장에 준비물을 적어 보내요.,Ins Mitteilungsheft schreibe ich die Mitbringsel.,I write the supplies in the home note.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0146,B1,상담 시간이 십오 분이라 질문을 미리 적어요.,"Die Sprechzeit beträgt fünfzehn Minuten, deshalb schreibe ich Fragen vorher auf.","The office hour is fifteen minutes, so I write questions in advance.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0147,B1,학습 태도는 좋아졌지만 숙제 속도가 느려요.,"Die Lernhaltung ist besser, aber die Hausaufgaben dauern länger.","The study attitude improved, but homework is slower.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0148,B1,한글 보충 수업을 주 한 번 신청했어요.,Ich habe einmal pro Woche eine Förderstunde für Hangul beantragt.,I signed up for a Hangul support class once a week.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0149,B1,가정 통신에 현장학습 날짜가 있어요.,Im Elternbrief steht das Datum des Ausflugs.,The school letter has the field-trip date.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0150,B1,참관 수업은 조용히 뒤쪽에 앉아요.,Bei der Hospitation sitze ich hinten und bleibe still.,During class observation I sit quietly at the back.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0151,B1,생활 기록에 친구 관계를 짧게 적었어요.,In der Entwicklungsnotiz steht kurz etwas zu den Freundschaften.,The progress note briefly mentions friendships.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0152,B1,준비물 분담표를 반 단톡에 올렸어요.,Die Materialteilung habe ich in den Klassenchat gestellt.,I posted the shared-supplies chart in the class chat.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0153,B1,하원 시간이 밀리면 미리 문자를 보내요.,"Wenn sich die Abholzeit verschiebt, schreibe ich vorher.","If pickup time slips, I text in advance.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0154,B1,담임 선생님께 상담 연기를 정중히 부탁했어요.,Ich habe die Klassenleitung höflich um Verschiebung gebeten.,I politely asked the homeroom teacher to postpone.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0155,B1,사진 촬영 동의서를 오늘 제출해요.,Die Einverständniserklärung für Fotos gebe ich heute ab.,I submit the photo consent form today.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0156,B1,고장 부위를 사진으로 세 장 찍었어요.,Die defekte Stelle habe ich dreimal fotografiert.,I took three photos of the fault location.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0157,B1,부품 교체 비용이 예상보다 높아요.,Der Teiletausch kostet mehr als gedacht.,Part replacement costs more than expected.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0158,B1,출장 수리는 오전 방문만 가능하대요.,Die Vor-Ort-Reparatur sei nur vormittags möglich.,They said on-site repair is only possible in the morning.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0159,B1,무상 기간이 일주일 남아 있어요.,Die Garantiezeit beträgt noch eine Woche.,One week remains in the warranty period.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0160,B1,점검 결과를 문자로 요약해 달라고 했어요.,Ich habe um eine kurze Nachricht zum Prüfergebnis gebeten.,I asked them to summarize the inspection result by text.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0161,B1,부품이 없어서 재방문을 잡았어요.,"Weil das Teil fehlt, habe ich einen Zweitbesuch vereinbart.","The part is missing, so I booked a return visit.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0162,B1,물이 새서 임시 조치로 밸브를 잠갔어요.,"Weil Wasser austrat, habe ich als Notlösung das Ventil geschlossen.","Water was leaking, so as a temporary fix I shut the valve.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0163,B1,견적 변경이 있으면 먼저 전화해 달라고 했어요.,Bei einer Kostenvoranschlagsänderung sollen sie zuerst anrufen.,I asked them to call first if there is a quote change.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0164,B1,설치 오류인지 사용 문제인지 구분해 주세요.,Bitte trennen Sie Montagefehler und Bedienproblem.,Please distinguish an install error from a usage problem.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0165,B1,무거운 기기는 A/S 센터로 직접 가져가요.,Schwere Geräte bringe ich selbst zur Kundendienststelle.,I take heavy devices to the service center myself.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0166,B1,수리 완료증을 받아야 보증이 이어져요.,Ohne Fertigstellungsbeleg läuft die Garantie nicht weiter.,The warranty continues only with the repair receipt.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0167,B1,재발 방지를 위해 사용 방법을 다시 배웠어요.,Zum Rückfallschutz habe ich die Nutzung noch einmal gelernt.,To prevent recurrence I relearned how to use it.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0168,B1,태풍 때문에 일정 변경을 요청했어요.,Wegen des Taifuns habe ich eine Terminänderung gebeten.,I requested a schedule change because of the typhoon.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0169,B1,환불 규정을 예약 확인서에서 다시 읽어요.,Die Erstattungsregel lese ich noch einmal in der Buchungsbestätigung.,I reread the refund rule on the booking confirmation.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0170,B1,천재지변이면 수수료 면제가 가능하대요.,Bei höherer Gewalt sei ein Gebührenerlass möglich.,They said a fee waiver is possible for a natural disaster.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0171,B1,지연되면 대체 열차 좌석을 다시 배정해요.,Bei Verspätung wird ein Sitz im Ersatzzug neu zugewiesen.,"If delayed, they reassign a seat on the replacement train.",rights: original; derived from same-batch vocab example,draft,
cloze_b1_0172,B1,숙소 이월이 되는지 저녁에 답변 달래요.,"Ob eine Übernachtungsverschiebung möglich ist, sagen sie am Abend.",They will say this evening whether a stay shift is possible.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0173,B1,탑승 마감 삼십 분 전에는 카운터에 있어야 해요.,Dreißig Minuten vor Check-in-Schluss muss ich am Schalter sein.,I must be at the counter thirty minutes before boarding cutoff.,rights: original; derived from same-batch vocab example,draft,
cloze_b1_0174,B1,연결편이 끊기면 숙박권을 받아요.,"Wenn der Anschluss ausfällt, bekomme ich einen Hotelgutschein.","If the connecting service is missed, I get a hotel voucher.",rights: original; derived from same-batch vocab example,draft,
